user	indegree	indegree_ranking	outdegree	outdegree_ranking	kin	kin_ranking	kout	kout_ranking	betweeness	betweeness_ranking	pagerank	pagerank_ranking	
14th_dalai_lama	3	(3697)	10	(564)	1	(5007)	3	(454)	32381.55	(3047)	0.00002	(8642)
christopher_hitchens	6	(1672)	8	(873)	2	(1473)	3	(454)	154432.51	(933)	0.00007	(4191)
jawaharlal_nehru	7	(1361)	2	(6424)	2	(1473)	2	(2555)	82588.49	(1615)	0.00014	(1370)
mohandas_karamchand_gandhi	26	(110)	8	(873)	3	(415)	3	(454)	1796594.59	(40)	0.00052	(120)
nelson_mandela	35	(64)	21	(86)	2	(1473)	3	(454)	2668645.86	(20)	0.00071	(66)
paul_vidal_de_la_blache	169	(3)	8	(873)	3	(415)	3	(454)	484419.60	(264)	0.00154	(11)
pope_john_paul_ii	234	(1)	19	(106)	3	(415)	3	(454)	4141514.95	(9)	0.00215	(7)
raoul_wallenberg	8	(1058)	6	(1599)	2	(1473)	2	(2555)	195624.32	(739)	0.00021	(715)
richard_gere	7	(1361)	2	(6424)	1	(5007)	1	(7047)	67385.90	(1886)	0.00026	(475)
robert_runcie	3	(3697)	1	(9964)	1	(5007)	1	(7047)	7881.58	(5567)	0.00001	(11401)
vytautas_landsbergis	4	(2693)	0	(15516)	2	(1473)	0	(14267)	0.00	(8243)	0.00003	(6853)
50_cent	17	(266)	1	(9964)	2	(1473)	1	(7047)	85122.16	(1588)	0.00019	(877)
mike_tyson	13	(473)	9	(697)	2	(1473)	2	(2555)	266706.06	(527)	0.00057	(97)
aage_bohr	4	(2693)	1	(9964)	2	(1473)	1	(7047)	9845.27	(4966)	0.00006	(4775)
niels_bohr	19	(213)	11	(444)	2	(1473)	3	(454)	275514.20	(509)	0.00029	(394)
aage_kvalbein	4	(2693)	3	(4218)	2	(1473)	2	(2555)	16406.19	(4195)	0.00007	(4422)
eva_knardahl	2	(5433)	2	(6424)	2	(1473)	2	(2555)	0.00	(8243)	0.00004	(6053)
jens_harald_bratlie	3	(3697)	4	(2960)	2	(1473)	2	(2555)	81825.43	(1625)	0.00006	(4979)
mari_maurstad	4	(2693)	3	(4218)	2	(1473)	2	(2555)	44701.92	(2514)	0.00007	(4496)
aage_larsen	3	(3697)	3	(4218)	3	(415)	3	(454)	0.00	(8243)	0.00009	(2873)
bert_bushnell	3	(3697)	3	(4218)	3	(415)	3	(454)	0.00	(8243)	0.00009	(2873)
dickie_burnell	3	(3697)	3	(4218)	3	(415)	3	(454)	0.00	(8243)	0.00009	(2873)
ebbe_parsner	3	(3697)	3	(4218)	3	(415)	3	(454)	0.00	(8243)	0.00009	(2873)
aage_samuelsen	2	(5433)	3	(4218)	1	(5007)	3	(454)	44488.82	(2526)	0.00003	(7430)
kåre_kristiansen	4	(2693)	9	(697)	1	(5007)	3	(454)	158999.56	(903)	0.00005	(5661)
leif_juster	8	(1058)	17	(152)	3	(415)	3	(454)	622158.84	(187)	0.00009	(3761)
tor_edvin_dahl	9	(880)	8	(873)	4	(295)	4	(315)	440078.55	(292)	0.00014	(1436)
aage_vestøl	0	(13991)	1	(9964)	0	(12224)	1	(7047)	0.00	(8243)	0.00001	(15121)
olaf_barda	1	(8611)	1	(9964)	0	(12224)	1	(7047)	8308.00	(5273)	0.00002	(10415)
aaliyah	2	(5433)	2	(6424)	2	(1473)	2	(2555)	5295.13	(5831)	0.00005	(5459)
r._kelly	6	(1672)	6	(1599)	2	(1473)	3	(454)	100423.32	(1389)	0.00013	(1710)
timbaland	10	(766)	7	(1211)	2	(1473)	2	(2555)	98902.50	(1406)	0.00017	(1023)
a._a._milne	2	(5433)	1	(9964)	1	(5007)	1	(7047)	688.51	(6721)	0.00002	(8747)
h._g._wells	13	(473)	1	(9964)	2	(1473)	1	(7047)	44391.48	(2530)	0.00010	(2565)
aarne_ervi	0	(13991)	1	(9964)	0	(12224)	0	(14267)	0.00	(8243)	0.00001	(15121)
alvar_aalto	2	(5433)	0	(15516)	1	(5007)	0	(14267)	0.00	(8243)	0.00002	(9786)
aarne_reini	0	(13991)	1	(9964)	0	(12224)	0	(14267)	0.00	(8243)	0.00001	(15121)
yaşar_erkan	1	(8611)	0	(15516)	0	(12224)	0	(14267)	0.00	(8243)	0.00002	(10415)
aaron_burr	5	(2061)	3	(4218)	3	(415)	3	(454)	4721.19	(5909)	0.00016	(1185)
alexander_hamilton	9	(880)	9	(697)	3	(415)	3	(454)	95101.39	(1452)	0.00033	(314)
george_clinton_(vice_president)	11	(634)	5	(2118)	3	(415)	3	(454)	66423.88	(1907)	0.00026	(492)
thomas_jefferson_rusk	28	(95)	10	(564)	3	(415)	3	(454)	1365911.62	(62)	0.00073	(60)
aaron_carter	0	(13991)	2	(6424)	0	(12224)	1	(7047)	0.00	(8243)	0.00001	(17447)
backstreet_boys	6	(1672)	3	(4218)	1	(5007)	1	(7047)	34103.00	(2938)	0.00023	(603)
nick_carter_(british_army_officer)	2	(5433)	1	(9964)	1	(5007)	1	(7047)	0.00	(8243)	0.00008	(3836)
aaron_ciechanover	2	(5433)	2	(6424)	2	(1473)	2	(2555)	0.00	(8243)	0.00009	(2978)
avram_hershko	2	(5433)	2	(6424)	2	(1473)	2	(2555)	0.00	(8243)	0.00009	(2978)
irwin_rose	2	(5433)	2	(6424)	2	(1473)	2	(2555)	0.00	(8243)	0.00009	(2978)
aaron_copland	8	(1058)	9	(697)	2	(1473)	3	(454)	389208.03	(339)	0.00011	(2291)
benny_goodman	27	(102)	4	(2960)	3	(415)	2	(2555)	308816.19	(450)	0.00020	(779)
billy_the_kid	6	(1672)	4	(2960)	2	(1473)	2	(2555)	177705.18	(801)	0.00007	(4172)
einojuhani_rautavaara	1	(8611)	0	(15516)	1	(5007)	0	(14267)	0.00	(8243)	0.00002	(9665)
emily_dickinson	2	(5433)	1	(9964)	1	(5007)	1	(7047)	10082.10	(4948)	0.00002	(9465)
franklin_d._roosevelt	64	(18)	13	(283)	3	(415)	3	(454)	1897207.95	(38)	0.00151	(13)
george_gershwin	12	(541)	3	(4218)	3	(415)	2	(2555)	164981.29	(874)	0.00015	(1249)
knut_nystedt	2	(5433)	2	(6424)	2	(1473)	2	(2555)	121826.38	(1170)	0.00003	(7641)
leonard_bernstein	17	(266)	12	(342)	2	(1473)	3	(454)	178031.57	(800)	0.00008	(4125)
nadia_boulanger	9	(880)	21	(86)	2	(1473)	3	(454)	246271.98	(567)	0.00006	(4885)
aaron_johnson_(actor)	0	(13991)	1	(9964)	0	(12224)	1	(7047)	0.00	(8243)	0.00001	(15121)
john_lennon	62	(21)	16	(181)	3	(415)	3	(454)	3076017.80	(13)	0.00065	(78)
aaron_klug	0	(13991)	2	(6424)	0	(12224)	2	(2555)	0.00	(8243)	0.00001	(17447)
elizabeth_ii	48	(34)	8	(873)	3	(415)	3	(454)	1589959.85	(48)	0.00056	(101)
rosalind_franklin	3	(3697)	4	(2960)	2	(1473)	2	(2555)	41820.92	(2612)	0.00012	(2000)
aaron_ramsey	0	(13991)	3	(4218)	0	(12224)	2	(2555)	0.00	(8243)	0.00001	(14598)
alex_ferguson	26	(110)	67	(2)	3	(415)	2	(2555)	2509422.91	(25)	0.00027	(450)
arsène_wenger	12	(541)	16	(181)	2	(1473)	2	(2555)	646183.28	(182)	0.00009	(2658)
dave_jones_(drummer)	2	(5433)	0	(15516)	0	(12224)	0	(14267)	0.00	(8243)	0.00002	(11316)
aaron_sorkin	3	(3697)	5	(2118)	2	(1473)	2	(2555)	17176.39	(4026)	0.00004	(6328)
amanda_peet	2	(5433)	3	(4218)	2	(1473)	1	(7047)	22976.08	(3571)	0.00002	(9927)
bradley_whitford	3	(3697)	1	(9964)	2	(1473)	1	(7047)	195.72	(6972)	0.00003	(8224)
matthew_perry	3	(3697)	0	(15516)	2	(1473)	0	(14267)	0.00	(8243)	0.00008	(4102)
michael_douglas	17	(266)	4	(2960)	2	(1473)	2	(2555)	135865.16	(1061)	0.00028	(417)
rob_lowe	3	(3697)	3	(4218)	1	(5007)	2	(2555)	10807.20	(4891)	0.00002	(9243)
aaron_spelling	4	(2693)	1	(9964)	2	(1473)	1	(7047)	7980.87	(5556)	0.00028	(418)
tori_spelling	2	(5433)	1	(9964)	2	(1473)	1	(7047)	208.09	(6962)	0.00027	(456)
aaron_temkin_beck	1	(8611)	1	(9964)	1	(5007)	1	(7047)	0.00	(8243)	0.00006	(5150)
albert_ellis_(psychologist)	4	(2693)	2	(6424)	2	(1473)	1	(7047)	22704.36	(3646)	0.00010	(2334)
aase_bjerkholt	0	(13991)	2	(6424)	0	(12224)	2	(2555)	0.00	(8243)	0.00001	(17447)
einar_gerhardsen	25	(118)	26	(44)	2	(1473)	3	(454)	1229164.00	(65)	0.00045	(171)
rakel_seweriin	3	(3697)	2	(6424)	1	(5007)	2	(2555)	6887.94	(5657)	0.00003	(7005)
aase_bye	1	(8611)	1	(9964)	1	(5007)	1	(7047)	52688.58	(2248)	0.00003	(8013)
henny_moan	3	(3697)	5	(2118)	2	(1473)	3	(454)	109253.49	(1300)	0.00005	(5301)
aase_lionæs	1	(8611)	4	(2960)	1	(5007)	2	(2555)	6096.09	(5740)	0.00001	(12479)
anwar_el_sadat	20	(188)	4	(2960)	2	(1473)	2	(2555)	110375.57	(1289)	0.00049	(136)
henry_kissinger	22	(155)	5	(2118)	3	(415)	3	(454)	123599.93	(1148)	0.00033	(304)
lê_ðức_thọ	3	(3697)	0	(15516)	1	(5007)	0	(14267)	0.00	(8243)	0.00017	(1044)
menachem_begin	8	(1058)	6	(1599)	2	(1473)	2	(2555)	38173.87	(2763)	0.00031	(352)
aase_nordmo_løvberg	1	(8611)	2	(6424)	0	(12224)	1	(7047)	183.59	(6981)	0.00001	(13772)
herbert_von_karajan	11	(634)	12	(342)	1	(5007)	3	(454)	128680.79	(1106)	0.00008	(3928)
jussi_björling	4	(2693)	0	(15516)	1	(5007)	0	(14267)	0.00	(8243)	0.00002	(8517)
aasmund_brynildsen	4	(2693)	12	(342)	1	(5007)	3	(454)	263210.51	(534)	0.00004	(6259)
agnar_mykle	6	(1672)	6	(1599)	2	(1473)	3	(454)	76500.35	(1712)	0.00009	(3753)
aleksandr_solzhenitsyn	5	(2061)	3	(4218)	2	(1473)	2	(2555)	68947.59	(1849)	0.00005	(5493)
boris_pasternak	3	(3697)	0	(15516)	1	(5007)	0	(14267)	0.00	(8243)	0.00002	(9053)
carl_fredrik_engelstad	7	(1361)	2	(6424)	3	(415)	2	(2555)	282651.48	(492)	0.00017	(1065)
