1	Germany	3.8
2	USA	5.3
3	China	4.8
4	Afghanistan	7.8
5	Russia	6.5
6	Turkey	6.8
7	Belgium	4
8	Albania	6.2
9	Bosnia_and_Herzegovina	7.5
10	Croatia	6.1
11	Greece	6.3
12	Italy	5
13	Macedonia	6.6
14	Montenegro	6.4
15	Romania	6.4
16	Spain	5.5
17	Ukraine	7.6
18	Bulgaria	6
19	Algeria	6.6
20	Egypt	5.4
21	France	5.3
22	Jordan	5.4
23	Lebanon	7
24	Morocco	5.6
25	Senegal	7.5
26	Serbia	6.4
27	South_Africa	7
28	The_Netherlands	4
29	UK	4.6
30	United_Arab_Emirates	4.1
31	Brazil	5.4
32	Angola	7.6
33	Portugal	4.8
34	Argentina	7.1
35	Bolivia	7.7
36	Canada	2.8
37	Chile	5.1
38	Cyprus	4.1
39	Israel	5.5
40	Lithuania	6.1
41	Mexico	6.1
42	Norway	1.2
43	Paraguay	6.4
44	Peru	7
45	Poland	4.5
46	Switzerland	3.4
47	Thailand	7
48	Uruguay	5.2
49	Venezuela	7.3
50	Armenia	5.8
51	Estonia	6.7
52	Georgia	6.3
53	India	4.5
54	Iran	6.2
55	Moldova	7.5
56	Australia	3.6
57	Indonesia	6.8
58	Ireland	4.6
59	Japan	3.8
60	Latvia	6.7
61	Malaysia	6.5
62	Mongolia	6.1
63	New_Zealand	3.6
64	Papua_New_Guinea	6.9
65	Philippines	6.8
66	Slovakia	5.5
67	South_Korea	5.1
68	Sweden	3.2
69	Taiwan	4.3
70	Timor-Leste	7.3
71	Austria	3.6
72	Czech_Republic	3.7
73	Denmark	2.2
74	Finland	3.2
75	Hungary	6.1
76	Luxembourg	3.6
77	Slovenia	3.8
78	Azerbaijan	5.2
79	Kazakhstan	4.8
80	Saudi_Arabia	6.1
81	Bahrain	5.5
82	Pakistan	7.8
83	Bangladesh	7.5
84	Belarus	4.8
85	Democratic_Republic_of_the_Congo	8.2
86	Belize	6.2
87	Benin	5.9
88	Bhutan	5.3
89	Ecuador	7.7
90	Libya	4.3
91	Botswana	4.7
92	Cape_Verde	5.5
93	Mali	7
94	Nicaragua	5.9
95	Nigeria	7
96	Burkina_Faso	6.9
97	Ghana	5.9
98	Kuwait	5.5
99	Cambodia	8
100	Cameroon	6.9
101	Cuba	4.2
102	Iceland	5.3
103	Chad	8.5
104	Congo	6.3
105	Nepal	7.5
106	North_Korea	7.7
107	Sudan	8
108	Zambia	7.8
109	Colombia	7
110	Costa_Rica	3.5
111	Côte_dIvoire	7.8
112	Dominican_Republic	7.6
113	Iraq	7.9
114	Tunisia	4.6
115	El_Salvador	5.2
116	Equatorial_Guinea	6.1
117	Eritrea	6.7
118	Ethiopia	5.1
119	Tanzania	5.9
120	Haiti	7.8
121	Gabon	5.1
122	Niger	7.5
123	Guatemala	6.6
124	Guinea	7.5
125	Guinea-Bissau	7.5
126	Trinidad_and_Tobago	4.7
127	Guyana	6.7
128	Honduras	6.8
129	Hong_Kong	4
130	Vietnam	4.3
131	Uganda	6.5
132	Oman	3.9
133	Jamaica	6
134	Kenya	7.5
135	Kyrgyzstan	7.1
136	Laos	5.1
137	Lesotho	7
138	Liberia	7.4
139	Madagascar	7.1
140	Malawi	5.7
141	Malta	4.7
142	Mauritania	6.9
143	Mauritius	3.5
144	Mozambique	5.7
145	Namibia	5.8
146	Panama	7.1
147	Uzbekistan	6.3
148	Qatar	4.1
149	Rwanda	4.9
150	Sierra_Leone	7.2
151	Singapore	4.7
152	Zimbabwe	8.8
153	Sri_Lanka	7.3
154	Swaziland	4.7
155	Syria	5.8
156	Tajikistan	7.1
157	The_Gambia	6.7
158	Togo	5.3
159	Turkmenistan	6.2
160	Yemen	6.1
