user	indegree	indegree_ranking	outdegree	outdegree_ranking	kin	kin_ranking	kout	kout_ranking	betweeness	betweeness_ranking	pagerank	pagerank_ranking	
Viktor_Chernomyrdin	1	(2351)	1	(2398)	1	(2051)	1	(2131)	0.00	(2433)	0.00040	(667)
Yegor_Gaidar	1	(2351)	1	(2398)	1	(2051)	1	(2131)	0.00	(2433)	0.00040	(667)
Robert_Capa	0	(3027)	1	(2398)	0	(2936)	1	(2131)	0.00	(2433)	0.00005	(3154)
Leon_Trótski	13	(204)	10	(370)	4	(122)	3	(498)	107768.80	(60)	0.00103	(131)
Steve_Irwin	0	(3027)	0	(3055)	0	(2936)	0	(2992)	0.00	(2433)	0.00005	(3154)
Syd_Barrett	2	(1804)	1	(2398)	1	(2051)	1	(2131)	0.00	(2433)	0.00009	(2425)
David_Gilmour	7	(578)	6	(739)	3	(436)	4	(84)	8283.89	(941)	0.00025	(1211)
Bonnie_Wright	0	(3027)	5	(902)	0	(2936)	2	(1195)	0.00	(2433)	0.00005	(3120)
Shia_LaBeouf	2	(1804)	5	(902)	1	(2051)	3	(498)	1584.82	(1779)	0.00006	(2851)
Zac_Efron	6	(712)	4	(1108)	3	(436)	3	(498)	3705.17	(1373)	0.00010	(2389)
Daniel_Radcliffe	4	(1104)	3	(1395)	1	(2051)	2	(1195)	6921.97	(1037)	0.00008	(2519)
Emma_Watson	3	(1401)	4	(1108)	1	(2051)	2	(1195)	1273.65	(1845)	0.00009	(2450)
Rupert_Grint	3	(1401)	0	(3055)	1	(2051)	0	(2992)	0.00	(2433)	0.00010	(2343)
Miley_Cyrus	13	(204)	19	(92)	5	(31)	6	(1)	13822.91	(671)	0.00024	(1269)
Beyoncé_Knowles	25	(49)	43	(4)	6	(1)	6	(1)	101989.59	(66)	0.00049	(503)
Britney_Spears	35	(20)	31	(19)	6	(1)	6	(1)	179980.51	(23)	0.00071	(282)
Céline_Dion	22	(69)	8	(508)	6	(1)	4	(84)	39247.52	(238)	0.00047	(544)
Timbaland	17	(118)	16	(148)	6	(1)	6	(1)	19358.26	(483)	0.00042	(626)
Janet_Jackson	16	(129)	20	(77)	6	(1)	6	(1)	21220.54	(437)	0.00037	(795)
Tim_Burton	19	(92)	5	(902)	3	(436)	2	(1195)	16822.84	(552)	0.00036	(822)
Jamie_Foxx	13	(204)	14	(202)	5	(31)	4	(84)	21830.25	(421)	0.00041	(657)
Lionel_Richie	14	(170)	3	(1395)	5	(31)	3	(498)	893.64	(1930)	0.00043	(617)
Lady_Gaga	18	(107)	22	(63)	6	(1)	6	(1)	40903.09	(221)	0.00029	(1074)
Emily_Osment	1	(2351)	4	(1108)	1	(2051)	3	(498)	0.53	(2428)	0.00006	(2912)
Selena_Gomez	7	(578)	15	(176)	5	(31)	6	(1)	10712.16	(788)	0.00014	(1978)
Pink	11	(278)	8	(508)	5	(31)	4	(84)	8944.76	(890)	0.00024	(1273)
Demi_Lovato	4	(1104)	9	(434)	3	(436)	5	(34)	1121.60	(1873)	0.00010	(2321)
Isabel_II_do_Reino_Unido	35	(20)	25	(37)	4	(122)	3	(498)	257924.47	(12)	0.00111	(114)
Justin_Bieber	8	(476)	16	(148)	5	(31)	6	(1)	7106.58	(1018)	0.00015	(1815)
Will.i.am	11	(278)	16	(148)	6	(1)	6	(1)	111494.67	(54)	0.00040	(719)
Michael_Jackson	63	(4)	40	(5)	6	(1)	6	(1)	363681.18	(6)	0.00200	(33)
Carrie_Underwood	3	(1401)	12	(269)	3	(436)	5	(34)	1286.12	(1843)	0.00008	(2609)
John_Travolta	15	(150)	4	(1108)	3	(436)	3	(498)	15700.80	(594)	0.00032	(941)
Tycho_Brahe	4	(1104)	5	(902)	4	(122)	3	(498)	3111.00	(1458)	0.00056	(417)
Frederico_II_da_Dinamarca_e_Noruega	4	(1104)	2	(1787)	2	(1227)	1	(2131)	6315.65	(1084)	0.00132	(89)
Papa_Gregório_XIII	3	(1401)	2	(1787)	1	(2051)	1	(2131)	1457.85	(1809)	0.00019	(1585)
Nicolau_Copérnico	9	(391)	9	(434)	4	(122)	4	(84)	19492.47	(479)	0.00125	(97)
Johannes_Kepler	5	(885)	6	(739)	4	(122)	4	(84)	2361.33	(1652)	0.00066	(311)
Aristóteles	63	(4)	14	(202)	4	(122)	4	(84)	119552.52	(50)	0.00507	(4)
Kelly_Clarkson	10	(325)	6	(739)	4	(122)	3	(498)	1079.19	(1882)	0.00016	(1772)
John_Mayer	5	(885)	10	(370)	3	(436)	5	(34)	1549.32	(1789)	0.00010	(2349)
Christina_Aguilera	23	(66)	44	(2)	6	(1)	6	(1)	128624.02	(43)	0.00074	(260)
Ellen_DeGeneres	2	(1804)	9	(434)	2	(1227)	5	(34)	2426.25	(1640)	0.00007	(2759)
Taio_Cruz	5	(885)	2	(1787)	4	(122)	1	(2131)	842.24	(1950)	0.00013	(2008)
Rihanna	28	(40)	24	(44)	6	(1)	6	(1)	34123.50	(278)	0.00051	(479)
Benjamin_Disraeli	3	(1401)	1	(2398)	3	(436)	1	(2131)	288.57	(2158)	0.00035	(849)
William_Ewart_Gladstone	6	(712)	2	(1787)	3	(436)	1	(2131)	3216.43	(1438)	0.00056	(421)
Papa_Leão_III	1	(2351)	1	(2398)	1	(2051)	1	(2131)	0.00	(2433)	0.00018	(1621)
Carlos_Magno	12	(239)	4	(1108)	3	(436)	2	(1195)	69551.48	(117)	0.00062	(356)
Carl_von_Clausewitz	0	(3027)	3	(1395)	0	(2936)	2	(1195)	0.00	(2433)	0.00005	(3154)
Napoleão_Bonaparte	69	(3)	11	(314)	4	(122)	3	(498)	206405.11	(17)	0.00512	(3)
Sun_Tzu	1	(2351)	0	(3055)	0	(2936)	0	(2992)	0.00	(2433)	0.00006	(2871)
Immanuel_Kant	37	(17)	14	(202)	4	(122)	4	(84)	36450.58	(262)	0.00156	(60)
Benito_Mussolini	26	(46)	5	(902)	3	(436)	2	(1195)	63107.82	(129)	0.00232	(24)
Benito_Juárez	3	(1401)	4	(1108)	3	(436)	2	(1195)	11681.95	(736)	0.00089	(174)
Friedrich_Nietzsche	37	(17)	21	(70)	4	(122)	4	(84)	181093.45	(22)	0.00221	(29)
Adolf_Hitler	98	(1)	23	(53)	4	(122)	3	(498)	458846.66	(2)	0.00761	(1)
Vítor_Emanuel_III_da_Itália	3	(1401)	2	(1787)	3	(436)	2	(1195)	2706.83	(1602)	0.00054	(440)
Otto_Skorzeny	2	(1804)	1	(2398)	1	(2051)	1	(2131)	26.40	(2346)	0.00049	(515)
Alberto_Aquilani	0	(3027)	3	(1395)	0	(2936)	1	(2131)	0.00	(2433)	0.00005	(3154)
Javier_Mascherano	3	(1401)	1	(2398)	2	(1227)	1	(2131)	1006.87	(1896)	0.00009	(2439)
