Viktor_Chernomyrdin	Yegor_Gaidar
Edwin_van_der_Sar	Didier_Drogba
Edwin_van_der_Sar	Tomasz_Kuszczak
Edwin_van_der_Sar	Robbie_Keane
Edwin_van_der_Sar	Nicolas_Anelka
Edwin_van_der_Sar	Guus_Hiddink
Edwin_van_der_Sar	Alan_Shearer
Edwin_van_der_Sar	Steven_Gerrard
Edwin_van_der_Sar	Tomáš_Rosický
Anaxágoras_de_Clazômenas	Péricles
Anaxágoras_de_Clazômenas	Aristóteles
Anaxágoras_de_Clazômenas	Platão
Anaxágoras_de_Clazômenas	Pitágoras
Halldór_Laxness	Juan_Ramón_Jiménez
Halldór_Laxness	Ernest_Hemingway
Faruk_do_Egito	Gamal_Abdel_Nasser
Jude_Law	Sienna_Miller
Hans_Geiger	Ernest_Rutherford
Natasha_Richardson	Vanessa_Redgrave
Natasha_Richardson	Mary_Shelley
Natasha_Richardson	Lindsay_Lohan
Natasha_Richardson	Liam_Neeson
Giorgio_de_Chirico	Arthur_Schopenhauer
Giorgio_de_Chirico	Caspar_David_Friedrich
Luiz_Felipe_Scolari	Luís_Figo
Luiz_Felipe_Scolari	Cristiano_Ronaldo
Luiz_Felipe_Scolari	Roman_Abramovich
Luiz_Felipe_Scolari	David_Beckham
Eric_Bana	Henrique_VIII_de_Inglaterra
Eric_Bana	Orlando_Bloom
Eric_Bana	Drew_Barrymore
Eric_Bana	Brad_Pitt
Eric_Bana	Pierce_Brosnan
Eric_Bana	Steven_Spielberg
Bernard_Herrmann	Quentin_Tarantino
Bernard_Herrmann	Alfred_Hitchcock
Wilhelm_Frick	Heinrich_Himmler
Wilhelm_Frick	Adolf_Hitler
Wilhelm_Frick	Wilhelm_Keitel
Ozzy_Osbourne	Steve_Vai
Ozzy_Osbourne	Nicolas_Cage
Ozzy_Osbourne	Serj_Tankian
Ozzy_Osbourne	Ozzy_Osbourne
Ozzy_Osbourne	Robert_Trujillo
Ozzy_Osbourne	Marilyn_Manson
Dr._Dre	Ice_Cube
Dr._Dre	Tupac_Shakur
Dr._Dre	50_Cent
Dr._Dre	Jay-Z
Dr._Dre	Snoop_Dogg
Dr._Dre	Eminem
Farrah_Fawcett	Michael_Jackson
Farrah_Fawcett	John_Travolta
Richard_Wagner	Mikhail_Bakunin
Richard_Wagner	Engelbert_Humperdinck
Richard_Wagner	Robert_Schumann
Richard_Wagner	Ludwig_van_Beethoven
Richard_Wagner	Ennio_Morricone
Richard_Wagner	Camille_Saint-Saëns
Richard_Wagner	Friedrich_Nietzsche
Richard_Wagner	Luís_II_da_Baviera
Richard_Wagner	William_Shakespeare
Richard_Wagner	Anton_Bruckner
Richard_Wagner	Arthur_Schopenhauer
Richard_Wagner	Pedro_II_do_Brasil
Richard_Wagner	Thomas_Mann
Richard_Wagner	Adolf_Hitler
Richard_Wagner	Johann_Sebastian_Bach
Richard_Wagner	Piotr_Ilitch_Tchaikovsky
Richard_Wagner	Eva_Braun
Richard_Wagner	Gaetano_Donizetti
Richard_Wagner	Johannes_Brahms
Richard_Wagner	Ésquilo
Richard_Wagner	Franz_Liszt
Richard_Wagner	Felix_Mendelssohn_Bartholdy
Richard_Wagner	Francis_Ford_Coppola
Richard_Wagner	Hector_Berlioz
Richard_Wagner	Carl_Maria_von_Weber
Richard_Wagner	Hector_Berlioz
Richard_Wagner	Giacomo_Meyerbeer
Richard_Wagner	Napoleão_III_de_França
Richard_Wagner	Wolfgang_Amadeus_Mozart
Richard_Wagner	Arnold_Schönberg
Richard_Wagner	Herbert_von_Karajan
Richard_Wagner	César_Franck
Richard_Wagner	John_Williams
Richard_Wagner	W._H._Auden
Richard_Wagner	Marcel_Proust
Richard_Wagner	Gustav_Mahler
Richard_Wagner	Claudio_Monteverdi
Richard_Wagner	Johann_Wolfgang_von_Goethe
Richard_Wagner	Claude_Debussy
Richard_Wagner	Gioachino_Rossini
Dilma_Rousseff	Fidel_Castro
Dilma_Rousseff	Che_Guevara
Dilma_Rousseff	Oscar_Niemeyer
Dilma_Rousseff	Luiz_Inácio_Lula_da_Silva
Dilma_Rousseff	Dilma_Rousseff
Dilma_Rousseff	Barack_Obama
Renato_Dulbecco	Baruch_Blumberg
Renato_Dulbecco	George_Palade
James_Milner	Fabio_Capello
Sarah_Palin	John_McCain
Sarah_Palin	Barack_Obama
Brian_Epstein	John_Lennon
Brian_Epstein	Paul_McCartney
Paul_Martin	Stephen_Harper
Moshe_Dayan	Menachem_Begin
Moshe_Dayan	Yasser_Arafat
Moshe_Dayan	David_Ben-Gurion
Gilles_Villeneuve	Ayrton_Senna
Gilles_Villeneuve	Jacques_Villeneuve
André_Gide	T._S._Eliot
André_Gide	Hermann_Hesse
André_Gide	Jean-Paul_Sartre
André_Gide	Philippe_Pétain
André_Gide	Arthur_Schopenhauer
André_Gide	Roger_Martin_du_Gard
André_Gide	André_Breton
André_Gide	François_Mauriac
André_Gide	Oscar_Wilde
André_Gide	Johann_Wolfgang_von_Goethe
Martin_van_Buren	John_Quincy_Adams
Martin_van_Buren	John_Adams
Martin_van_Buren	Andrew_Jackson
Martin_van_Buren	Thomas_Jefferson
Taylor_Momsen	Miley_Cyrus
Taylor_Momsen	Madonna
Hans_Kelsen	Adolf_Hitler
Menachem_Begin	Yitzhak_Rabin
Menachem_Begin	Anwar_Al_Sadat
Menachem_Begin	Anwar_Al_Sadat
Menachem_Begin	David_Ben-Gurion
Menachem_Begin	Jimmy_Carter
Menachem_Begin	Madre_Teresa_de_Calcutá
Menachem_Begin	Saddam_Hussein
Menachem_Begin	Anwar_Al_Sadat
Menachem_Begin	Anwar_Al_Sadat
Menachem_Begin	Ariel_Sharon
Luigi_Cherubini	Luís_XVI_de_França
Luigi_Cherubini	Napoleão_Bonaparte
Luigi_Cherubini	Adolphe_Charles_Adam
Luigi_Cherubini	Gioachino_Rossini
Luigi_Cherubini	Maria_Antonieta
Luigi_Cherubini	Ludwig_van_Beethoven
Luigi_Cherubini	Hector_Berlioz
Howard_Carter	Tutancâmon
Jadranka_Kosor	Stjepan_Mesić
Alexei_Nikolaevich_Romanov	Ian_McKellen
Alexei_Nikolaevich_Romanov	Eduardo_VII_do_Reino_Unido
Alexei_Nikolaevich_Romanov	Nicolau_II_da_Rússia
Alexei_Nikolaevich_Romanov	Christian_Bale
Alexei_Nikolaevich_Romanov	Vitória_do_Reino_Unido
Alexei_Nikolaevich_Romanov	Guilherme_II_da_Alemanha
Alexei_Nikolaevich_Romanov	Alan_Rickman
Alexei_Nikolaevich_Romanov	Cristiano_IX_da_Dinamarca
Alexei_Nikolaevich_Romanov	Grigori_Rasputin
Claude_Monet	Pierre-Auguste_Renoir
Claude_Monet	Georges_Clemenceau
Claude_Monet	Édouard_Manet
Joseph_Merrick	David_Bowie
Joseph_Merrick	John_Hurt
Joseph_Merrick	Alexandra_da_Dinamarca
Joseph_Merrick	Michael_Jackson
Yul_Brynner	Alec_Guinness
Faye_Dunaway	Johnny_Depp
Faye_Dunaway	Roman_Polanski
Faye_Dunaway	Warren_Beatty
Faye_Dunaway	Joan_Crawford
Faye_Dunaway	Steve_McQueen
Faye_Dunaway	Marlon_Brando
Faye_Dunaway	Robert_Redford
Faye_Dunaway	Jack_Nicholson
Faye_Dunaway	Emir_Kusturica
Faye_Dunaway	Tommy_Lee_Jones
Elton_John	Ray_Charles
Elton_John	Olivia_Newton-John
Elton_John	Janet_Jackson
Elton_John	Diana,_Princesa_de_Gales
Elton_John	John_Lennon
Elton_John	Paul_McCartney
Elton_John	Dolly_Parton
Elton_John	Leonard_Cohen
Elton_John	George_Harrison
Elton_John	Backstreet_Boys
Elton_John	Anastacia
Elton_John	Mark_Knopfler
Elton_John	Elvis_Presley
Elton_John	Axl_Rose
Elton_John	Bill_Clinton
Elton_John	Phil_Collins
Elton_John	Freddie_Mercury
Elton_John	Luciano_Pavarotti
Elton_John	Lady_Gaga
Elton_John	Tina_Turner
Elton_John	Ringo_Starr
Elton_John	Bryan_Adams
Elton_John	Lady_Gaga
Elton_John	James_Blunt
Elton_John	George_Michael
Elton_John	David_Bowie
Elton_John	Cher
Elton_John	Cliff_Richard
Elton_John	Stevie_Wonder
Elton_John	Tupac_Shakur
Elton_John	Eric_Clapton
Elton_John	Shania_Twain
Elton_John	Eminem
Florence_Nightingale	Vitória_do_Reino_Unido
Gabriel_García_Márquez	William_Golding
Gabriel_García_Márquez	Woody_Allen
Gabriel_García_Márquez	Fidel_Castro
Gabriel_García_Márquez	Franz_Kafka
Gabriel_García_Márquez	Akira_Kurosawa
Gabriel_García_Márquez	Elias_Canetti
Gabriel_García_Márquez	William_Faulkner
Megan_Fox	Sid_Vicious
Megan_Fox	Lindsay_Lohan
Megan_Fox	Cheryl_Cole
Megan_Fox	Dominic_Monaghan
Megan_Fox	Justin_Timberlake
Megan_Fox	Jeff_Bridges
Megan_Fox	Rihanna
Megan_Fox	Amanda_Seyfried
Megan_Fox	Mary-Kate_e_Ashley_Olsen
Megan_Fox	Angelina_Jolie
Megan_Fox	Shia_LaBeouf
Megan_Fox	Eminem
Pat_Nixon	Betty_Ford
Pat_Nixon	Richard_Nixon
Tiger_Woods	Arnold_Schwarzenegger
Robert_Hofstadter	Rudolf_Ludwig_Mössbauer
Carlos_Magno	Albrecht_Dürer
Carlos_Magno	Augusto
Carlos_Magno	Rómulo_Augusto
Carlos_Magno	Papa_Leão_III
Karl_Jaspers	Friedrich_Nietzsche
Karl_Jaspers	Søren_Kierkegaard
Papa_Pio_XII	Papa_Bento_XVI
Papa_Pio_XII	Golda_Meir
Papa_Pio_XII	Papa_Gregório_XVI
Papa_Pio_XII	Vitória_do_Reino_Unido
Papa_Pio_XII	Benito_Mussolini
Papa_Pio_XII	Eduardo_VII_do_Reino_Unido
Papa_Pio_XII	Papa_Pio_XI
Papa_Pio_XII	Papa_Pio_X
Papa_Pio_XII	Papa_Clemente_IX
Papa_Pio_XII	Bernardo_de_Claraval
Papa_Pio_XII	Maria_(mãe_de_Jesus)
Papa_Pio_XII	Papa_João_XXIII
Papa_Pio_XII	Papa_Leão_XIII
Papa_Pio_XII	Adolf_Hitler
Papa_Pio_XII	Papa_Clemente_X
Papa_Pio_XII	Albert_Einstein
Papa_Pio_XII	Papa_Bento_XVI
Papa_Pio_XII	Adolf_Hitler
Papa_Pio_XII	Papa_Paulo_VI
Papa_Pio_XII	Papa_João_XXIII
Papa_Pio_XII	Papa_Bento_XV
Papa_Pio_XII	Papa_Pio_X
Papa_Pio_XII	São_Bonifácio
Papa_Pio_XII	Papa_Bento_XV
Papa_Pio_XII	Jorge_V_do_Reino_Unido
Papa_Pio_XII	Papa_Pio_XI
Papa_Pio_XII	Franklin_Delano_Roosevelt
Papa_Pio_XII	Francisco_José_I_da_Áustria
Papa_Pio_XII	Papa_Leão_XIII
Papa_Pio_XII	Winston_Churchill
Ben_Affleck	Hillary_Clinton
Ben_Affleck	Matt_Damon
Ben_Affleck	Barack_Obama
Ben_Affleck	Al_Gore
Dylan_Thomas	T._S._Eliot
Dylan_Thomas	William_Shakespeare
Martin_Weinek	Kaspar_Capparoni
Margarida_II_da_Dinamarca	Gustavo_V_da_Suécia
Margarida_II_da_Dinamarca	Frederico_IX_da_Dinamarca
Margarida_II_da_Dinamarca	Ingrid_da_Suécia
Margarida_II_da_Dinamarca	Frederico_VIII_da_Dinamarca
Margarida_II_da_Dinamarca	Margarida_II_da_Dinamarca
Margarida_II_da_Dinamarca	Cristiano_IX_da_Dinamarca
Margarida_II_da_Dinamarca	Laura_Bush
Margarida_II_da_Dinamarca	Óscar_II_da_Suécia
Margarida_II_da_Dinamarca	Alberto_de_Saxe-Coburgo-Gota
Margarida_II_da_Dinamarca	Vitória_do_Reino_Unido
Margarida_II_da_Dinamarca	Cristiano_X_da_Dinamarca
Margarida_II_da_Dinamarca	Carlos_XV_da_Suécia
Margarida_II_da_Dinamarca	George_W._Bush
Robin_Williams	Júlio_Verne
Robin_Williams	Heath_Ledger
Robin_Williams	Dan_Castellaneta
Robin_Williams	Al_Pacino
Robin_Williams	Steve_Martin
Robin_Williams	Robert_De_Niro
Robin_Williams	Whoopi_Goldberg
Robin_Williams	Will_Wright
Robin_Williams	Ulysses_S._Grant
Robin_Williams	Robert_De_Niro
Robin_Williams	Tim_Burton
Robin_Williams	Francis_Ford_Coppola
Robin_Williams	Theodore_Roosevelt
Robin_Williams	Lance_Armstrong
Robin_Williams	Gioachino_Rossini
Spiro_Agnew	Gerald_Ford
Spiro_Agnew	Richard_Nixon
Spiro_Agnew	Hubert_Humphrey
Iúri_Andropov	Ronald_Reagan
Iúri_Andropov	Geórgiy_Malenkov
Iúri_Andropov	Josef_Stalin
Iúri_Andropov	Leonid_Brejnev
Iúri_Andropov	Mikhail_Gorbachev
Iúri_Andropov	Konstantin_Chernenko
Jim_Jarmusch	Bill_Murray
Jim_Jarmusch	Iggy_Pop
Jim_Jarmusch	Forest_Whitaker
Jim_Jarmusch	Roberto_Benigni
Jim_Jarmusch	Johnny_Depp
Jim_Jarmusch	Tom_Waits
Jim_Jarmusch	Cate_Blanchett
Jim_Jarmusch	Neil_Young
Andy_Murray	Mikhail_Youzhny
Andy_Murray	Juan_Martín_del_Potro
Andy_Murray	James_Blake
Andy_Murray	Novak_Đoković
Andy_Murray	Tommy_Robredo
Andy_Murray	Rafael_Nadal
Andy_Murray	Jo-Wilfried_Tsonga
Andy_Murray	Novak_Đoković
Andy_Murray	Lleyton_Hewitt
Andy_Murray	Roger_Federer
Andy_Murray	Andy_Roddick
Heinrich_Böll	Patrick_White
Jelena_Janković	Maria_Sharapova
Jelena_Janković	Caroline_Wozniacki
Jelena_Janković	Nadia_Petrova
Jelena_Janković	Dinara_Safina
Jelena_Janković	Svetlana_Kuznetsova
Jakob_Bernoulli	Johann_Bernoulli
Jakob_Bernoulli	Gottfried_Leibniz
Madonna	Britney_Spears
Madonna	Timbaland
Madonna	Janet_Jackson
Madonna	John_Lennon
Madonna	Prince
Madonna	J._K._Rowling
Madonna	Taylor_Momsen
Madonna	Beyoncé_Knowles
Madonna	Nelly_Furtado
Madonna	Justin_Timberlake
Madonna	Marilyn_Monroe
Madonna	Fergie
Madonna	Eva_Perón
Madonna	Madonna
Madonna	Shakira
Madonna	Don_McLean
Madonna	Elvis_Presley
Madonna	Kesha
Madonna	Barbra_Streisand
Madonna	Kelly_Clarkson
Madonna	Laura_Pausini
Madonna	Lil_Wayne
Madonna	Christina_Aguilera
Madonna	Lady_Gaga
Madonna	Pink
Madonna	Sean_Penn
Madonna	Alan_Parker
Madonna	Cher
Madonna	Aretha_Franklin
Madonna	Kylie_Minogue
Madonna	Rihanna
Madonna	Katy_Perry
Madonna	Michael_Jackson
Madonna	Marvin_Gaye
John_Maynard_Keynes	John_Kenneth_Galbraith
John_Maynard_Keynes	Paul_Krugman
John_Maynard_Keynes	John_Stuart_Mill
John_Maynard_Keynes	Gordon_Brown
John_Maynard_Keynes	David_Ricardo
John_Maynard_Keynes	John_Richard_Hicks
John_Maynard_Keynes	François_Quesnay
John_Maynard_Keynes	Thomas_Malthus
John_Maynard_Keynes	Thomas_Malthus
John_Maynard_Keynes	Karl_Marx
John_Maynard_Keynes	Milton_Friedman
John_Maynard_Keynes	Adam_Smith
John_Maynard_Keynes	Paul_Samuelson
John_Maynard_Keynes	Barack_Obama
Paul_Klee	Walter_Benjamin
Paul_Klee	Wassily_Kandinsky
Paul_Klee	Franz_Marc
Paul_Klee	Voltaire
Paul_Klee	Vladimir_Horowitz
Paul_Klee	Rainer_Maria_Rilke
José_de_San_Martín	Walter_Mondale
José_de_San_Martín	Simón_Bolívar
José_de_San_Martín	Napoleão_Bonaparte
Jack_Johnson	Bob_Dylan
Jack_Johnson	Jimi_Hendrix
Jack_Johnson	Bob_Marley
Jack_Johnson	Neil_Young
Carlos_XIV_da_Suécia	Carlos_XIII_da_Suécia
Carlos_XIV_da_Suécia	Júlio_César
Carlos_XIV_da_Suécia	Óscar_I_da_Suécia
Carlos_XIV_da_Suécia	Napoleão_Bonaparte
Johann_Joachim_Winckelmann	Maria_Teresa_da_Áustria
Johann_Joachim_Winckelmann	Gotthold_Ephraim_Lessing
Elisabeth_Schwarzkopf	Ígor_Stravinski
Elisabeth_Schwarzkopf	Richard_Wagner
Elisabeth_Schwarzkopf	Richard_Strauss
Elisabeth_Schwarzkopf	Richard_Wagner
Elisabeth_Schwarzkopf	Christoph_Willibald_Gluck
Elisabeth_Schwarzkopf	Wolfgang_Amadeus_Mozart
Elisabeth_Schwarzkopf	Charles_Gounod
Elisabeth_Schwarzkopf	Georg_Friedrich_Händel
Elisabeth_Schwarzkopf	Ludwig_van_Beethoven
Elisabeth_Schwarzkopf	Giuseppe_Verdi
Gueorgui_Jukov	Franklin_Delano_Roosevelt
Gueorgui_Jukov	Edvard_Beneš
Gueorgui_Jukov	Heinz_Guderian
Gueorgui_Jukov	Josef_Stalin
Gueorgui_Jukov	Winston_Churchill
Gueorgui_Jukov	Josef_Stalin
Gueorgui_Jukov	Erich_von_Manstein
Gueorgui_Jukov	Benito_Mussolini
Gueorgui_Jukov	Imre_Nagy
Gueorgui_Jukov	Leon_Trótski
Gueorgui_Jukov	Nikita_Khrushchov
Gueorgui_Jukov	Geórgiy_Malenkov
Gueorgui_Jukov	Gerd_von_Rundstedt
Gueorgui_Jukov	Wilhelm_Keitel
Gueorgui_Jukov	Heinz_Guderian
Gueorgui_Jukov	Alexander_Kerensky
Gueorgui_Jukov	Erich_von_Manstein
Gueorgui_Jukov	Günther_von_Kluge
Gueorgui_Jukov	Gueorgui_Jukov
Gueorgui_Jukov	Adolf_Hitler
Gueorgui_Jukov	Dwight_D._Eisenhower
Gueorgui_Jukov	Lenin
Gueorgui_Jukov	Nikita_Khrushchov
Gueorgui_Jukov	Friedrich_Paulus
Gueorgui_Jukov	Friedrich_Paulus
Gueorgui_Jukov	Adolf_Hitler
Gueorgui_Jukov	Lavrentiy_Beria
Gueorgui_Jukov	Lev_Kamenev
Gueorgui_Jukov	Francisco_Franco
Gueorgui_Jukov	Lenin
Gueorgui_Jukov	Konstantin_Rokossovsky
Gueorgui_Jukov	Erich_von_Manstein
Gueorgui_Jukov	Gerd_von_Rundstedt
Gueorgui_Jukov	Mikhail_Tukhachevsky
Gueorgui_Jukov	Semyon_Timoshenko
Gueorgui_Jukov	Ivan_Pavlov
Gueorgui_Jukov	Ivan_Konev
Gueorgui_Jukov	Leon_Trótski
Gueorgui_Jukov	Viatcheslav_Molotov
Gueorgui_Jukov	Kliment_Vorochilov
Charles_Fourier	Herbert_Marcuse
Charles_Fourier	Robert_Owen
Charles_Fourier	Friedrich_Engels
Charles_Fourier	André_Breton
Frederico_IX_da_Dinamarca	Óscar_I_da_Suécia
Frederico_IX_da_Dinamarca	Ingrid_da_Suécia
Frederico_IX_da_Dinamarca	Margarida_II_da_Dinamarca
Rafael_Leónidas_Trujillo	Cordell_Hull
Rafael_Leónidas_Trujillo	Francisco_Franco
Rafael_Leónidas_Trujillo	Fidel_Castro
Émile_Durkheim	Auguste_Comte
Émile_Durkheim	Herbert_Spencer
Émile_Durkheim	Max_Weber
Émile_Durkheim	Henri_Bergson
Émile_Durkheim	Sigmund_Freud
Stjepan_Mesić	Franjo_Tuđman
Lev_Kamenev	Josef_Stalin
Jawaharlal_Nehru	Mahatma_Gandhi
Jawaharlal_Nehru	Indira_Gandhi
Jawaharlal_Nehru	Mahatma_Gandhi
Adolf_Hitler	Josef_Stalin
Adolf_Hitler	Josef_Stalin
Adolf_Hitler	Neville_Chamberlain
Adolf_Hitler	Joachim_von_Ribbentrop
Adolf_Hitler	Chiang_Kai-shek
Adolf_Hitler	Joseph_Goebbels
Adolf_Hitler	Wilhelm_Keitel
Adolf_Hitler	Erich_Ludendorff
Adolf_Hitler	Karl_Dönitz
Adolf_Hitler	Albert_Speer
Adolf_Hitler	Jesse_Owens
Adolf_Hitler	Eva_Braun
Adolf_Hitler	Heinrich_Himmler
Adolf_Hitler	Francisco_Franco
Adolf_Hitler	Wilhelm_Frick
Adolf_Hitler	Paul_von_Hindenburg
Adolf_Hitler	Hermann_Göring
Adolf_Hitler	Kurt_von_Schleicher
Adolf_Hitler	Franz_von_Papen
Adolf_Hitler	Gertrude_Stein
Adolf_Hitler	Inácio_de_Loyola
Adolf_Hitler	Richard_Wagner
Adolf_Hitler	Benito_Mussolini
Adolf_Hitler	Martin_Bormann
Sepp_Dietrich	Gerd_von_Rundstedt
Sepp_Dietrich	Heinrich_Himmler
Sepp_Dietrich	Hermann_Göring
Sepp_Dietrich	Adolf_Hitler
Alexander_Scriabin	Richard_Wagner
Alexander_Scriabin	Friedrich_Nietzsche
Alexander_Scriabin	Richard_Wagner
Alexander_Scriabin	Franz_Liszt
Bruce_Willis	Kevin_Costner
Bruce_Willis	Ben_Affleck
Bruce_Willis	Paul_Newman
Bruce_Willis	Sylvester_Stallone
Bruce_Willis	Demi_Moore
Gary_Stanley_Becker	Ronald_Coase
Bruce_Springsteen	Patti_Smith
Bruce_Springsteen	Bob_Dylan
Bruce_Springsteen	Courteney_Cox
Bruce_Springsteen	Michael_Jackson
Bruce_Springsteen	Lionel_Richie
Papa_João_Paulo_II	Papa_Bento_XVI
Papa_João_Paulo_II	Papa_Bento_XVI
Papa_João_Paulo_II	Fidel_Castro
Papa_João_Paulo_II	Leonid_Brejnev
Papa_João_Paulo_II	Lech_Wałęsa
Papa_João_Paulo_II	São_Pedro
Papa_João_Paulo_II	Papa_João_Paulo_I
Papa_João_Paulo_II	Papa_Pio_IX
Papa_João_Paulo_II	Maria_(mãe_de_Jesus)
Papa_João_Paulo_II	Papa_João_XXIII
Papa_João_Paulo_II	Madre_Teresa_de_Calcutá
Papa_João_Paulo_II	Papa_Bento_XVI
Papa_João_Paulo_II	Adolf_Eichmann
Papa_João_Paulo_II	Papa_Paulo_VI
Papa_João_Paulo_II	Papa_João_XXIII
Papa_João_Paulo_II	Jesus
Rita_Hayworth	Greta_Garbo
Rita_Hayworth	Gene_Kelly
Rita_Hayworth	James_Cagney
Rita_Hayworth	George_Cukor
Rita_Hayworth	Grace_Kelly
Rita_Hayworth	Frank_Sinatra
Rita_Hayworth	Julia_Roberts
Rita_Hayworth	Howard_Hawks
Rita_Hayworth	Marilyn_Monroe
Rita_Hayworth	Madonna
Rita_Hayworth	Orson_Welles
Rita_Hayworth	Joan_Crawford
Rita_Hayworth	Olivia_de_Havilland
Rita_Hayworth	Cary_Grant
Rita_Hayworth	Fred_Astaire
Rita_Hayworth	Michael_Jackson
Damien_Hirst	Pablo_Picasso
Mel_Gibson	Humphrey_Bogart
Mel_Gibson	William_Shakespeare
Mel_Gibson	Timothy_Dalton
Mel_Gibson	William_Wallace
Mel_Gibson	Steve_McQueen
Mel_Gibson	Clark_Gable
Mel_Gibson	Sean_Connery
Carlos_II_de_Espanha	Filipe_IV_de_Espanha
Carlos_II_de_Espanha	Luís_XIV_de_França
Carlos_II_de_Espanha	Filipe_IV_de_Espanha
Eduardo,_conde_de_Wessex	Andrew_Lloyd_Webber
Eduardo,_conde_de_Wessex	Guilherme,_Duque_de_Cambridge
Giorgio_Napolitano	Romano_Prodi
Giorgio_Napolitano	Carlo_Azeglio_Ciampi
Catarina_Parr	Henrique_VIII_de_Inglaterra
Catarina_Parr	Henrique_VIII_de_Inglaterra
Catarina_Parr	Catarina_Howard
Lisa_Gerrard	Hans_Zimmer
Lisa_Gerrard	Ennio_Morricone
Lisa_Gerrard	Michael_Mann
Lisa_Gerrard	Russell_Crowe
Dunga	Ronaldinho_Gaúcho
Dunga	Bebeto
Catarina,_a_Grande	Napoleão_Bonaparte
Catarina,_a_Grande	Alexandre_Pushkin
Catarina,_a_Grande	Denis_Diderot
Catarina,_a_Grande	Denis_Diderot
Catarina,_a_Grande	Leonhard_Euler
Catarina,_a_Grande	Augusto_III_da_Polônia
Catarina,_a_Grande	Isabel_da_Rússia
Catarina,_a_Grande	Voltaire
Catarina,_a_Grande	Maria_Teresa_da_Áustria
Catarina,_a_Grande	José_II,_Sacro_Imperador_Romano-Germânico
Catarina,_a_Grande	Frederico_II_da_Prússia
Catarina,_a_Grande	Carlos_XIII_da_Suécia
Catarina,_a_Grande	Jacques_Necker
Catarina,_a_Grande	Charles_de_Montesquieu
Catarina,_a_Grande	John_Locke
Al_Capone	Albert_Einstein
Al_Capone	Robert_De_Niro
Al_Capone	Mahatma_Gandhi
Carolus_Linnaeus	Anders_Celsius
Carolus_Linnaeus	August_Strindberg
Carolus_Linnaeus	Jean-Jacques_Rousseau
Carolus_Linnaeus	Catarina,_a_Grande
Carolus_Linnaeus	Johann_Wolfgang_von_Goethe
Władysław_Gomułka	Nikita_Khrushchov
Władysław_Gomułka	Josef_Stalin
Léon_Blum	Pierre_Laval
Léon_Blum	André_Gide
Léon_Blum	Édouard_Daladier
Léon_Blum	Philippe_Pétain
Sune_Bergström	Torsten_Wiesel
Hu_Jintao	George_W._Bush
Hu_Jintao	Jiang_Zemin
Hu_Jintao	Barack_Obama
Hu_Jintao	Deng_Xiaoping
Isaac_Newton	Johannes_Kepler
Isaac_Newton	René_Descartes
Isaac_Newton	William_Blake
Isaac_Newton	Voltaire
Isaac_Newton	Henry_Cavendish
Isaac_Newton	Alexander_Pope
Isaac_Newton	Galileu_Galilei
Isaac_Newton	Nicolau_Copérnico
Isaac_Newton	Galileu_Galilei
Isaac_Newton	Christiaan_Huygens
Isaac_Newton	Edmond_Halley
Isaac_Newton	Johannes_Kepler
Isaac_Newton	John_Locke
John_Stuart_Mill	Xenofonte
John_Stuart_Mill	Heródoto
John_Stuart_Mill	David_Ricardo
John_Stuart_Mill	Thomas_Carlyle
John_Stuart_Mill	Aristóteles
John_Stuart_Mill	Euclides
John_Stuart_Mill	Auguste_Comte
John_Stuart_Mill	Jeremy_Bentham
John_Stuart_Mill	Adam_Smith
John_Stuart_Mill	Platão
John_Stuart_Mill	Charles_Sanders_Peirce
John_Stuart_Mill	John_Locke
Nicolau_I_da_Rússia	Nikolai_Gogol
Nicolau_I_da_Rússia	Alexandre_II_da_Rússia
Nicolau_I_da_Rússia	Alexandre_I_da_Rússia
Nicolau_I_da_Rússia	Mikhail_Glinka
Nicolau_I_da_Rússia	Ivan_Turgueniev
Isabel_de_Iorque	Henrique_VIII_de_Inglaterra
Isabel_de_Iorque	Ricardo_III_de_Inglaterra
Isabel_de_Iorque	Henrique_VII_de_Inglaterra
Félix_Houphouët-Boigny	Luiz_Inácio_Lula_da_Silva
Theo_van_Gogh_(cineasta)	Vincent_van_Gogh
Theo_van_Gogh_(cineasta)	Salman_Rushdie
Theo_van_Gogh_(cineasta)	Maomé
Theo_van_Gogh_(cineasta)	Jesus
Urho_Kekkonen	Mauno_Koivisto
Urho_Kekkonen	Juho_Kusti_Paasikivi
David_Schwimmer	Matt_LeBlanc
Chris_Columbus	J._K._Rowling
Pierre_Messmer	Jacques_Chirac
Vivien_Leigh	William_Shakespeare
Vivien_Leigh	Warren_Beatty
Vivien_Leigh	Bette_Davis
Vivien_Leigh	Margaret_Mitchell
Vivien_Leigh	Marlon_Brando
Vivien_Leigh	Edward_Albee
Vivien_Leigh	Clark_Gable
Vivien_Leigh	Noël_Coward
Vivien_Leigh	Charles_Laughton
Vivien_Leigh	Katharine_Hepburn
Vivien_Leigh	Tennessee_Williams
Vivien_Leigh	Isabel_I_de_Inglaterra
Vivien_Leigh	Cleópatra_VII
Vivien_Leigh	Olivia_de_Havilland
Vivien_Leigh	Laurence_Olivier
Vivien_Leigh	Elia_Kazan
Vivien_Leigh	William_Wyler
Vivien_Leigh	Elizabeth_Taylor
Vivien_Leigh	George_Cukor
Vivien_Leigh	Leslie_Howard
Vivien_Leigh	George_Bernard_Shaw
Vivien_Leigh	Lee_Marvin
