user	indegree	indegree_ranking	outdegree	outdegree_ranking	kin	kin_ranking	kout	kout_ranking	betweeness	betweeness_ranking	pagerank	pagerank_ranking	
1980年の航空	0	(20536)	1	(16974)	0	(19035)	0	(22756)	0.00	(15633)	0.00001	(20704)
ポール・マクレディ	1	(14227)	0	(23502)	0	(19035)	0	(22756)	0.00	(15633)	0.00001	(15950)
2004年ウクライナ大統領選挙	0	(20536)	4	(7248)	0	(19035)	3	(5006)	0.00	(15633)	0.00001	(23820)
ユーリヤ・ティモシェンコ	8	(3140)	9	(2585)	3	(2676)	3	(5006)	83535.32	(4044)	0.00012	(1646)
レオニード・クチマ	11	(2110)	5	(5754)	3	(2676)	2	(8728)	65398.77	(4790)	0.00015	(1048)
ヴィクトル・ヤヌコーヴィチ	9	(2744)	7	(3832)	3	(2676)	3	(5006)	84540.25	(4008)	0.00012	(1501)
ヴィクトル・ユシチェンコ	13	(1683)	8	(3149)	3	(2676)	3	(5006)	350175.09	(1093)	0.00028	(344)
2パック	18	(1019)	8	(3149)	4	(961)	4	(2321)	233638.68	(1639)	0.00014	(1235)
エミネム	33	(341)	23	(405)	4	(961)	4	(2321)	1157735.97	(265)	0.00026	(400)
シュグ・ナイト	6	(4282)	6	(4682)	3	(2676)	4	(2321)	16271.35	(10061)	0.00007	(3776)
ショーン・コムズ	15	(1359)	8	(3149)	3	(2676)	4	(2321)	134152.20	(2763)	0.00012	(1616)
スヌープ・ドッグ	20	(846)	7	(3832)	4	(961)	4	(2321)	128042.91	(2892)	0.00014	(1230)
ドクター・ドレー	15	(1359)	10	(2150)	4	(961)	4	(2321)	124488.74	(2963)	0.00022	(546)
ナズ	13	(1683)	3	(9449)	4	(961)	2	(8728)	57635.05	(5208)	0.00013	(1327)
ホセ・ガブリエル・コンドルカンキ	1	(14227)	3	(9449)	1	(10558)	2	(8728)	13345.91	(10379)	0.00002	(10973)
マイク・タイソン	27	(508)	12	(1576)	4	(961)	4	(2321)	1183737.27	(256)	0.00029	(315)
40グロック	0	(20536)	1	(16974)	0	(19035)	1	(14555)	0.00	(15633)	0.00001	(20704)
50セント	15	(1359)	5	(5754)	4	(961)	4	(2321)	80595.52	(4160)	0.00013	(1408)
エグゼクティブプロデューサー	12	(1900)	3	(9449)	4	(961)	2	(8728)	236854.40	(1612)	0.00010	(2090)
カニエ・ウェスト	31	(390)	18	(710)	4	(961)	4	(2321)	973375.16	(328)	0.00029	(328)
ジェイ・Z	32	(367)	11	(1854)	4	(961)	4	(2321)	342812.76	(1111)	0.00021	(585)
AAA_(音楽グループ)	0	(20536)	7	(3832)	0	(19035)	4	(2321)	0.00	(15633)	0.00001	(20704)
イトーヨーカ堂	8	(3140)	3	(9449)	3	(2676)	1	(14555)	64319.84	(4865)	0.00005	(5849)
夏帆	5	(5129)	8	(3149)	2	(5417)	5	(932)	26646.56	(7880)	0.00003	(9581)
大渡亮	2	(10486)	3	(9449)	0	(19035)	3	(5006)	4943.12	(11837)	0.00001	(18424)
小室哲哉	37	(272)	75	(16)	6	(204)	6	(269)	3811120.21	(49)	0.00025	(418)
槇原敬之	13	(1683)	20	(565)	5	(522)	6	(269)	609735.79	(616)	0.00010	(1962)
浜崎あゆみ	39	(238)	11	(1854)	6	(204)	5	(932)	530403.37	(707)	0.00024	(473)
鈴木亜美	12	(1900)	4	(7248)	3	(2676)	3	(5006)	82523.96	(4075)	0.00003	(8530)
AEKアテネFC	6	(4282)	3	(9449)	1	(10558)	1	(14555)	64843.00	(4831)	0.00006	(4394)
ステファノ・ソレンティーノ	2	(10486)	0	(23502)	1	(10558)	0	(22756)	0.00	(15633)	0.00003	(9740)
テオドロス・ザゴラキス	1	(14227)	1	(16974)	1	(10558)	1	(14555)	0.00	(15633)	0.00002	(10463)
パンテリス・カフェス	1	(14227)	0	(23502)	1	(10558)	0	(22756)	0.00	(15633)	0.00002	(10463)
AIR	0	(20536)	1	(16974)	0	(19035)	1	(14555)	0.00	(15633)	0.00001	(20704)
マイケル・ジョーダン	50	(132)	20	(565)	4	(961)	5	(932)	3494733.75	(56)	0.00040	(159)
AI_(歌手)	1	(14227)	24	(369)	1	(10558)	5	(932)	457161.44	(836)	0.00002	(9937)
JUJU	10	(2380)	8	(3149)	4	(961)	4	(2321)	131658.62	(2812)	0.00003	(8647)
K'Naan	2	(10486)	6	(4682)	1	(10558)	3	(5006)	24416.76	(8185)	0.00001	(18814)
R・ケリー	11	(2110)	10	(2150)	4	(961)	4	(2321)	268218.70	(1431)	0.00020	(695)
Sowelu	10	(2380)	1	(16974)	3	(2676)	1	(14555)	3575.28	(12215)	0.00003	(7933)
コービン・ブルー	2	(10486)	0	(23502)	1	(10558)	0	(22756)	0.00	(15633)	0.00001	(19672)
ジャネット・ジャクソン	32	(367)	10	(2150)	4	(961)	4	(2321)	444081.89	(853)	0.00030	(313)
ジョン・レジェンド	9	(2744)	6	(4682)	3	(2676)	4	(2321)	19385.21	(9134)	0.00005	(4793)
ビヨンセ	37	(272)	31	(189)	4	(961)	5	(932)	1373947.58	(208)	0.00020	(681)
マイケル・ジャクソン	165	(5)	62	(33)	6	(204)	6	(269)	22640958.26	(2)	0.00132	(9)
メアリー・J._ブライジ	23	(654)	15	(1056)	4	(961)	4	(2321)	204533.88	(1868)	0.00014	(1199)
久石譲	14	(1504)	23	(405)	5	(522)	5	(932)	732106.39	(488)	0.00010	(2069)
伊藤由奈	7	(3667)	9	(2585)	2	(5417)	4	(2321)	58677.48	(5148)	0.00002	(12535)
傳田真央	6	(4282)	3	(9449)	3	(2676)	3	(5006)	12671.07	(10478)	0.00002	(10987)
加藤あい	6	(4282)	7	(3832)	3	(2676)	3	(5006)	87077.53	(3913)	0.00003	(9249)
土屋アンナ	10	(2380)	5	(5754)	4	(961)	4	(2321)	105483.24	(3366)	0.00007	(3762)
坂本龍一	75	(53)	40	(101)	6	(204)	6	(269)	7012744.70	(18)	0.00040	(161)
安室奈美恵	42	(207)	11	(1854)	6	(204)	4	(2321)	503871.29	(744)	0.00027	(373)
