user	indegree	indegree_ranking	outdegree	outdegree_ranking	kin	kin_ranking	kout	kout_ranking	betweeness	betweeness_ranking	pagerank	pagerank_ranking	
Maximilian_I_av_Det_tysk-romerske_rike	1	(1716)	2	(1109)	1	(1049)	1	(1120)	1908.85	(1273)	0.00008	(2211)
Albrecht_Dürer	3	(754)	0	(2532)	1	(1049)	0	(2378)	0.00	(1775)	0.00022	(1221)
Peter_Paul_Rubens	6	(281)	4	(549)	2	(132)	2	(258)	9601.11	(562)	0.00027	(1052)
William_Blake	3	(754)	3	(764)	1	(1049)	1	(1120)	4259.45	(902)	0.00015	(1617)
John_Ruskin	8	(173)	1	(1687)	2	(132)	0	(2378)	1780.11	(1291)	0.00054	(522)
Rembrandt	11	(88)	1	(1687)	2	(132)	1	(1120)	902.28	(1411)	0.00908	(1)
John_Milton	9	(140)	1	(1687)	2	(132)	1	(1120)	17828.71	(336)	0.00059	(418)
Ramses_II	0	(2541)	9	(145)	0	(2351)	2	(258)	0.00	(1775)	0.00005	(3029)
Yul_Brynner	3	(754)	1	(1687)	1	(1049)	1	(1120)	239.06	(1546)	0.00107	(156)
Anwar_Sadat	8	(173)	4	(549)	2	(132)	2	(258)	6408.75	(735)	0.00132	(100)
Norman_Mailer	3	(754)	2	(1109)	2	(132)	1	(1120)	19463.92	(314)	0.00039	(736)
Ralph_Fiennes	3	(754)	0	(2532)	2	(132)	0	(2378)	0.00	(1775)	0.00017	(1444)
Moses	7	(221)	1	(1687)	2	(132)	1	(1120)	2118.90	(1179)	0.00133	(98)
Percy_Bysshe_Shelley	4	(544)	5	(416)	1	(1049)	2	(258)	5902.97	(776)	0.00009	(2121)
Akhnaton	2	(1124)	1	(1687)	1	(1049)	1	(1120)	2.00	(1724)	0.00046	(641)
Thomas_Mann	11	(88)	3	(764)	2	(132)	1	(1120)	16247.83	(368)	0.00125	(118)
Anne_Rice	2	(1124)	2	(1109)	1	(1049)	2	(258)	579.14	(1454)	0.00007	(2303)
Yasir_Arafat	9	(140)	19	(23)	3	(8)	3	(9)	68134.04	(83)	0.00179	(60)
Ehud_Barak	3	(754)	2	(1109)	3	(8)	2	(258)	1449.92	(1320)	0.00057	(499)
George_H.W._Bush	16	(37)	8	(186)	3	(8)	3	(9)	48754.56	(118)	0.00258	(27)
Gamal_Abdel_Nasser	6	(281)	2	(1109)	2	(132)	2	(258)	3536.02	(986)	0.00069	(339)
Muhammed	10	(109)	1	(1687)	2	(132)	1	(1120)	9777.17	(554)	0.00052	(549)
Saddam_Hussein	15	(41)	2	(1109)	3	(8)	2	(258)	62576.55	(91)	0.00243	(31)
Shimon_Peres	8	(173)	5	(416)	3	(8)	2	(258)	20740.89	(300)	0.00165	(72)
Ariel_Sharon	8	(173)	8	(186)	3	(8)	2	(258)	35725.33	(178)	0.00158	(77)
Yitzhak_Rabin	7	(221)	2	(1109)	3	(8)	2	(258)	4637.39	(871)	0.00114	(138)
Benjamin_Netanyahu	4	(544)	4	(549)	3	(8)	2	(258)	693.57	(1439)	0.00070	(331)
Bill_Clinton	31	(8)	15	(43)	3	(8)	3	(9)	168494.69	(19)	0.00441	(8)
Muammar_al-Gaddafi	2	(1124)	12	(76)	1	(1049)	3	(9)	16058.75	(374)	0.00014	(1642)
Hosni_Mubarak	4	(544)	1	(1687)	2	(132)	1	(1120)	606.74	(1449)	0.00046	(636)
Jacques_Chirac	16	(37)	8	(186)	2	(132)	3	(9)	68847.35	(80)	0.00169	(68)
Noam_Chomsky	3	(754)	0	(2532)	1	(1049)	0	(2378)	0.00	(1775)	0.00016	(1532)
Theodor_Herzl	7	(221)	1	(1687)	2	(132)	1	(1120)	3992.51	(932)	0.00042	(689)
