user	indegree	indegree_ranking	outdegree	outdegree_ranking	kin	kin_ranking	kout	kout_ranking	betweeness	betweeness_ranking	pagerank	pagerank_ranking	
14th_dalai_lama	10	(4134)	19	(1865)	4	(3244)	7	(1306)	1960566.91	(247)	0.00008	(2668)
barbra_streisand	93	(162)	38	(412)	7	(309)	8	(230)	3594835.98	(99)	0.00035	(202)
bernardo_bertolucci	86	(194)	19	(1865)	8	(49)	8	(230)	1169694.64	(483)	0.00021	(589)
chiang_kai-shek	35	(988)	6	(8223)	5	(2147)	3	(9622)	561711.05	(1154)	0.00031	(257)
christopher_hitchens	5	(7328)	24	(1214)	4	(3244)	6	(2561)	646318.53	(972)	0.00004	(5467)
deng_xiaoping	34	(1017)	19	(1865)	4	(3244)	5	(4368)	429721.01	(1563)	0.00021	(590)
fausto_bertinotti	26	(1473)	11	(4179)	6	(1260)	5	(4368)	205590.48	(3115)	0.00014	(1146)
george_w._bush	233	(7)	53	(144)	7	(309)	7	(1306)	20264048.68	(2)	0.00162	(2)
gianni_alemanno	13	(3213)	20	(1702)	5	(2147)	7	(1306)	293086.06	(2272)	0.00006	(3473)
goldie_hawn	22	(1797)	9	(5370)	7	(309)	7	(1306)	187858.90	(3373)	0.00012	(1519)
harrison_ford_(silent_film_actor)	54	(491)	42	(313)	7	(309)	8	(230)	1324371.23	(413)	0.00034	(217)
jean-jacques_annaud	36	(946)	4	(11694)	6	(1260)	3	(9622)	214241.98	(3009)	0.00011	(1696)
martin_scorsese	217	(10)	60	(89)	8	(49)	8	(230)	10449900.19	(17)	0.00082	(29)
meg_ryan	29	(1265)	6	(8223)	7	(309)	5	(4368)	92369.92	(5758)	0.00017	(835)
pope_benedict_xvi	162	(38)	41	(339)	7	(309)	7	(1306)	8204041.36	(25)	0.00063	(52)
richard_gere	50	(559)	32	(644)	7	(309)	8	(230)	705020.24	(894)	0.00019	(664)
romano_prodi	99	(137)	35	(514)	7	(309)	8	(230)	2259235.49	(204)	0.00052	(86)
steven_seagal	22	(1797)	28	(898)	3	(4990)	8	(230)	1063323.56	(552)	0.00004	(5894)
thubten_gyatso,_13th_dalai_lama	4	(8631)	5	(9662)	1	(13577)	2	(14112)	191907.74	(3304)	0.00002	(11210)
zhou_enlai	21	(1907)	13	(3362)	4	(3244)	5	(4368)	233888.84	(2783)	0.00015	(994)
2_cold_scorpio	2	(13440)	1	(24011)	2	(7713)	1	(21080)	0.00	(20777)	0.00001	(18905)
theodore_long	19	(2164)	4	(11694)	8	(49)	3	(9622)	35870.41	(9808)	0.00006	(4106)
50_cent	46	(640)	31	(706)	7	(309)	8	(230)	618955.47	(1031)	0.00016	(971)
al_pacino	100	(134)	49	(196)	7	(309)	8	(230)	3066856.38	(122)	0.00041	(146)
dr._dre	41	(754)	13	(3362)	7	(309)	7	(1306)	271733.72	(2433)	0.00019	(669)
eminem	69	(308)	54	(133)	7	(309)	8	(230)	6578610.95	(37)	0.00028	(326)
fat_joe	23	(1711)	14	(3016)	5	(2147)	7	(1306)	261595.46	(2516)	0.00008	(2678)
irwin_winkler	34	(1017)	6	(8223)	6	(1260)	6	(2561)	242512.35	(2699)	0.00008	(2406)
jam-master_jay	5	(7328)	7	(7073)	2	(7713)	5	(4368)	65538.15	(7131)	0.00003	(8171)
jay-z	78	(242)	22	(1435)	7	(309)	8	(230)	1851399.62	(271)	0.00027	(373)
jon_avnet	29	(1265)	3	(14450)	6	(1260)	3	(9622)	190905.24	(3317)	0.00008	(2795)
justin_timberlake	68	(315)	21	(1569)	7	(309)	8	(230)	686385.95	(907)	0.00020	(651)
kanye_west	63	(364)	13	(3362)	7	(309)	7	(1306)	642477.29	(979)	0.00018	(733)
kelis	17	(2440)	22	(1435)	5	(2147)	7	(1306)	132648.70	(4455)	0.00005	(5279)
lil_jon	33	(1054)	40	(366)	6	(1260)	8	(230)	436376.63	(1535)	0.00012	(1424)
lil'_kim	20	(2029)	20	(1702)	7	(309)	8	(230)	346117.39	(1930)	0.00008	(2661)
lil_wayne	41	(754)	24	(1214)	7	(309)	7	(1306)	484328.93	(1382)	0.00011	(1566)
lloyd_banks	18	(2296)	13	(3362)	5	(2147)	7	(1306)	60999.13	(7488)	0.00006	(3812)
mary_j._blige	55	(484)	33	(595)	7	(309)	8	(230)	1172155.30	(482)	0.00018	(782)
missy_elliott	42	(725)	25	(1119)	7	(309)	8	(230)	366595.23	(1829)	0.00016	(883)
ne-yo	26	(1473)	16	(2501)	7	(309)	8	(230)	181215.50	(3468)	0.00007	(3235)
nicole_scherzinger	13	(3213)	13	(3362)	5	(2147)	6	(2561)	272549.38	(2423)	0.00005	(4648)
r._kelly	30	(1206)	9	(5370)	7	(309)	7	(1306)	240292.59	(2723)	0.00015	(1052)
robert_de_niro	151	(49)	77	(41)	7	(309)	8	(230)	5886846.24	(41)	0.00059	(60)
robin_thicke	14	(2993)	14	(3016)	4	(3244)	7	(1306)	287067.44	(2316)	0.00003	(7996)
rza	15	(2789)	13	(3362)	4	(3244)	6	(2561)	179099.33	(3500)	0.00005	(5024)
scott_storch	13	(3213)	9	(5370)	5	(2147)	7	(1306)	28516.97	(11192)	0.00004	(5644)
sean_combs	57	(453)	28	(898)	7	(309)	8	(230)	1080510.01	(543)	0.00023	(476)
snoop_dogg	71	(282)	17	(2255)	7	(309)	7	(1306)	1954349.75	(252)	0.00026	(388)
styles_p	6	(6327)	3	(14450)	4	(3244)	3	(9622)	32276.00	(10226)	0.00003	(7563)
timbaland	57	(453)	32	(644)	7	(309)	8	(230)	914550.72	(662)	0.00020	(603)
tony_yayo	6	(6327)	6	(8223)	4	(3244)	6	(2561)	697.54	(18172)	0.00003	(9155)
will_smith	66	(332)	25	(1119)	7	(309)	7	(1306)	1111868.59	(520)	0.00020	(644)
young_buck	14	(2993)	12	(3739)	5	(2147)	7	(1306)	68055.04	(6971)	0.00004	(5771)
9th_wonder	4	(8631)	9	(5370)	2	(7713)	6	(2561)	45464.14	(8831)	0.00001	(14764)
drake_(entertainer)	3	(10504)	8	(6127)	1	(13577)	7	(1306)	25276.35	(11519)	0.00001	(16967)
erykah_badu	17	(2440)	12	(3739)	5	(2147)	6	(2561)	77598.53	(6478)	0.00006	(3442)
masta_ace	5	(7328)	6	(8223)	2	(7713)	3	(9622)	181009.72	(3476)	0.00002	(13426)
pete_rock	10	(4134)	8	(6127)	4	(3244)	4	(6550)	73943.96	(6658)	0.00006	(4064)
sean_price	2	(13440)	6	(8223)	2	(7713)	3	(9622)	32937.20	(10144)	0.00001	(21138)
spike_lee	138	(65)	77	(41)	7	(309)	8	(230)	7694190.42	(27)	0.00032	(249)
aage_bohr	3	(10504)	3	(14450)	1	(13577)	2	(14112)	43590.17	(9024)	0.00004	(5971)
niels_bohr	23	(1711)	8	(6127)	3	(4990)	2	(14112)	868783.65	(720)	0.00023	(505)
werner_heisenberg	21	(1907)	1	(24011)	3	(4990)	1	(21080)	38500.20	(9563)	0.00010	(1953)
wolfgang_pauli	12	(3476)	7	(7073)	3	(4990)	3	(9622)	445054.21	(1503)	0.00006	(3940)
aaliyah	23	(1711)	30	(777)	7	(309)	8	(230)	248067.46	(2647)	0.00008	(2610)
ananda_lewis	1	(18415)	4	(11694)	1	(13577)	4	(6550)	2100.78	(16870)	0.00001	(22390)
anne_rice	11	(3784)	7	(7073)	5	(2147)	5	(4368)	110477.43	(5076)	0.00003	(8096)
britney_spears	87	(188)	38	(412)	7	(309)	8	(230)	2101438.01	(223)	0.00025	(431)
christina_aguilera	71	(282)	27	(970)	7	(309)	8	(230)	1100553.77	(524)	0.00019	(661)
dallas_austin	6	(6327)	4	(11694)	4	(3244)	4	(6550)	8050.79	(14740)	0.00002	(10254)
delroy_lindo	2	(13440)	0	(31953)	2	(7713)	0	(30846)	0.00	(20777)	0.00001	(20663)
eddie_murphy	49	(572)	7	(7073)	7	(309)	4	(6550)	260701.82	(2533)	0.00020	(616)
george_harrison	66	(332)	21	(1569)	7	(309)	8	(230)	897544.92	(680)	0.00025	(420)
gladys_knight	16	(2619)	5	(9662)	7	(309)	5	(4368)	34710.82	(9922)	0.00006	(3851)
isaiah_washington	3	(10504)	2	(18308)	2	(7713)	1	(21080)	55600.48	(7983)	0.00002	(9835)
jamie_foxx	28	(1340)	25	(1119)	7	(309)	7	(1306)	318203.08	(2087)	0.00010	(1850)
jessica_alba	26	(1473)	14	(3016)	5	(2147)	6	(2561)	211125.61	(3052)	0.00007	(3169)
jet_li	21	(1907)	15	(2731)	4	(3244)	6	(2561)	402198.30	(1662)	0.00008	(2723)
