Mwai_Kibaki	Daniel_Moi
Gloria_Estefan	Ricky_Martin
Gloria_Estefan	Shakira
Kate_Bush	Tori_Amos
Kate_Bush	Emily_Brontë
Kate_Bush	David_Gilmour
Kate_Bush	Björk
Karol_XVI_Gustaw	Wiktoria_Hanowerska
Karol_XVI_Gustaw	Fryderyk_IX
Karol_XVI_Gustaw	George_W._Bush
Karol_XVI_Gustaw	Gustaw_V
David_Fincher	Mark_Knopfler
David_Fincher	Iggy_Pop
David_Fincher	Sting
David_Fincher	Brad_Pitt
David_Fincher	Kevin_Spacey
David_Fincher	Michael_Jackson
David_Fincher	Morgan_Freeman
David_Fincher	George_Michael
David_Fincher	Gwyneth_Paltrow
David_Fincher	Aerosmith
Ammianus_Marcellinus	Sofokles
Ammianus_Marcellinus	Homer
Ammianus_Marcellinus	Cyceron
Ammianus_Marcellinus	Jan_Chryzostom
Ammianus_Marcellinus	Hezjod
Mścisław_Rostropowicz	Benjamin_Britten
Mścisław_Rostropowicz	Dymitr_Szostakowicz
Mścisław_Rostropowicz	Krzysztof_Penderecki
Mścisław_Rostropowicz	Dymitr_Kabalewski
Mścisław_Rostropowicz	Witold_Lutosławski
Mścisław_Rostropowicz	Alfred_Schnittke
Mścisław_Rostropowicz	Władimir_Putin
Mścisław_Rostropowicz	Astor_Piazzolla
Ronaldo	Roberto_Carlos
Ronaldo	Pelé
Ronaldo	Zinedine_Zidane
Ronaldo	Luís_Figo
Ronaldo	Fabio_Capello
Ronaldo	Cristiano_Ronaldo
Jamie_Lynn_Spears	Britney_Spears
Birgit_Nilsson	Giuseppe_Verdi
Gregory_Peck	James_Stewart
Gregory_Peck	Leslie_Howard
Gregory_Peck	Audrey_Hepburn
Eugeniusz_Sabaudzki	Ludwik_XIV
Fulgencio_Batista	António_de_Oliveira_Salazar
Napoleon_Bonaparte	Ludwik_XVIII
Napoleon_Bonaparte	Maria_Ludwika_Austriaczka
Napoleon_Bonaparte	Franciszek_II_Habsburg
Benedykt_z_Nursji	Paweł_VI
Constantin_Brâncuși	Henri_Matisse
Nikolaus_Harnoncourt	Claudio_Monteverdi
Aleksander_VI	Pius_III
Aleksander_VI	Jeremy_Irons
Aleksander_VI	Mario_Puzo
Aleksander_VI	Tycjan
Aleksander_VI	Niccolò_Machiavelli
Mir-Hosejn_Musawi	Mohammad_Chatami
Chrystian_V	Fryderyk_IV_Oldenburg
Chrystian_V	Fryderyk_III_Oldenburg
Aaron_Ramsey	Ryan_Giggs
Aaron_Ramsey	Roy_Keane
Jacques-Yves_Cousteau	Jean-Michel_Jarre
Jacques-Yves_Cousteau	Jimmy_Carter
J._Robert_Oppenheimer	Wolfgang_Pauli
J._Robert_Oppenheimer	Werner_Heisenberg
J._Robert_Oppenheimer	Paul_Adrien_Maurice_Dirac
J._Robert_Oppenheimer	Max_Born
J._Robert_Oppenheimer	Edward_Teller
J._Robert_Oppenheimer	Enrico_Fermi
J._Robert_Oppenheimer	Joseph_John_Thomson
Karol_IV_Luksemburski	Zygmunt_Luksemburski
George_Cukor	Katharine_Hepburn
George_Cukor	Marilyn_Monroe
George_Cukor	Cary_Grant
George_Cukor	Audrey_Hepburn
George_Cukor	Judy_Garland
Avril_Lavigne	Kelly_Clarkson
Avril_Lavigne	Avril_Lavigne
Avril_Lavigne	Alanis_Morissette
Avril_Lavigne	Shania_Twain
Aaron_Lennon	Cristiano_Ronaldo
Andrew_Lloyd_Webber	Alan_Parker
Andrew_Lloyd_Webber	Sarah_Brightman
Jürgen_Klinsmann	Michael_Ballack
Jürgen_Klinsmann	Oliver_Kahn
Jürgen_Klinsmann	Jens_Lehmann
Tal_Ben_Haim	José_Mourinho
Jackson_Pollock	El_Greco
Lukrecja_Borgia	Aleksander_VI
Lukrecja_Borgia	Mario_Puzo
Lukrecja_Borgia	Gaetano_Donizetti
Jan_Duns_Szkot	Kurt_Gödel
Jan_Duns_Szkot	Jan_Paweł_II
Brigitte_Bardot	John_Lennon
Brigitte_Bardot	Jiang_Zemin
Brigitte_Bardot	Paul_McCartney
Brigitte_Bardot	Bob_Dylan
Brigitte_Bardot	Jane_Birkin
Brigitte_Bardot	Andy_Warhol
Brigitte_Bardot	Marilyn_Monroe
Brigitte_Bardot	Alain_Delon
Brigitte_Bardot	Sean_Connery
Brigitte_Bardot	Charles_de_Gaulle
Claudette_Colbert	Clark_Gable
Claudette_Colbert	Katharine_Hepburn
Claudette_Colbert	Bette_Davis
August_III_Sas	August_II_Mocny
August_III_Sas	Stanisław_Leszczyński
August_III_Sas	Fryderyk_III_Oldenburg
August_III_Sas	Johann_Sebastian_Bach
August_III_Sas	Chrystian_IV_Oldenburg
Gottlieb_Daimler	Nikolaus_Otto
Michael_Ventris	Homer
Howard_Hawks	Lauren_Bacall
Howard_Hawks	John_Wayne
Howard_Hawks	Marilyn_Monroe
Fabian_Cancellara	Fränk_Schleck
Ferdynand_II_Habsburg	Ferdynand_II_Katolicki
Ferdynand_II_Habsburg	Ferdynand_III_Habsburg
Ferdynand_II_Habsburg	Maksymilian_I_Habsburg
Ferdynand_II_Habsburg	Ludwik_XIII
Orson_Welles	Norman_Foster
Orson_Welles	Rita_Hayworth
Woodrow_Wilson	Franklin_Delano_Roosevelt
Woodrow_Wilson	William_Taft
Woodrow_Wilson	William_Taft
Woodrow_Wilson	Warren_Harding
Woodrow_Wilson	Grover_Cleveland
Ignacy_Jan_Paderewski	Camille_Saint-Saëns
Pius_XI	Benito_Mussolini
Pius_XI	Pius_XII
Pius_XI	Benedykt_XV
James_Dean	Rock_Hudson
James_Dean	Beyoncé_Knowles
James_Dean	Natalie_Wood
James_Dean	Marlon_Brando
James_Dean	Elizabeth_Taylor
James_Dean	Jay-Z
James_Dean	Lou_Reed
James_Dean	Hilary_Duff
James_Dean	Elia_Kazan
James_Dean	Don_McLean
Kamila,_księżna_Kornwalii	Diana,_księżna_Walii
Kamila,_księżna_Kornwalii	Elżbieta_II
Nicolas_Cage	Cher
Gabriel_Fauré	Camille_Saint-Saëns
Alfred_Gusenbauer	Werner_Faymann
Alfred_Gusenbauer	Wolfgang_Schüssel
Frank_Lloyd_Wright	Ayn_Rand
Hezjod	Gustave_Moreau
Hezjod	Homer
Fryderyk_III_Oldenburg	Chrystian_V
Ridley_Scott	Alan_Parker
Ridley_Scott	Denzel_Washington
Ridley_Scott	Hans_Zimmer
Ridley_Scott	Vangelis
Éric_Rohmer	Jean-Luc_Godard
Éric_Rohmer	François_Truffaut
Thomas_Carlyle	Friedrich_Nietzsche
Chen_Ning_Yang	Edward_Teller
Chen_Ning_Yang	Tsung-Dao_Lee
Chen_Ning_Yang	Enrico_Fermi
Lance_Armstrong	Floyd_Landis
Alain_Juppé	Jean-Pierre_Raffarin
Alain_Juppé	François_Fillon
Alain_Juppé	Lionel_Jospin
Alain_Juppé	François_Bayrou
Alain_Juppé	Édouard_Balladur
Icchak_Ben-Zwi	Chaim_Weizmann
Plutarch	Hadrian
Plutarch	Sokrates
Plutarch	Cyceron
Plutarch	Epikur
Plutarch	Gajusz_Juliusz_Cezar
Plutarch	Pompejusz
Plutarch	Sulla
Plutarch	Herodot
Plutarch	Aleksander_Macedoński
Plutarch	Alkibiades
Plutarch	Arystofanes
Plutarch	Marek_Licyniusz_Krassus
Plutarch	Perykles
Huldrych_Zwingli	Jan_Kalwin
Paul_Hausser	Heinz_Guderian
Paul_Hausser	Benito_Mussolini
Paul_Hausser	Heinrich_Himmler
Baruch_Spinoza	Giordano_Bruno
Baruch_Spinoza	Kartezjusz
Baruch_Spinoza	Euklides
Carmelo_Anthony	Kobe_Bryant
Carmelo_Anthony	Venus_Williams
Carmelo_Anthony	Dwight_Howard
Carmelo_Anthony	Kevin_Garnett
Carmelo_Anthony	Yao_Ming
Carmelo_Anthony	Tim_Duncan
Carmelo_Anthony	LeBron_James
Pitbull_(raper)	Shakira
Ludwik_Filip	Napoleon_III_Bonaparte
Ludwik_Filip	François_Guizot
Owen_Hargreaves	Sven-Göran_Eriksson
Xabi_Alonso	Luis_Aragonés
Xabi_Alonso	Rafael_Benítez
Xabi_Alonso	Steven_Gerrard
Xabi_Alonso	Dirk_Kuyt
Xabi_Alonso	Peter_Crouch
Bill_Clinton	Bob_Dole
Bill_Clinton	Madeleine_Albright
Bill_Clinton	Hillary_Rodham_Clinton
Bill_Clinton	George_H._W._Bush
Bill_Clinton	Jan_Paweł_II
Bill_Clinton	Al_Gore
Salva_Kiir_Mayardit	John_Garang
Carl_Gustaf_Mannerheim	Juho_Paasikivi
Carlos_Vela	Arsène_Wenger
Felipe_Massa	Kimi_Räikkönen
Felipe_Massa	Fernando_Alonso
Glen_Johnson_(piłkarz)	Fabio_Capello
Cezar_Borgia	Leonardo_da_Vinci
Cezar_Borgia	Ludwik_XII
Édouard_Manet	Tycjan
Édouard_Manet	Paul_Cézanne
Édouard_Manet	Karol_XIII
Édouard_Manet	Émile_Zola
Édouard_Manet	Edgar_Degas
Édouard_Manet	Claude_Monet
Domicjan	Wespazjan
Frances_McDormand	Susan_Sarandon
Frances_McDormand	Helen_Hunt
Võ_Nguyên_Giáp	Mao_Zedong
Võ_Nguyên_Giáp	Sun_Zi
Karakalla	Septymiusz_Sewer
Óscar_Pereiro_Sio	Lance_Armstrong
Michel_Foucault	Diego_Velázquez
Michel_Foucault	Albert_Camus
Michel_Foucault	Jeremy_Bentham
Michel_Foucault	Roland_Barthes
Grzegorz_XV	Urban_VIII
Hồ_Chí_Minh	Czang_Kaj-szek
Hồ_Chí_Minh	Ngô_Đình_Diệm
Jane_Seymour_(królowa)	Anna_Boleyn
Jane_Seymour_(królowa)	Gaetano_Donizetti
Jane_Seymour_(królowa)	Anna_z_Kleve
Paris_Hilton	Leonardo_DiCaprio
Paris_Hilton	Jared_Leto
Paris_Hilton	Sting
Paris_Hilton	Backstreet_Boys
Pulp	David_Bowie
Jean_Sibelius	Carl_Nielsen
Jean_Sibelius	Edvard_Hagerup_Grieg
J.M._Barrie	Juliusz_Verne
J.M._Barrie	Kate_Winslet
J.M._Barrie	Johnny_Depp
J.M._Barrie	Julie_Christie
J.M._Barrie	Dustin_Hoffman
Gisele_Bündchen	Heidi_Klum
Gisele_Bündchen	Kate_Moss
Gisele_Bündchen	Meryl_Streep
Björn_Ulvaeus	Agnetha_Fältskog
Daniel_Agger	Rafael_Benítez
Daniel_Agger	Jamie_Carragher
Daniel_Agger	Didier_Drogba
Jean-Pierre_Raffarin	François_Fillon
Jean-Pierre_Raffarin	Valéry_Giscard_d'Estaing
Jean-Pierre_Raffarin	Nicolas_Sarkozy
Jean-Pierre_Raffarin	Lionel_Jospin
Jean-Pierre_Raffarin	Dominique_de_Villepin
Wiktor_Emanuel_III	Haile_Selassie_I
Wiktor_Emanuel_III	Benito_Mussolini
Wiktor_Emanuel_III	Borys_III
Abraham_Lincoln	Mary_Todd_Lincoln
Abraham_Lincoln	James_Garfield
Justin_Timberlake	Britney_Spears
Justin_Timberlake	Timbaland
Justin_Timberlake	Jamie_Foxx
Justin_Timberlake	Usher
Justin_Timberlake	Will.i.am
Justin_Timberlake	Dr._Dre
Justin_Timberlake	Rihanna
Justin_Timberlake	50_Cent
Justin_Timberlake	Jay-Z
Justin_Timberlake	Snoop_Dogg
Justin_Timberlake	Nelly_Furtado
Alfred_Rosenberg	Hans_Frank
Alfred_Rosenberg	Richard_Wagner
Alfred_Rosenberg	Immanuel_Kant
Alfred_Rosenberg	Adolf_Hitler
Karol_XIII	Karol_XIV_Jan
Clinton_Joseph_Davisson	Robert_Millikan
Anna_Faris	Sofia_Coppola
Thomas_More	Thomas_Wolsey
Thomas_More	Jan_Paweł_II
Thomas_More	Pius_XI
Gotthold_Ephraim_Lessing	Voltaire
William_Taft	Theodore_Roosevelt
William_Taft	William_McKinley
William_Taft	Woodrow_Wilson
William_Taft	Warren_Harding
Andriej_Gromyko	Michaił_Gorbaczow
Andriej_Gromyko	Eduard_Szewardnadze
Daniel_Moi	Mwai_Kibaki
George_W._Bush	Bill_Clinton
George_W._Bush	Benjamin_Harrison
George_W._Bush	Condoleezza_Rice
George_W._Bush	Nicolas_Sarkozy
George_W._Bush	John_McCain
George_W._Bush	Laura_Bush
George_W._Bush	Horst_Köhler
George_W._Bush	Bob_Dole
George_W._Bush	Grover_Cleveland
George_W._Bush	George_H._W._Bush
George_W._Bush	Tony_Blair
George_W._Bush	Angela_Merkel
George_W._Bush	Dick_Cheney
George_W._Bush	Barack_Obama
George_W._Bush	Al_Gore
Helmut_Kohl	Hans_Modrow
Helmut_Kohl	Johannes_Rau
Helmut_Kohl	François_Mitterrand
Helmut_Kohl	Helmut_Schmidt
Helmut_Kohl	Gerhard_Schröder
Helmut_Kohl	Richard_von_Weizsäcker
Helmut_Kohl	Karl_Carstens
Patrice_Mac-Mahon	Charles_de_Gaulle
Patrice_Mac-Mahon	Louis_Adolphe_Thiers
Kim_Ir_Sen	Kim_Dzong_Il
Kim_Ir_Sen	Fidel_Castro
Carl_Philipp_Emanuel_Bach	Joseph_Haydn
Carl_Philipp_Emanuel_Bach	Ludwig_van_Beethoven
Carl_Philipp_Emanuel_Bach	Wolfgang_Amadeusz_Mozart
Carl_Philipp_Emanuel_Bach	Johannes_Brahms
Wilhelm_III_Holenderski	Piotr_III_Romanow
Wilhelm_III_Holenderski	Paweł_I_Romanow
Wilhelm_III_Holenderski	Katarzyna_II_Wielka
Wilhelm_III_Holenderski	Emma_Waldeck-Pyrmont
Nadia_Boulanger	Grace_Grimaldi
Nadia_Boulanger	Henryk_Szeryng
Nadia_Boulanger	Aaron_Copland
Nadia_Boulanger	Igor_Strawinski
Nadia_Boulanger	Astor_Piazzolla
Karol_Wielki	Pepin_Krótki
Karol_Wielki	Benedykt_XIV
Karol_Wielki	Ludwik_I_Pobożny
Jacqueline_Kennedy_Onassis	Robert_F._Kennedy
Alexander_Dubček	Nicolae_Ceauşescu
Adam_Clayton	Larry_Mullen
Adam_Clayton	B.B._King
Adam_Clayton	Bono
Adam_Clayton	The_Edge
Jakub_II_Stuart	Karol_I_Stuart
Jakub_II_Stuart	Jakub_I_Stuart
Jakub_II_Stuart	Wilhelm_III_Orański
Jakub_II_Stuart	Karol_II_Stuart
Jakub_II_Stuart	Anna_Stuart
Jakub_II_Stuart	Henryk_IV_Burbon
Jakub_II_Stuart	Maria_II_Stuart
Anne_Brontë	Charlotte_Brontë
Andre_Agassi	Kim_Clijsters
Andre_Agassi	Brooke_Shields
Andre_Agassi	Steffi_Graf
Andre_Agassi	Rafael_Nadal
Andre_Agassi	Pete_Sampras
Andre_Agassi	Michael_Stich
Andre_Agassi	Lleyton_Hewitt
Andre_Agassi	Roger_Federer
Pier_Paolo_Pasolini	Maria_Callas
Pier_Paolo_Pasolini	Antonio_Gramsci
Pier_Paolo_Pasolini	Bernardo_Bertolucci
Pier_Paolo_Pasolini	Roberto_Rossellini
Pier_Paolo_Pasolini	Federico_Fellini
Pier_Paolo_Pasolini	Ajschylos
Pier_Paolo_Pasolini	Sofokles
Pier_Paolo_Pasolini	Franco_Zeffirelli
Pier_Paolo_Pasolini	Orson_Welles
Pier_Paolo_Pasolini	Vittorio_De_Sica
Pier_Paolo_Pasolini	Benito_Mussolini
Pier_Paolo_Pasolini	Susan_Sontag
Pier_Paolo_Pasolini	Jean-Luc_Godard
Léon_Bourgeois	Émile_Durkheim
Georg_Simmel	Immanuel_Kant
Georg_Simmel	Edmund_Husserl
Georg_Simmel	Theodor_Adorno
Georg_Simmel	Rainer_Maria_Rilke
Georg_Simmel	Ernst_Cassirer
Georg_Simmel	Max_Weber
Isaac_Asimov	Robert_A._Heinlein
Isaac_Asimov	Kurt_Vonnegut
Isaac_Asimov	Gene_Roddenberry
Isaac_Asimov	Thomas_Pynchon
Isaac_Asimov	Paul_McCartney
Isaac_Asimov	Will_Smith
Randy_Orton	Triple_H
Amedeo_Modigliani	Pablo_Picasso
Amedeo_Modigliani	Guillaume_Apollinaire
Amedeo_Modigliani	Tycjan
Amedeo_Modigliani	Sandro_Botticelli
Amedeo_Modigliani	Constantin_Brâncuși
Amedeo_Modigliani	Henri_Matisse
Amedeo_Modigliani	André_Derain
Jennifer_Aniston	Ben_Stiller
Jennifer_Aniston	Brad_Pitt
Jennifer_Aniston	Telly_Savalas
Jennifer_Aniston	Courteney_Cox
Abdullah_Gül	Bülent_Ecevit
Abdullah_Gül	Recep_Tayyip_Erdoğan
Abdullah_Gül	Ahmet_Necdet_Sezer
Jane_Russell	Marilyn_Monroe
Isabel_Perón	Juan_Perón
Terry_Pratchett	P.G._Wodehouse
Terry_Pratchett	Homer
Terry_Pratchett	J._K._Rowling
Terry_Pratchett	Sean_Astin
Terry_Pratchett	Mark_Twain
Patrice_Evra	Gary_Neville
Patrice_Evra	Ryan_Giggs
Patrice_Evra	Rio_Ferdinand
Patrice_Evra	Alex_Ferguson
Patrice_Evra	Didier_Deschamps
Tim_Duncan	Tony_Parker
Dante_Alighieri	Giacomo_Puccini
Elisha_Cuthbert	Christian_Slater
Elisha_Cuthbert	Paris_Hilton
Aretha_Franklin	Whitney_Houston
Mosze_Szarett	Dawid_Ben_Gurion
Deryck_Whibley	Avril_Lavigne
Indira_Gandhi	Manmohan_Singh
Tina_Turner	Phil_Collins
Tina_Turner	Cher
Tina_Turner	Jimi_Hendrix
Otton_II_(cesarz_rzymski)	Otton_I_Wielki
Edward_M._Kennedy	Robert_F._Kennedy
Matthew_Upson	Kolo_Touré
Matthew_Upson	Crystal_Palace_F.C.
Ignacy_Antiocheński	Trajan
Carl_Barks	Will_Eisner
Juho_Paasikivi	Carl_Gustaf_Mannerheim
Juho_Paasikivi	Urho_Kaleva_Kekkonen
Benjamin_Franklin	Alexander_Hamilton
Benjamin_Franklin	Richard_Dawkins
Benjamin_Franklin	Thomas_Jefferson
Bobby_Robson	Ronaldo
Bobby_Robson	Elżbieta_II
Kristin_Scott_Thomas	Prince
Kristin_Scott_Thomas	Kate_Winslet
Kristin_Scott_Thomas	Hugh_Grant
Yasujirō_Ozu	Akira_Kurosawa
Adam_Smith	Benjamin_Franklin
Adam_Smith	Ronald_Coase
Adam_Smith	François_Quesnay
Courteney_Cox	The_Police
Courteney_Cox	Jennifer_Aniston
Tupac_Shakur	Janet_Jackson
Tupac_Shakur	Dan_Aykroyd
Tupac_Shakur	Snoop_Dogg
Tupac_Shakur	Elton_John
Tupac_Shakur	Dr._Dre
Tupac_Shakur	Eminem
Renée_Zellweger	Winona_Ryder
Renée_Zellweger	Diane_Keaton
Renée_Zellweger	Cate_Blanchett
Renée_Zellweger	Marisa_Tomei
Renée_Zellweger	Nicole_Kidman
Renée_Zellweger	Catherine_Zeta-Jones
Renée_Zellweger	Cameron_Diaz
Renée_Zellweger	Natalie_Portman
Renée_Zellweger	Meryl_Streep
Ferdinand_Marcos	Corazon_Aquino
Djibril_Cissé	Shaun_Wright-Phillips
Adolf_Loos	Josephine_Baker
William_Herschel	John_Herschel
Alfred_Dreyfus	Marcel_Proust
Alfred_Dreyfus	Georges_Clemenceau
Stacy_Ferguson	Slash
Bette_Davis	Greta_Garbo
Bette_Davis	Julie_Andrews
Bette_Davis	Marlene_Dietrich
Bette_Davis	Claudette_Colbert
Bette_Davis	Ronald_Reagan
Bette_Davis	Vivien_Leigh
Bette_Davis	Maggie_Smith
Bette_Davis	Joan_Crawford
Bette_Davis	Margaret_Mitchell
Bette_Davis	Mia_Farrow
Bette_Davis	Olivia_de_Havilland
Bette_Davis	Elizabeth_Taylor
Bette_Davis	Mary_Pickford
Bette_Davis	Clark_Gable
Bette_Davis	Katharine_Hepburn
Bette_Davis	Steven_Spielberg
Wilhelm_II_Hohenzollern	Paweł_I_Romanow
Wilhelm_II_Hohenzollern	Friedrich_Ebert
Wilhelm_II_Hohenzollern	Wilhelm_I_Hohenzollern
Wilhelm_II_Hohenzollern	Jerzy_III_Hanowerski
Wilhelm_II_Hohenzollern	Otto_von_Bismarck
Wilhelm_II_Hohenzollern	Paul_von_Hindenburg
Wilhelm_II_Hohenzollern	Wiktoria_Hanowerska
Wilhelm_II_Hohenzollern	Leo_von_Caprivi
Wilhelm_II_Hohenzollern	Fryderyk_III_Hohenzollern
Wilhelm_II_Hohenzollern	Erich_Ludendorff
Geoffrey_Rush	Peter_Sellers
Geoffrey_Rush	Lew_Trocki
Alban_Berg	Anton_Webern
Ginger_Rogers	Fred_Astaire
Ginger_Rogers	Vivien_Leigh
Platon	Sokrates
Platon	Arystoteles
Platon	Heraklit
Platon	Euklides
Platon	Thomas_More
Neron	Seneka_Młodszy
Paul_McCartney	Michael_Jackson
Oktawian_August	Wergiliusz
Oktawian_August	Marek_Antoniusz
Oktawian_August	Gajusz_Juliusz_Cezar
Oktawian_August	Tyberiusz
Oktawian_August	Cyceron
Oktawian_August	Gajusz_Mariusz
Deng_Xiaoping	Mao_Zedong
Deng_Xiaoping	Zhou_Enlai
Deng_Xiaoping	Jiang_Zemin
Anatolij_Karpow	Viswanathan_Anand
Anatolij_Karpow	Bobby_Fischer
Anatolij_Karpow	Garri_Kasparow
Anna_Czakwetadze	Shahar_Peer
Anna_Czakwetadze	Caroline_Wozniacki
Anna_Czakwetadze	Marion_Bartoli
Anna_Czakwetadze	Nadieżda_Pietrowa
Anna_Czakwetadze	Jelena_Janković
Anna_Czakwetadze	Justine_Henin
Anna_Czakwetadze	Amélie_Mauresmo
Marilyn_Manson	Marilyn_Monroe
Marilyn_Manson	Danny_Elfman
Sojourner_Truth	Abraham_Lincoln
Jean-Marie_Gustave_Le_Clézio	Gilles_Deleuze
Jean-Marie_Gustave_Le_Clézio	Claude_Simon
Jean-Marie_Gustave_Le_Clézio	Michel_Foucault
Aleksander_I_Karadziordziewić	Piotr_II_Karadziordziewić
John_Garang	Salva_Kiir_Mayardit
Carlo_Azeglio_Ciampi	Giorgio_Napolitano
Carlo_Azeglio_Ciampi	Silvio_Berlusconi
Carlo_Azeglio_Ciampi	Romano_Prodi
Oriana_Fallaci	Dario_Fo
Oriana_Fallaci	Jaser_Arafat
Oriana_Fallaci	Golda_Meir
Oriana_Fallaci	Abol_Hassan_Bani-Sadr
Oriana_Fallaci	Deng_Xiaoping
Oriana_Fallaci	Ariel_Szaron
Oriana_Fallaci	Willy_Brandt
Oriana_Fallaci	Lech_Wałęsa
Oriana_Fallaci	Indira_Gandhi
Oriana_Fallaci	Federico_Fellini
Oriana_Fallaci	Makarios_III
Oriana_Fallaci	Sean_Connery
Oriana_Fallaci	Benedykt_XVI
Oriana_Fallaci	Henry_Kissinger
Oriana_Fallaci	Theo_van_Gogh
Usher	Justin_Bieber
Usher	Beyoncé_Knowles
Usher	Lil_Wayne
Karol_Marks	Włodzimierz_Lenin
Karol_Marks	Epikur
Karol_Marks	Demokryt
Leonardo_DiCaprio	John_Edgar_Hoover
Leonardo_DiCaprio	Howard_Hughes
Tom_Jones_(piosenkarz)	Prince
Tom_Jones_(piosenkarz)	Sting
Tom_Jones_(piosenkarz)	Janis_Joplin
Tom_Jones_(piosenkarz)	Martin_Scorsese
Tom_Jones_(piosenkarz)	Lionel_Richie
Tom_Jones_(piosenkarz)	Tina_Turner
Tom_Jones_(piosenkarz)	Robbie_Williams
Kiefer_Sutherland	Meg_Ryan
Kiefer_Sutherland	Liv_Ullmann
Kiefer_Sutherland	Charlie_Sheen
Kiefer_Sutherland	Keanu_Reeves
Fryderyk_Wilhelm_I_Pruski	Jakub_I_Stuart
Fryderyk_Wilhelm_I_Pruski	Wilhelm_I_Orański
Fryderyk_Wilhelm_I_Pruski	Fryderyk_II_Wielki
Krzysztof_Penderecki	Sofokles
Krzysztof_Penderecki	Andrzej_Wajda
Juan_Román_Riquelme	Ronaldinho
Jean-Baptiste_de_Lamarck	Ludwik_XVI
Allen_Ginsberg	Walt_Whitman
Allen_Ginsberg	William_S._Burroughs
Allen_Ginsberg	Jack_Kerouac
Allen_Ginsberg	Arthur_Rimbaud
Allen_Ginsberg	Bob_Dylan
Allen_Ginsberg	William_Blake
Allen_Ginsberg	Paul_McCartney
James_Monroe	John_Quincy_Adams
James_Monroe	George_Washington
James_Monroe	James_Madison
Ferdinand_Tönnies	Thomas_Hobbes
Klemens_XIII	Klemens_XIV
Klemens_XIII	Benedykt_XIV
Henry_Kissinger	Augusto_Pinochet
Juan_Manuel_Santos	Álvaro_Uribe
Juan_Manuel_Santos	Íngrid_Betancourt
Juan_Manuel_Santos	Augusto_Pinochet
Urho_Kaleva_Kekkonen	Mauno_Koivisto
Urho_Kaleva_Kekkonen	Juho_Paasikivi
Samuel_Beckett	Guillaume_Apollinaire
Samuel_Beckett	Arthur_Rimbaud
Samuel_Beckett	Kartezjusz
Samuel_Beckett	George_Berkeley
Samuel_Beckett	Henri_Bergson
Samuel_Beckett	Arthur_Schopenhauer
Samuel_Beckett	Charles_Baudelaire
Samuel_Beckett	Marcel_Proust
Elżbieta_York	Katarzyna_Aragońska
Lauren_Bacall	Humphrey_Bogart
Lauren_Bacall	Szymon_Peres
Lauren_Bacall	Marilyn_Monroe
Tim_Robbins	Susan_Sarandon
Ilie_Năstase	Arthur_Ashe
Flo_Rida	Timbaland
Flo_Rida	Nicki_Minaj
Flo_Rida	David_Guetta
Flo_Rida	Nelly_Furtado
Vincent_Cassel	Catherine_Zeta-Jones
Vincent_Cassel	Monica_Bellucci
Vincent_Cassel	Gwyneth_Paltrow
Oskar_I	Oskar_II
Oskar_I	Karol_XV
Oskar_I	Karol_XIV_Jan
Martina_Navrátilová	Chris_Evert
Martina_Navrátilová	Steffi_Graf
Dmitrij_Miedwiediew	Hu_Jintao
Dmitrij_Miedwiediew	Władimir_Putin
Dmitrij_Miedwiediew	George_W._Bush
Novak_Đoković	Jürgen_Melzer
Novak_Đoković	Michaił_Jużny
Novak_Đoković	Andy_Murray
Novak_Đoković	Michaił_Jużny
Novak_Đoković	David_Ferrer
Novak_Đoković	Fernando_González
Novak_Đoković	Guillermo_Cañas
Novak_Đoković	James_Blake
Novak_Đoković	Rafael_Nadal
Novak_Đoković	Tommy_Robredo
Novak_Đoković	Tommy_Haas
Novak_Đoković	Jo-Wilfried_Tsonga
Novak_Đoković	Roger_Federer
Novak_Đoković	Andy_Roddick
Ludwig_van_Beethoven	Ferenc_Liszt
Ludwig_van_Beethoven	Robert_Schumann
Ludwig_van_Beethoven	Diane_Kruger
Ludwig_van_Beethoven	Johannes_Brahms
Ludwig_van_Beethoven	Ed_Harris
Ludwig_van_Beethoven	Gustav_Mahler
Ludwig_van_Beethoven	Anton_Bruckner
Ludwig_van_Beethoven	Hector_Berlioz
Giorgio_Vasari	Cimabue
Karl_Carstens	Walter_Scheel
Karl_Carstens	Richard_von_Weizsäcker
Karol_XV	Karol_XIV_Jan
Karol_XV	Oskar_I
Karol_XV	Oskar_II
Ivar_Giaever	Leo_Esaki
Simone_de_Beauvoir	Ernesto_Guevara
Simone_de_Beauvoir	Claude_Lévi-Strauss
Simone_de_Beauvoir	Mao_Zedong
Simone_de_Beauvoir	Fidel_Castro
Dario_Fo	Gioacchino_Rossini
Dario_Fo	Władimir_Putin
Kenneth_Branagh	Emma_Thompson
Kenneth_Branagh	Kevin_Kline
Kenneth_Branagh	Jude_Law
Kenneth_Branagh	Kate_Winslet
Kenneth_Branagh	Michael_Caine
Kenneth_Branagh	Ernest_Shackleton
Kenneth_Branagh	Stephen_Fry
Kenneth_Branagh	Harold_Pinter
Kenneth_Branagh	Reinhard_Heydrich
Kenneth_Branagh	Julie_Christie
Kenneth_Branagh	Mary_Shelley
Kenneth_Branagh	Robert_De_Niro
Kenneth_Branagh	Hugh_Laurie
Klaas-Jan_Huntelaar	Mathieu_Flamini
Noël_Coward	Margaret_Thatcher
Maria_Antonina_Austriaczka	Christoph_Willibald_Gluck
