user	indegree	indegree_ranking	outdegree	outdegree_ranking	kin	kin_ranking	kout	kout_ranking	betweeness	betweeness_ranking	pagerank	pagerank_ranking	
50_cent	23	(158)	8	(828)	4	(45)	4	(46)	179533.22	(756)	0.00027	(563)
dr._dre	17	(290)	11	(432)	4	(45)	4	(46)	511984.50	(234)	0.00049	(207)
eminem	27	(109)	4	(2413)	4	(45)	3	(140)	541297.27	(216)	0.00033	(381)
jam-master_jay	4	(2349)	1	(8782)	1	(3638)	1	(5638)	727.07	(6577)	0.00005	(5170)
justin_timberlake	30	(88)	15	(215)	4	(45)	4	(46)	633397.39	(183)	0.00041	(255)
kanye_west	24	(143)	14	(257)	4	(45)	3	(140)	1040957.53	(95)	0.00022	(749)
nate_dogg	15	(358)	2	(5416)	4	(45)	2	(1578)	23206.71	(3438)	0.00028	(517)
snoop_dogg	25	(131)	17	(153)	4	(45)	4	(46)	449914.20	(267)	0.00049	(199)
timbaland	20	(220)	18	(127)	4	(45)	4	(46)	1087202.57	(88)	0.00026	(586)
9th_wonder	0	(13460)	9	(664)	0	(11264)	3	(140)	0.00	(8075)	0.00001	(14524)
al_green	2	(4572)	0	(15303)	0	(11264)	0	(13842)	0.00	(8075)	0.00001	(12032)
curtis_mayfield	2	(4572)	2	(5416)	1	(3638)	2	(1578)	9035.20	(4879)	0.00004	(5688)
jay-z	25	(131)	10	(533)	4	(45)	3	(140)	241629.34	(542)	0.00030	(445)
lloyd_banks	6	(1449)	5	(1786)	2	(930)	3	(140)	24882.51	(3297)	0.00002	(8921)
mary_j._blige	16	(325)	7	(1050)	3	(143)	3	(140)	133783.38	(1018)	0.00013	(1763)
memphis_bleek	4	(2349)	1	(8782)	1	(3638)	1	(5638)	0.00	(8075)	0.00004	(5810)
nastassja_kinski	14	(399)	10	(533)	3	(143)	3	(140)	266297.54	(482)	0.00011	(2098)
sean_price	1	(7287)	0	(15303)	0	(11264)	0	(13842)	0.00	(8075)	0.00001	(13312)
spike_lee	14	(399)	1	(8782)	3	(143)	1	(5638)	275949.90	(460)	0.00018	(1033)
aad_de_mos	7	(1198)	6	(1357)	2	(930)	3	(140)	238640.48	(551)	0.00021	(817)
dick_advocaat	8	(1007)	9	(664)	2	(930)	3	(140)	115281.15	(1172)	0.00021	(831)
johan_cruyff	14	(399)	5	(1786)	2	(930)	3	(140)	1125100.79	(87)	0.00031	(419)
kees_rijvers	3	(3177)	3	(3539)	2	(930)	2	(1578)	4899.60	(5782)	0.00008	(3372)
raymond_goethals	7	(1198)	7	(1050)	2	(930)	3	(140)	273160.52	(470)	0.00031	(420)
roy_hodgson	10	(734)	7	(1050)	2	(930)	3	(140)	676691.32	(166)	0.00018	(1006)
salman_al-moasher	4	(2349)	3	(3539)	2	(930)	2	(1578)	30280.75	(2983)	0.00008	(3501)
aage_bohr	3	(3177)	3	(3539)	2	(930)	2	(1578)	40432.00	(2530)	0.00008	(3495)
ben_roy_mottelson	2	(4572)	2	(5416)	2	(930)	2	(1578)	0.00	(8075)	0.00006	(4223)
james_rainwater	2	(4572)	2	(5416)	2	(930)	2	(1578)	0.00	(8075)	0.00006	(4223)
niels_bohr	11	(624)	10	(533)	2	(930)	2	(1578)	754883.21	(150)	0.00015	(1318)
aale_tynni	3	(3177)	4	(2413)	1	(3638)	2	(1578)	26878.11	(3138)	0.00002	(8744)
