user	indegree	indegree_ranking	outdegree	outdegree_ranking	kin	kin_ranking	kout	kout_ranking	betweeness	betweeness_ranking	pagerank	pagerank_ranking	
Tim_Roth	5	(1122)	4	(1452)	3	(927)	3	(1123)	3740.71	(1386)	0.00015	(1812)
Vincent_van_Gogh	18	(190)	22	(99)	4	(389)	4	(730)	39081.74	(217)	0.00048	(583)
Woody_Allen	39	(27)	27	(48)	5	(1)	5	(32)	114041.41	(39)	0.00121	(93)
Quentin_Tarantino	18	(190)	24	(76)	5	(1)	5	(32)	38840.89	(218)	0.00086	(197)
Robert_Altman	31	(49)	3	(1753)	5	(1)	3	(1123)	16449.29	(536)	0.00111	(116)
Henry_Ford	4	(1318)	5	(1208)	3	(927)	4	(730)	5620.33	(1146)	0.00017	(1683)
Thomas_Alva_Edison	10	(522)	19	(143)	4	(389)	4	(730)	148730.81	(18)	0.00077	(258)
Heinrich_Himmler	24	(95)	11	(420)	4	(389)	5	(32)	27985.50	(321)	0.00110	(118)
Adolf_Hitler	93	(2)	39	(8)	5	(1)	5	(32)	350694.16	(2)	0.00450	(2)
Woodrow_Wilson	26	(74)	8	(695)	5	(1)	5	(32)	46667.26	(174)	0.00205	(30)
Aldous_Huxley	10	(522)	1	(2621)	4	(389)	1	(2420)	6112.00	(1086)	0.00128	(77)
Mary_Cassatt	2	(1907)	3	(1753)	2	(1432)	3	(1123)	177.75	(2316)	0.00008	(2483)
Edgar_Degas	10	(522)	9	(576)	4	(389)	4	(730)	6937.31	(1006)	0.00025	(1257)
Claude_Monet	13	(338)	11	(420)	4	(389)	4	(730)	20320.93	(436)	0.00050	(558)
Tizian	24	(95)	12	(350)	4	(389)	4	(730)	35545.42	(241)	0.00092	(162)
Erasmus_von_Rotterdam	22	(123)	12	(350)	5	(1)	5	(32)	40953.37	(204)	0.00079	(240)
Albrecht_Dürer	12	(388)	4	(1452)	4	(389)	3	(1123)	13354.97	(629)	0.00040	(751)
Martin_Luther	24	(95)	15	(233)	5	(1)	5	(32)	64014.28	(122)	0.00093	(159)
Jacob_Obrecht	1	(2369)	2	(2155)	1	(2042)	1	(2420)	109.27	(2368)	0.00010	(2253)
Voltaire	46	(18)	17	(174)	5	(1)	5	(32)	144466.68	(19)	0.00237	(17)
Arthur_Schopenhauer	26	(74)	17	(174)	5	(1)	5	(32)	47953.80	(167)	0.00116	(103)
Immanuel_Kant	36	(32)	24	(76)	5	(1)	5	(32)	89382.31	(79)	0.00155	(52)
Leo_X.	11	(450)	0	(3200)	5	(1)	0	(3113)	0.00	(2574)	0.00059	(407)
Thomas_Morus	7	(832)	7	(833)	3	(927)	4	(730)	19062.52	(470)	0.00023	(1337)
Stefan_Zweig	31	(49)	18	(160)	5	(1)	5	(32)	99606.73	(58)	0.00183	(41)
Friedrich_Nietzsche	53	(11)	28	(44)	5	(1)	5	(32)	139475.66	(23)	0.00219	(26)
Johann_Wolfgang_von_Goethe	48	(14)	27	(48)	5	(1)	5	(32)	132027.40	(29)	0.00225	(22)
Baruch_de_Spinoza	16	(237)	11	(420)	5	(1)	5	(32)	13163.15	(638)	0.00057	(436)
Paul_Cézanne	19	(170)	34	(20)	4	(389)	5	(32)	30086.22	(294)	0.00040	(769)
Émile_Zola	13	(338)	9	(576)	4	(389)	4	(730)	13757.81	(619)	0.00061	(388)
Homer	26	(74)	7	(833)	5	(1)	3	(1123)	16772.61	(527)	0.00129	(72)
Berthe_Morisot	3	(1579)	7	(833)	3	(927)	3	(1123)	1720.36	(1800)	0.00012	(2121)
Pablo_Picasso	35	(37)	30	(33)	4	(389)	5	(32)	136160.68	(24)	0.00069	(306)
Édouard_Manet	16	(237)	13	(310)	4	(389)	4	(730)	13116.07	(643)	0.00059	(411)
Camille_Pissarro	7	(832)	8	(695)	4	(389)	4	(730)	3267.10	(1480)	0.00019	(1580)
Jean-François_Lyotard	3	(1579)	7	(833)	2	(1432)	5	(32)	982.74	(1981)	0.00010	(2282)
André_Gide	17	(209)	6	(1020)	4	(389)	4	(730)	14324.33	(597)	0.00073	(280)
Wassily_Kandinsky	8	(719)	4	(1452)	4	(389)	4	(730)	2581.22	(1662)	0.00017	(1687)
Henri_Matisse	20	(156)	20	(125)	4	(389)	5	(32)	32821.45	(261)	0.00058	(431)
