user	indegree	indegree_ranking	outdegree	outdegree_ranking	kin	kin_ranking	kout	kout_ranking	betweeness	betweeness_ranking	pagerank	pagerank_ranking	
50_cent	5	(2063)	4	(2911)	3	(890)	2	(3182)	31189.26	(1882)	0.00007	(3525)
dr._dre	5	(2063)	4	(2911)	3	(890)	2	(3182)	25376.57	(2163)	0.00014	(2079)
eminem	9	(1075)	33	(57)	3	(890)	3	(1415)	199433.97	(337)	0.00009	(2846)
justin_timberlake	14	(576)	1	(6975)	3	(890)	1	(5739)	8575.08	(3615)	0.00030	(639)
timbaland	7	(1487)	0	(9657)	2	(2029)	0	(9184)	0.00	(6272)	0.00018	(1319)
aad_de_mos	2	(4181)	1	(6975)	1	(4240)	1	(5739)	6.00	(6003)	0.00006	(4200)
salman_al-moasher	5	(2063)	4	(2911)	1	(4240)	1	(5739)	44958.50	(1440)	0.00017	(1480)
aage_bohr	3	(3213)	6	(1779)	2	(2029)	3	(1415)	20979.74	(2412)	0.00018	(1364)
ben_roy_mottelson	3	(3213)	2	(5060)	2	(2029)	2	(3182)	132.55	(5700)	0.00009	(2850)
james_rainwater	3	(3213)	2	(5060)	2	(2029)	2	(3182)	883.91	(5225)	0.00009	(2854)
j._robert_oppenheimer	15	(516)	5	(2246)	2	(2029)	3	(1415)	140808.82	(486)	0.00031	(616)
niels_bohr	22	(257)	5	(2246)	2	(2029)	3	(1415)	90003.24	(787)	0.00043	(334)
werner_heisenberg	19	(346)	9	(927)	2	(2029)	4	(163)	260075.11	(243)	0.00039	(415)
wolfgang_pauli	15	(516)	7	(1417)	2	(2029)	3	(1415)	232509.09	(281)	0.00036	(467)
aaliyah	0	(8631)	2	(5060)	0	(7905)	1	(5739)	0.00	(6272)	0.00001	(9014)
janet_jackson	6	(1728)	9	(927)	2	(2029)	3	(1415)	59302.69	(1137)	0.00006	(3889)
a._a._milne	1	(5808)	3	(3804)	1	(4240)	2	(3182)	15154.87	(2887)	0.00002	(7307)
brian_jones	6	(1728)	3	(3804)	2	(2029)	2	(3182)	8379.52	(3745)	0.00034	(508)
h._g._wells	18	(373)	24	(121)	4	(282)	4	(163)	594081.64	(99)	0.00022	(1030)
