nodes	edges	clustering	sizeGC	sizeGC%	averagePathLength	reciprocity	density	diameter	a_out_in	a_out_in_avg	a_out_in_z	a_out_in_ASP	a_in_out	a_in_out_avg	a_in_out_z	a_in_out_ASP	a_out_out	a_out_out_avg	a_out_out_z	a_out_out_ASP	a_in_in	a_in_in_avg	a_in_in_z	a_in_in_ASP	kin_max_val	kin_max_avg	kin_max_sigma	kin_max_z	kin_max_size	kin_size_avg	kin_size_sigma	kin_size_z	kout_max_val	kout_max_avg	kout_max_sigma	kout_max_z	kout_max_size	kout_size_avg	kout_size_sigma	kout_size_z
52039	283684	0.0580143795371	27342	0.525413632084	6.13884672718	0.147922404017	0.000104757542732	36	0.0800919182916	-0.00490927645056	52.3051480038	0.540606545677	0.0915564618473	-0.00157718951558	48.2444965082	0.49863716289	0.108897401111	-0.00267039311603	62.4833151708	0.645804293957	0.0331747887151	-0.00291559391792	19.838400817	0.205042328466	20	5	0.0	Nan	36	4131	128.930213682	-31.7613682865	20	6	0.0	Nan	32	4605	139.731886125	-32.7269610883	
