user	indegree	indegree_ranking	outdegree	outdegree_ranking	kin	kin_ranking	kout	kout_ranking	betweeness	betweeness_ranking	pagerank	pagerank_ranking	
2_Pac	11	(631)	5	(2114)	2	(1469)	2	(2563)	53269.18	(2243)	0.00019	(906)
50_Cent	17	(266)	1	(9999)	2	(1469)	1	(7026)	94259.62	(1461)	0.00019	(872)
Afeni_Shakur	1	(8639)	0	(15580)	1	(5026)	0	(14312)	0.00	(8270)	0.00004	(6118)
Niccolò_Machiavelli	11	(631)	0	(15580)	3	(415)	0	(14312)	0.00	(8270)	0.00026	(492)
Sean_Combs	8	(1056)	2	(6436)	2	(1469)	2	(2563)	50010.22	(2354)	0.00010	(2299)
Suge_Knight	2	(5452)	3	(4216)	2	(1469)	2	(2563)	5290.76	(5837)	0.00006	(5169)
Mike_Tyson	13	(475)	9	(695)	2	(1469)	2	(2563)	248636.10	(557)	0.00058	(97)
A.A._Milne	2	(5452)	1	(9999)	1	(5026)	1	(7026)	717.10	(6699)	0.00002	(8773)
Herbert_George_Wells	13	(475)	1	(9999)	2	(1469)	1	(7026)	45283.69	(2499)	0.00010	(2571)
A.E._van_Vogt	2	(5452)	3	(4216)	2	(1469)	2	(2563)	201920.69	(709)	0.00005	(5617)
Alfred_Korzybski	5	(2067)	13	(283)	2	(1469)	2	(2563)	193664.11	(738)	0.00003	(7044)
Charles_Darwin	27	(103)	6	(1598)	3	(415)	2	(2563)	670216.64	(182)	0.00062	(83)
Philip_K._Dick	2	(5452)	0	(15580)	2	(1469)	0	(14312)	0.00	(8270)	0.00003	(7793)
A.J._McLean	1	(8639)	1	(9999)	1	(5026)	1	(7026)	0.00	(8270)	0.00008	(4006)
Backstreet_Boys	6	(1676)	3	(4216)	1	(5026)	1	(7026)	34121.00	(2937)	0.00023	(608)
A._L._Morton	0	(14048)	3	(4216)	0	(12263)	2	(2563)	0.00	(8270)	0.00001	(16687)
Christopher_Hill	2	(5452)	2	(6436)	1	(5026)	2	(2563)	51380.30	(2305)	0.00004	(6661)
Eric_Hobsbawm	2	(5452)	2	(6436)	0	(12263)	2	(2563)	9791.31	(4981)	0.00002	(11359)
Maurice_Comforth	1	(8639)	1	(9999)	0	(12263)	1	(7026)	1021.62	(6614)	0.00001	(13009)
A._Michael_Spence	1	(8639)	4	(2960)	1	(5026)	1	(7026)	29079.56	(3198)	0.00001	(12114)
George_A._Akerlof	2	(5452)	4	(2960)	1	(5026)	1	(7026)	47966.25	(2413)	0.00002	(9675)
Joseph_E._Stiglitz	6	(1676)	3	(4216)	1	(5026)	1	(7026)	141993.81	(1013)	0.00005	(5299)
Kenneth_Arrow	5	(2067)	6	(1598)	2	(1469)	1	(7026)	153897.02	(935)	0.00006	(5023)
Thomas_C._Schelling	2	(5452)	1	(9999)	1	(5026)	1	(7026)	11371.00	(4734)	0.00011	(2205)
AEK_Athen	3	(3706)	1	(9999)	0	(12263)	0	(14312)	3.00	(7746)	0.00003	(7150)
Thodoris_Zagorakis	1	(8639)	0	(15580)	0	(12263)	0	(14312)	0.00	(8270)	0.00004	(6523)
Aage_Ernst_Larsen	3	(3706)	3	(4216)	3	(415)	3	(454)	0.00	(8270)	0.00009	(2845)
Bert_Bushnell	3	(3706)	3	(4216)	3	(415)	3	(454)	0.00	(8270)	0.00009	(2845)
Ebbe_Parsner	3	(3706)	3	(4216)	3	(415)	3	(454)	0.00	(8270)	0.00009	(2845)
Richard_Burnell	3	(3706)	3	(4216)	3	(415)	3	(454)	0.00	(8270)	0.00009	(2845)
Aage_Kvalbein	4	(2702)	3	(4216)	2	(1469)	2	(2563)	16494.75	(4193)	0.00007	(4454)
Eva_Knardahl	2	(5452)	2	(6436)	2	(1469)	2	(2563)	0.00	(8270)	0.00004	(6081)
Jens_Harald_Bratlie	3	(3706)	4	(2960)	2	(1469)	2	(2563)	82128.95	(1620)	0.00006	(5006)
Mari_Maurstad	4	(2702)	3	(4216)	2	(1469)	2	(2563)	44933.02	(2511)	0.00007	(4528)
Aage_Niels_Bohr	4	(2702)	1	(9999)	2	(1469)	1	(7026)	9850.92	(4973)	0.00006	(4801)
Niels_Bohr	19	(214)	11	(441)	2	(1469)	3	(454)	285103.26	(485)	0.00029	(394)
Aage_Samuelsen	2	(5452)	3	(4216)	1	(5026)	3	(454)	44597.12	(2526)	0.00003	(7453)
Kåre_Kristiansen	4	(2702)	9	(695)	1	(5026)	3	(454)	158771.51	(903)	0.00005	(5691)
Leif_Juster	8	(1056)	17	(153)	3	(415)	3	(454)	634789.17	(190)	0.00009	(3780)
Tor_Edvin_Dahl	9	(879)	8	(872)	4	(295)	4	(315)	442117.93	(290)	0.00014	(1444)
Aage_Vestøl	0	(14048)	1	(9999)	0	(12263)	1	(7026)	0.00	(8270)	0.00001	(14102)
Olaf_Barda	1	(8639)	1	(9999)	0	(12263)	1	(7026)	8328.00	(5273)	0.00002	(10447)
Aaliyah	2	(5452)	2	(6436)	2	(1469)	2	(2563)	5102.76	(5862)	0.00005	(5473)
R._Kelly	6	(1676)	6	(1598)	2	(1469)	3	(454)	101071.23	(1378)	0.00013	(1689)
Timbaland	10	(764)	7	(1210)	2	(1469)	2	(2563)	99338.01	(1404)	0.00017	(1024)
Aarne_Ervi	0	(14048)	1	(9999)	0	(12263)	0	(14312)	0.00	(8270)	0.00001	(14102)
Alvar_Aalto	2	(5452)	0	(15580)	1	(5026)	0	(14312)	0.00	(8270)	0.00002	(9824)
Aarne_Reini	0	(14048)	1	(9999)	0	(12263)	0	(14312)	0.00	(8270)	0.00001	(14102)
Yasar_Erkan	1	(8639)	0	(15580)	0	(12263)	0	(14312)	0.00	(8270)	0.00002	(10447)
Aaron_Beck	1	(8639)	1	(9999)	1	(5026)	1	(7026)	0.00	(8270)	0.00006	(5173)
Albert_Ellis	4	(2702)	2	(6436)	2	(1469)	1	(7026)	22659.25	(3658)	0.00010	(2338)
Aaron_Burr	5	(2067)	3	(4216)	3	(415)	3	(454)	5235.03	(5845)	0.00016	(1103)
Alexander_Hamilton	9	(879)	9	(695)	3	(415)	3	(454)	94404.87	(1460)	0.00034	(291)
George_Clinton	12	(541)	5	(2114)	3	(415)	3	(454)	116044.49	(1222)	0.00028	(425)
Thomas_Jefferson	28	(96)	10	(561)	3	(415)	3	(454)	1391149.85	(59)	0.00075	(61)
Aaron_Carter	0	(14048)	2	(6436)	0	(12263)	1	(7026)	0.00	(8270)	0.00001	(16687)
Nick_Carter	2	(5452)	1	(9999)	1	(5026)	1	(7026)	0.00	(8270)	0.00008	(3863)
Aaron_Ciechanover	2	(5452)	2	(6436)	2	(1469)	2	(2563)	0.00	(8270)	0.00009	(3009)
Avram_Hershko	2	(5452)	2	(6436)	2	(1469)	2	(2563)	0.00	(8270)	0.00009	(3009)
Irwin_Rose	2	(5452)	2	(6436)	2	(1469)	2	(2563)	0.00	(8270)	0.00009	(3009)
Aaron_Copland	8	(1056)	9	(695)	2	(1469)	3	(454)	395925.01	(330)	0.00010	(2289)
Benny_Goodman	27	(103)	4	(2960)	3	(415)	2	(2563)	321634.12	(427)	0.00020	(782)
Billy_the_Kid	6	(1676)	4	(2960)	2	(1469)	2	(2563)	176922.02	(801)	0.00007	(4220)
Einojuhani_Rautavaara	1	(8639)	0	(15580)	1	(5026)	0	(14312)	0.00	(8270)	0.00002	(9701)
Emily_Dickinson	2	(5452)	1	(9999)	1	(5026)	1	(7026)	10250.13	(4944)	0.00002	(9499)
Franklin_D._Roosevelt	64	(18)	13	(283)	3	(415)	3	(454)	1877692.23	(39)	0.00150	(13)
George_Gershwin	12	(541)	3	(4216)	3	(415)	2	(2563)	165381.96	(869)	0.00015	(1247)
Knut_Nystedt	2	(5452)	2	(6436)	2	(1469)	2	(2563)	122317.52	(1168)	0.00003	(7656)
Leonard_Bernstein	17	(266)	12	(342)	2	(1469)	3	(454)	179697.62	(786)	0.00008	(4152)
Nadia_Boulanger	9	(879)	21	(87)	2	(1469)	3	(454)	249986.83	(555)	0.00006	(4930)
Aaron_Johnson	0	(14048)	1	(9999)	0	(12263)	1	(7026)	0.00	(8270)	0.00001	(14102)
John_Lennon	63	(20)	16	(184)	3	(415)	3	(454)	3409190.17	(12)	0.00067	(74)
Aaron_Klug	0	(14048)	2	(6436)	0	(12263)	2	(2563)	0.00	(8270)	0.00001	(16687)
Elisabeth_II_av_Storbritannia	48	(33)	8	(872)	3	(415)	3	(454)	1537429.12	(49)	0.00055	(103)
Rosalind_Franklin	3	(3706)	4	(2960)	2	(1469)	2	(2563)	41921.38	(2607)	0.00012	(1995)
Aaron_Nimzowitsch	2	(5452)	3	(4216)	1	(5026)	1	(7026)	4060.51	(6016)	0.00002	(9635)
Siegbert_Tarrasch	2	(5452)	6	(1598)	1	(5026)	1	(7026)	32149.93	(3057)	0.00005	(5541)
Tigran_Petrosian	6	(1676)	2	(6436)	2	(1469)	1	(7026)	836404.96	(133)	0.00023	(613)
Wilhelm_Steinitz	6	(1676)	1	(9999)	2	(1469)	1	(7026)	90122.49	(1515)	0.00020	(764)
Aaron_Ramsey	0	(14048)	3	(4216)	0	(12263)	2	(2563)	0.00	(8270)	0.00001	(16687)
Alex_Ferguson	26	(111)	67	(2)	3	(415)	2	(2563)	2777581.02	(22)	0.00027	(453)
Arsène_Wenger	12	(541)	16	(184)	2	(1469)	2	(2563)	651868.40	(188)	0.00009	(2659)
Dave_Jones	2	(5452)	0	(15580)	0	(12263)	0	(14312)	0.00	(8270)	0.00002	(11352)
Aaron_Sorkin	3	(3706)	5	(2114)	2	(1469)	2	(2563)	17237.61	(4028)	0.00004	(6364)
Amanda_Peet	2	(5452)	3	(4216)	2	(1469)	1	(7026)	22994.03	(3571)	0.00002	(9966)
Bradley_Whitford	3	(3706)	1	(9999)	2	(1469)	1	(7026)	220.25	(6954)	0.00003	(8252)
Matthew_Langford_Perry	3	(3706)	0	(15580)	2	(1469)	0	(14312)	0.00	(8270)	0.00008	(4123)
Michael_Douglas	17	(266)	4	(2960)	2	(1469)	2	(2563)	135023.99	(1065)	0.00028	(422)
Rob_Lowe	3	(3706)	3	(4216)	1	(5026)	2	(2563)	10964.89	(4876)	0.00002	(9279)
Aaron_Spelling	4	(2702)	1	(9999)	2	(1469)	1	(7026)	7955.10	(5564)	0.00028	(427)
Tori_Spelling	2	(5452)	1	(9999)	2	(1469)	1	(7026)	210.80	(6960)	0.00027	(458)
Aase_Bjerkholt	0	(14048)	2	(6436)	0	(12263)	2	(2563)	0.00	(8270)	0.00001	(16687)
Einar_Gerhardsen	25	(119)	26	(44)	2	(1469)	3	(454)	1241324.35	(65)	0.00045	(173)
Rakel_Seweriin	3	(3706)	2	(6436)	1	(5026)	2	(2563)	6929.84	(5658)	0.00003	(7047)
Aase_Bye	1	(8639)	1	(9999)	1	(5026)	1	(7026)	50541.06	(2335)	0.00003	(8049)
Henny_Moan	3	(3706)	5	(2114)	2	(1469)	3	(454)	103934.73	(1349)	0.00005	(5328)
Aase_Lionæs	1	(8639)	4	(2960)	1	(5026)	2	(2563)	3795.75	(6058)	0.00001	(12539)
Anwar_Sadat	20	(189)	4	(2960)	2	(1469)	2	(2563)	111151.91	(1272)	0.00049	(141)
Henry_Kissinger	22	(156)	5	(2114)	3	(415)	3	(454)	119488.52	(1189)	0.00034	(297)
Lê_Ðức_Thọ	3	(3706)	0	(15580)	1	(5026)	0	(14312)	0.00	(8270)	0.00018	(994)
Menachem_Begin	8	(1056)	6	(1598)	2	(1469)	2	(2563)	38403.37	(2752)	0.00031	(361)
Aase_Nordmo_Løvberg	1	(8639)	2	(6436)	0	(12263)	1	(7026)	186.56	(6974)	0.00001	(13850)
Herbert_von_Karajan	11	(631)	12	(342)	1	(5026)	3	(454)	130210.90	(1103)	0.00008	(3957)
Jussi_Björling	4	(2702)	0	(15580)	1	(5026)	0	(14312)	0.00	(8270)	0.00002	(8543)
Aasmund_Brynildsen	4	(2702)	12	(342)	1	(5026)	3	(454)	270764.20	(514)	0.00004	(6294)
Agnar_Mykle	6	(1676)	6	(1598)	2	(1469)	3	(454)	75558.70	(1731)	0.00009	(3781)
Aleksandr_Solzjenitsyn	5	(2067)	3	(4216)	2	(1469)	2	(2563)	69147.29	(1861)	0.00005	(5522)
Boris_Pasternak	3	(3706)	0	(15580)	1	(5026)	0	(14312)	0.00	(8270)	0.00002	(9093)
Carl_Fredrik_Engelstad	7	(1361)	2	(6436)	3	(415)	2	(2563)	287140.31	(480)	0.00017	(1064)
Fjodor_Dostojevskij	14	(412)	2	(6436)	2	(1469)	2	(2563)	495700.21	(253)	0.00024	(548)
Johannes_Kepler	5	(2067)	5	(2114)	1	(5026)	2	(2563)	15688.94	(4244)	0.00003	(6840)
Karin_Bang	2	(5452)	2	(6436)	1	(5026)	2	(2563)	3716.83	(6073)	0.00002	(10166)
Nikita_Khrusjtsjov	33	(67)	5	(2114)	3	(415)	3	(454)	521719.33	(244)	0.00100	(35)
Nikolaus_av_Cusa	3	(3706)	0	(15580)	1	(5026)	0	(14312)	0.00	(8270)	0.00002	(8793)
Pierre_Teilhard_de_Chardin	3	(3706)	6	(1598)	1	(5026)	3	(454)	29119.04	(3197)	0.00002	(8302)
Rudolf_Steiner	15	(347)	31	(28)	2	(1469)	3	(454)	985925.38	(98)	0.00009	(2670)
Vladimir_Solovjov	1	(8639)	2	(6436)	1	(5026)	2	(2563)	135.95	(7022)	0.00001	(12854)
Aasmund_Olavsson_Vinje	5	(2067)	10	(561)	3	(415)	3	(454)	163857.59	(878)	0.00010	(2561)
Bjørnstjerne_Bjørnson	26	(111)	16	(184)	3	(415)	4	(315)	990901.24	(96)	0.00047	(154)
Dyre_Vaa	5	(2067)	3	(4216)	3	(415)	3	(454)	13352.52	(4423)	0.00008	(3894)
Georg_Wilhelm_Friedrich_Hegel	18	(247)	8	(872)	3	(415)	3	(454)	449579.74	(280)	0.00015	(1326)
Henrik_Ibsen	64	(18)	18	(130)	3	(415)	4	(315)	5081326.34	(6)	0.00100	(34)
Henrik_Wergeland	19	(214)	18	(130)	3	(415)	4	(315)	853015.38	(131)	0.00024	(549)
Ivar_Aasen	9	(879)	3	(4216)	3	(415)	3	(454)	32069.39	(3062)	0.00010	(2295)
Jonas_Lie	7	(1361)	3	(4216)	3	(415)	2	(2563)	50327.31	(2342)	0.00009	(3605)
Karl_IV	7	(1361)	8	(872)	2	(1469)	3	(454)	100618.67	(1386)	0.00004	(6055)
Ludvig_Holberg	20	(189)	2	(6436)	3	(415)	2	(2563)	253044.89	(544)	0.00024	(580)
Søren_Jaabæk	1	(8639)	0	(15580)	1	(5026)	0	(14312)	0.00	(8270)	0.00002	(10181)
Aatos_Jaskari	0	(14048)	2	(6436)	0	(12263)	0	(14312)	0.00	(8270)	0.00001	(16687)
Robert_Pearce	2	(5452)	0	(15580)	0	(12263)	0	(14312)	0.00	(8270)	0.00003	(7289)
Ödön_Zombori	2	(5452)	1	(9999)	0	(12263)	0	(14312)	1.00	(7991)	0.00002	(9442)
Abba_Eban	1	(8639)	3	(4216)	1	(5026)	2	(2563)	51181.30	(2313)	0.00003	(7472)
Chaim_Weizmann	4	(2702)	5	(2114)	1	(5026)	2	(2563)	69263.41	(1859)	0.00007	(4427)
David_Ben-Gurion	11	(631)	9	(695)	2	(1469)	3	(454)	531960.07	(238)	0.00021	(747)
Levi_Eshkol	4	(2702)	1	(9999)	2	(1469)	1	(7026)	6512.68	(5706)	0.00006	(5052)
Abby_Elliott	2	(5452)	3	(4216)	2	(1469)	2	(2563)	4162.00	(6000)	0.00004	(6696)
Bob_Elliott	2	(5452)	2	(6436)	2	(1469)	2	(2563)	0.00	(8270)	0.00003	(7130)
Chris_Elliott	3	(3706)	3	(4216)	2	(1469)	2	(2563)	26898.00	(3296)	0.00004	(6104)
David_Letterman	31	(82)	35	(16)	3	(415)	3	(454)	4500399.30	(8)	0.00032	(339)
Abby_Mann	0	(14048)	1	(9999)	0	(12263)	1	(7026)	0.00	(8270)	0.00001	(14102)
Richard_Widmark	1	(8639)	2	(6436)	0	(12263)	2	(2563)	8327.00	(5331)	0.00002	(10877)
Abd_ar-Rahman_Arif	1	(8639)	2	(6436)	1	(5026)	2	(2563)	0.00	(8270)	0.00021	(711)
Ahmad_Hasan_al-Bakr	3	(3706)	2	(6436)	1	(5026)	2	(2563)	11369.00	(4819)	0.00045	(168)
Saddam_Hussein	39	(46)	4	(2960)	3	(415)	2	(2563)	579589.79	(213)	0.00152	(12)
Abd_ar-Rahman_Swar_ad-Dahab	0	(14048)	1	(9999)	0	(12263)	1	(7026)	0.00	(8270)	0.00001	(14102)
El_Jaafar_Nimeiry	1	(8639)	1	(9999)	0	(12263)	1	(7026)	8327.00	(5331)	0.00002	(10447)
Abdel_Al-Rashid	0	(14048)	2	(6436)	0	(12263)	1	(7026)	0.00	(8270)	0.00001	(16687)
Imre_Polyak	2	(5452)	1	(9999)	1	(5026)	1	(7026)	0.00	(8270)	0.00013	(1537)
Jakov_Punkin	2	(5452)	1	(9999)	1	(5026)	1	(7026)	0.00	(8270)	0.00013	(1537)
Abdelaziz_Belkhadem	1	(8639)	1	(9999)	1	(5026)	1	(7026)	11369.00	(4819)	0.00004	(6000)
Ahmed_Ouyahia	1	(8639)	1	(9999)	1	(5026)	1	(7026)	8325.00	(5503)	0.00005	(5646)
Abdelaziz_Bouteflika	3	(3706)	3	(4216)	2	(1469)	2	(2563)	43546.00	(2562)	0.00011	(2041)
Ahmed_Ben_Bella	3	(3706)	3	(4216)	2	(1469)	2	(2563)	50582.58	(2333)	0.00008	(3829)
Houari_Boumédiènne	4	(2702)	3	(4216)	2	(1469)	2	(2563)	61635.58	(2012)	0.00011	(2207)
Abdelkader_Taleb_Oumar	0	(14048)	1	(9999)	0	(12263)	0	(14312)	0.00	(8270)	0.00001	(14102)
Mohamed_Abdelaziz	1	(8639)	0	(15580)	0	(12263)	0	(14312)	0.00	(8270)	0.00002	(10447)
Abdirashid_Ali_Shermarke	2	(5452)	1	(9999)	1	(5026)	1	(7026)	8.00	(7478)	0.00007	(4393)
Omar_Abdirashid_Ali_Sharmarke	1	(8639)	2	(6436)	1	(5026)	1	(7026)	5.00	(7607)	0.00007	(4292)
Abdoulaye_Wade	0	(14048)	1	(9999)	0	(12263)	0	(14312)	0.00	(8270)	0.00001	(14102)
Léopold_Sédar_Senghor	1	(8639)	0	(15580)	0	(12263)	0	(14312)	0.00	(8270)	0.00002	(10447)
Abdul_Ghani_Baradar	0	(14048)	1	(9999)	0	(12263)	1	(7026)	0.00	(8270)	0.00001	(14102)
Hamid_Karzai	10	(764)	3	(4216)	2	(1469)	2	(2563)	59203.84	(2068)	0.00025	(504)
Abdul_Rashid_Dostum	3	(3706)	6	(1598)	1	(5026)	2	(2563)	33391.01	(2996)	0.00002	(8498)
Ahmed_Shah_Massoud	4	(2702)	15	(211)	1	(5026)	3	(454)	30247.43	(3144)	0.00002	(9971)
Burhanuddin_Rabbani	6	(1676)	2	(6436)	2	(1469)	2	(2563)	18114.47	(3965)	0.00011	(2137)
Ismail_Khan	1	(8639)	1	(9999)	1	(5026)	1	(7026)	0.00	(8270)	0.00001	(12643)
Mohammed_Najibullah	3	(3706)	2	(6436)	1	(5026)	1	(7026)	25002.50	(3427)	0.00003	(7850)
Timur_Lenk	1	(8639)	2	(6436)	1	(5026)	1	(7026)	18802.33	(3914)	0.00001	(12642)
Abdulkassim_Salat_Hassan	0	(14048)	1	(9999)	0	(12263)	1	(7026)	0.00	(8270)	0.00001	(14102)
Siad_Barre	3	(3706)	1	(9999)	0	(12263)	1	(7026)	9.00	(7452)	0.00003	(7189)
Abdullah_Ahmad_Badawi	1	(8639)	3	(4216)	1	(5026)	1	(7026)	5.00	(7607)	0.00006	(4664)
Anwar_Ibrahim	1	(8639)	1	(9999)	1	(5026)	1	(7026)	0.00	(8270)	0.00003	(7686)
Mahathir_bin_Mohamad	3	(3706)	1	(9999)	1	(5026)	1	(7026)	5.00	(7607)	0.00006	(4822)
Najib_Tun_Razak	1	(8639)	0	(15580)	1	(5026)	0	(14312)	0.00	(8270)	0.00003	(7686)
Abdullah_Gül	2	(5452)	1	(9999)	1	(5026)	0	(14312)	20.75	(7311)	0.00001	(11505)
Mustafa_Kemal_Atatürk	7	(1361)	0	(15580)	1	(5026)	0	(14312)	0.00	(8270)	0.00011	(2087)
Abdullah_Ibrahim	2	(5452)	3	(4216)	1	(5026)	2	(2563)	25831.05	(3352)	0.00002	(9465)
Duke_Ellington	31	(82)	7	(1210)	3	(415)	3	(454)	175463.14	(811)	0.00026	(464)
Kippie_Moeketsi	1	(8639)	2	(6436)	1	(5026)	1	(7026)	13796.12	(4389)	0.00001	(11463)
Thelonious_Monk	25	(119)	5	(2114)	3	(415)	3	(454)	54678.10	(2191)	0.00016	(1137)
Abdullah_av_Saudi-Arabia	3	(3706)	1	(9999)	1	(5026)	1	(7026)	22742.00	(3618)	0.00004	(6169)
Fahd_bin_Abdul_Aziz	1	(8639)	2	(6436)	1	(5026)	1	(7026)	11372.00	(4716)	0.00005	(5753)
Abdullahi_Yusuf_Ahmed	0	(14048)	2	(6436)	0	(12263)	1	(7026)	0.00	(8270)	0.00001	(16687)
Mohamed_Farrah_Aidid	1	(8639)	1	(9999)	0	(12263)	1	(7026)	0.00	(8270)	0.00001	(12261)
Abdurahman_Alamoudi	0	(14048)	1	(9999)	0	(12263)	1	(7026)	0.00	(8270)	0.00001	(14102)
Bill_Clinton	106	(6)	24	(58)	3	(415)	3	(454)	4962485.86	(7)	0.00220	(6)
Abdurrahman_Wahid	3	(3706)	3	(4216)	2	(1469)	2	(2563)	5553.17	(5806)	0.00015	(1303)
Jusuf_Habibie	2	(5452)	2	(6436)	2	(1469)	2	(2563)	10721.67	(4899)	0.00008	(4031)
Megawati_Sukarnoputri	4	(2702)	2	(6436)	2	(1469)	2	(2563)	3792.33	(6059)	0.00015	(1305)
Sukarno	4	(2702)	3	(4216)	2	(1469)	2	(2563)	26628.00	(3304)	0.00011	(2222)
Abdusalam_Abubakar	2	(5452)	1	(9999)	1	(5026)	1	(7026)	7.00	(7507)	0.00008	(3819)
Olusegun_Obasanjo	6	(1676)	3	(4216)	1	(5026)	1	(7026)	56.00	(7156)	0.00022	(643)
Abdülmecid_II	1	(8639)	1	(9999)	1	(5026)	1	(7026)	0.00	(8270)	0.00002	(11246)
Mehmet_VI	1	(8639)	3	(4216)	1	(5026)	1	(7026)	5.00	(7607)	0.00002	(8796)
Abel_Muzorewa	2	(5452)	3	(4216)	1	(5026)	2	(2563)	14140.92	(4358)	0.00008	(3836)
Joshua_Nkomo	4	(2702)	3	(4216)	2	(1469)	2	(2563)	100890.89	(1382)	0.00018	(919)
Ndabaningi_Sithole	1	(8639)	3	(4216)	1	(5026)	2	(2563)	0.33	(8242)	0.00003	(6943)
Robert_Mugabe	15	(347)	5	(2114)	2	(1469)	2	(2563)	101316.97	(1374)	0.00045	(170)
Abel_P._Upshur	3	(3706)	3	(4216)	2	(1469)	3	(454)	12382.69	(4537)	0.00006	(4922)
Daniel_Webster	6	(1676)	13	(283)	2	(1469)	4	(315)	276319.39	(499)	0.00008	(3876)
