user	indegree	indegree_ranking	outdegree	outdegree_ranking	kin	kin_ranking	kout	kout_ranking	betweeness	betweeness_ranking	pagerank	pagerank_ranking	
Paulo_IV	9	(716)	3	(1974)	4	(762)	3	(1460)	3671.99	(1567)	0.00047	(551)
Pío_IV	4	(1553)	3	(1974)	3	(1220)	3	(1460)	1651.01	(1986)	0.00030	(1047)
Fernando_Álvarez_de_Toledo_y_Pimentel	2	(2205)	6	(1143)	2	(1758)	3	(1460)	2993.19	(1763)	0.00028	(1133)
León_X	15	(310)	6	(1143)	5	(84)	5	(58)	19911.23	(465)	0.00096	(136)
Juan_XXIII	14	(362)	9	(727)	5	(84)	5	(58)	33071.42	(266)	0.00051	(471)
Pío_XII	16	(266)	24	(100)	5	(84)	5	(58)	66693.55	(115)	0.00066	(300)
Fidel_Castro	45	(21)	47	(8)	5	(84)	5	(58)	578106.07	(1)	0.00207	(22)
Pío_IX	13	(414)	12	(470)	5	(84)	5	(58)	26967.43	(339)	0.00051	(484)
Pablo_VI	13	(414)	16	(244)	5	(84)	5	(58)	37457.83	(233)	0.00049	(511)
Pío_XI	10	(620)	14	(335)	5	(84)	5	(58)	19192.21	(481)	0.00042	(643)
Pier_Paolo_Pasolini	11	(529)	4	(1650)	5	(84)	3	(1460)	11386.22	(756)	0.00049	(517)
Boris_III	2	(2205)	1	(2803)	1	(2440)	1	(2645)	9567.00	(870)	0.00016	(1937)
Juan_Pablo_II	38	(32)	16	(244)	5	(84)	5	(58)	184122.92	(23)	0.00107	(111)
Benedicto_XV	7	(953)	3	(1974)	5	(84)	3	(1460)	7421.17	(1032)	0.00033	(934)
Steve_Jobs	4	(1553)	5	(1374)	2	(1758)	2	(2018)	12129.03	(724)	0.00015	(1978)
Arnold_Schwarzenegger	18	(212)	23	(118)	5	(84)	5	(58)	47003.35	(179)	0.00044	(600)
Tim_Berners-Lee	1	(2681)	0	(3307)	1	(2440)	0	(3272)	0.00	(2824)	0.00007	(2906)
Bill_Gates	3	(1815)	4	(1650)	2	(1758)	2	(2018)	12604.13	(700)	0.00014	(2103)
