user	indegree	indegree_ranking	outdegree	outdegree_ranking	kin	kin_ranking	kout	kout_ranking	betweeness	betweeness_ranking	pagerank	pagerank_ranking	
14th_dalai_lama	6	(3166)	5	(4365)	2	(3983)	3	(2840)	219736.63	(1363)	0.00009	(2725)
george_w._bush	158	(5)	23	(317)	5	(192)	4	(583)	5729679.77	(13)	0.00222	(5)
jawaharlal_nehru	12	(1308)	5	(4365)	2	(3983)	2	(6109)	114459.97	(2464)	0.00016	(1072)
mikhail_gorbachev	36	(205)	13	(1011)	4	(433)	4	(583)	1430143.02	(142)	0.00057	(105)
mohandas_karamchand_gandhi	28	(352)	23	(317)	3	(1990)	4	(583)	1895518.77	(93)	0.00032	(275)
thubten_gyatso,_13th_dalai_lama	3	(6151)	2	(9681)	1	(8321)	1	(11100)	63296.00	(3809)	0.00005	(5043)
40_glocc	1	(11957)	1	(13659)	1	(8321)	1	(11100)	0.00	(12543)	0.00001	(12970)
50_cent	54	(76)	36	(94)	6	(106)	7	(22)	955623.87	(269)	0.00027	(408)
al_pacino	48	(109)	10	(1592)	4	(433)	4	(583)	277977.35	(1080)	0.00019	(743)
big_pun	7	(2679)	1	(13659)	4	(433)	1	(11100)	185.38	(11450)	0.00005	(5490)
cam'ron	7	(2679)	3	(7235)	4	(433)	3	(2840)	16225.07	(7486)	0.00004	(7024)
dmx_(rapper)	15	(944)	13	(1011)	5	(192)	6	(198)	74037.84	(3433)	0.00006	(4343)
dr._dre	42	(144)	12	(1173)	6	(106)	6	(198)	263217.03	(1123)	0.00026	(452)
eminem	52	(88)	51	(29)	6	(106)	7	(22)	1365405.29	(159)	0.00028	(365)
fat_joe	19	(656)	10	(1592)	5	(192)	7	(22)	40764.23	(4894)	0.00011	(2019)
jam-master_jay	1	(11957)	4	(5568)	1	(8321)	3	(2840)	4734.26	(9515)	0.00001	(12971)
jay-z	64	(56)	19	(486)	7	(33)	7	(22)	451360.29	(652)	0.00035	(237)
kanye_west	47	(115)	47	(40)	7	(33)	7	(22)	1080824.17	(223)	0.00029	(358)
kelis	14	(1028)	2	(9681)	5	(192)	2	(6109)	19709.27	(6752)	0.00006	(4656)
