nodes	edges	clustering	sizeGC	sizeGC%	averagePathLength	reciprocity	density	diameter	a_out_in	a_out_in_avg	a_out_in_z	a_out_in_ASP	a_in_out	a_in_out_avg	a_in_out_z	a_in_out_ASP	a_out_out	a_out_out_avg	a_out_out_z	a_out_out_ASP	a_in_in	a_in_in_avg	a_in_in_z	a_in_in_ASP	kin_max_val	kin_max_avg	kin_max_sigma	kin_max_z	kin_max_size	kin_size_avg	kin_size_sigma	kin_size_z	kout_max_val	kout_max_avg	kout_max_sigma	kout_max_z	kout_max_size	kout_size_avg	kout_size_sigma	kout_size_z
3474	22107	0.120696109318	2717	0.78209556707	5.18024902606	0.202008623983	0.00183229422931	14	0.0618815147463	-0.00730377217715	10.9515006608	0.380809508836	0.104443092583	-0.0038502743628	14.8332335497	0.515786517068	0.131809865244	-0.00631351868589	19.4509561335	0.676355622941	0.0721168048288	-0.00476642313057	10.4283265029	0.362617509377	9	4	0.0	Nan	17	1130	32.7566787083	-33.9778037301	8	4	0.0	Nan	18	908	323.284704247	-2.75299136739	
