user	indegree	indegree_ranking	outdegree	outdegree_ranking	kin	kin_ranking	kout	kout_ranking	betweeness	betweeness_ranking	pagerank	pagerank_ranking	
Ali_Hassan_al-Majid	0	(3094)	1	(2766)	0	(3043)	1	(2612)	0.00	(2734)	0.00004	(3095)
Saddam_Hussein	24	(114)	5	(1354)	5	(191)	3	(1422)	29969.64	(296)	0.00087	(186)
António_de_Oliveira_Salazar	5	(1239)	4	(1581)	1	(2275)	3	(1422)	12609.74	(706)	0.00033	(990)
Marcello_Caetano	1	(2538)	1	(2766)	1	(2275)	1	(2612)	0.00	(2734)	0.00012	(2252)
Benito_Mussolini	31	(61)	25	(75)	5	(191)	5	(311)	188964.54	(22)	0.00157	(42)
Francisco_Franco	29	(73)	5	(1354)	5	(191)	3	(1422)	58752.45	(132)	0.00150	(51)
Adolf_Hitler	94	(1)	26	(67)	5	(191)	4	(758)	297379.06	(10)	0.00415	(1)
Nikolaus_Harnoncourt	1	(2538)	1	(2766)	1	(2275)	1	(2612)	0.00	(2734)	0.00010	(2412)
Johann_Sebastian_Bach	30	(65)	15	(280)	4	(573)	5	(311)	62146.88	(119)	0.00095	(148)
Robert_McNamara	2	(2075)	2	(2294)	1	(2275)	2	(1961)	521.42	(2305)	0.00016	(1876)
John_Fitzgerald_Kennedy	43	(28)	22	(104)	6	(57)	4	(758)	116028.93	(44)	0.00242	(15)
Lyndon_B._Johnson	22	(137)	3	(1888)	5	(191)	3	(1422)	11948.67	(744)	0.00147	(55)
Marcel_Duchamp	5	(1239)	4	(1581)	3	(1066)	2	(1961)	7139.44	(1055)	0.00012	(2181)
Octavio_Paz	3	(1702)	2	(2294)	3	(1066)	2	(1961)	2819.78	(1734)	0.00009	(2534)
Eadweard_Muybridge	1	(2538)	3	(1888)	1	(2275)	2	(1961)	996.55	(2134)	0.00007	(2784)
Joseph_McCarthy	10	(596)	3	(1888)	5	(191)	2	(1961)	4342.26	(1375)	0.00057	(408)
Aleksandr_Aleksandrovič_Alechin	2	(2075)	3	(1888)	2	(1534)	3	(1422)	789.17	(2187)	0.00010	(2429)
Claude_Makélélé	1	(2538)	1	(2766)	1	(2275)	1	(2612)	42.64	(2636)	0.00006	(2939)
Zinédine_Zidane	16	(282)	6	(1141)	3	(1066)	4	(758)	30615.49	(282)	0.00070	(292)
Andrew_Jackson	8	(809)	4	(1581)	4	(573)	3	(1422)	11949.99	(743)	0.00086	(191)
John_Quincy_Adams	5	(1239)	3	(1888)	4	(573)	3	(1422)	595.79	(2258)	0.00066	(330)
Martin_Van_Buren	4	(1459)	4	(1581)	3	(1066)	2	(1961)	5890.97	(1203)	0.00055	(440)
John_Adams	10	(596)	5	(1354)	4	(573)	3	(1422)	22380.56	(409)	0.00098	(133)
James_Monroe	5	(1239)	4	(1581)	4	(573)	3	(1422)	5718.34	(1222)	0.00055	(428)
