nodes	edges	clustering	sizeGC	sizeGC%	averagePathLength	reciprocity	density	diameter	a_out_in	a_out_in_avg	a_out_in_z	a_out_in_ASP	a_in_out	a_in_out_avg	a_in_out_z	a_in_out_ASP	a_out_out	a_out_out_avg	a_out_out_z	a_out_out_ASP	a_in_in	a_in_in_avg	a_in_in_z	a_in_in_ASP	kin_max_val	kin_max_avg	kin_max_sigma	kin_max_z	kin_max_size	kin_size_avg	kin_size_sigma	kin_size_z	kout_max_val	kout_max_avg	kout_max_sigma	kout_max_z	kout_max_size	kout_size_avg	kout_size_sigma	kout_size_z
24585	76732	0.0765492067169	10884	0.442708968883	7.9599725556	0.183009259259	0.00012695615423	35	0.0361338231323	-0.0017983042344	11.3627654151	0.322568667703	0.0667106416521	-0.000407933534605	19.2308184238	0.545928675913	0.0848034442915	-0.000764897004162	23.2093042214	0.658870800153	0.0469463043501	-0.000735973834311	14.2567196613	0.404722873258	10	2	0.0	Nan	25	6315	92.1954445729	-68.224628984	10	2	0.0	Nan	23	4440	3270.14388063	-1.35070509471	
