Jacob_Obrecht	Josquin_Des_Prez
Jeanne_d'Arc	Arthur_Honegger
Jeanne_d'Arc	Giuseppe_Verdi
John_Adams_(president_VS)	John_Quincy_Adams
John_Adams_(president_VS)	Benjamin_Franklin
John_Adams_(president_VS)	George_H.W._Bush
John_Adams_(president_VS)	George_W._Bush
John_Adams_(president_VS)	Thomas_Jefferson
Eleanor_Roosevelt	Franklin_Delano_Roosevelt
Eleanor_Roosevelt	Franklin_Delano_Roosevelt
François_Fillon	Jean-Pierre_Raffarin
François_Fillon	Nicolas_Sarkozy
François_Fillon	Dominique_de_Villepin
Haile_Selassie	Salomo
Haile_Selassie	Bob_Marley
Jim_Morrison	Kurt_Cobain
Jim_Morrison	Val_Kilmer
Jim_Morrison	Jimi_Hendrix
Jim_Morrison	Oliver_Stone
Jim_Morrison	Brian_Jones
Jim_Morrison	Janis_Joplin
Jim_Morrison	William_Blake
Jim_Morrison	Aldous_Huxley
Imre_Nagy	Miklós_Horthy
Imre_Nagy	Georgi_Malenkov
Imre_Nagy	Vjatsjeslav_Molotov
Imre_Nagy	Nikita_Chroesjtsjov
Imre_Nagy	Josip_Broz_Tito
Óscar_Pereiro	George_Hincapie
Óscar_Pereiro	Alberto_Contador
Óscar_Pereiro	Lance_Armstrong
Óscar_Pereiro	Floyd_Landis
Arnold_Schwarzenegger	Ronald_Reagan
Arnold_Schwarzenegger	Bruce_Willis
Arnold_Schwarzenegger	George_H.W._Bush
Arnold_Schwarzenegger	Adolf_Hitler
Arnold_Schwarzenegger	Dick_Cheney
Arnold_Schwarzenegger	Sylvester_Stallone
Arnold_Schwarzenegger	George_W._Bush
Arnold_Schwarzenegger	Demi_Moore
Helen_Hunt	Jack_Nicholson
Helen_Hunt	Matthew_Broderick
Helen_Hunt	Frances_McDormand
Helen_Hunt	Liza_Minnelli
Helen_Hunt	Gwyneth_Paltrow
Jennifer_Connelly	David_Bowie
Jennifer_Connelly	Russell_Crowe
Jennifer_Connelly	Sergio_Leone
Jennifer_Connelly	Jared_Leto
Jennifer_Connelly	Kiefer_Sutherland
Jennifer_Connelly	Dennis_Hopper
Jennifer_Connelly	George_Lucas
Jennifer_Connelly	Ron_Howard
Jennifer_Connelly	Catherine_Zeta-Jones
Diego_Velázquez_(kunstschilder)	Titiaan
Diego_Velázquez_(kunstschilder)	Paus_Innocentius_X
Pervez_Musharraf	Nawaz_Sharif
Pervez_Musharraf	Mustafa_Kemal_Atatürk
Pervez_Musharraf	Benazir_Bhutto
W.H._Auden	Thomas_Mann
W.H._Auden	Benjamin_Britten
W.H._Auden	Igor_Stravinsky
W.H._Auden	William_Shakespeare
W.H._Auden	Hans_Werner_Henze
W.H._Auden	Sigmund_Freud
Herakleios	Justinianus_I
Herakleios	Theodosius_I
Christiaan_II_van_Denemarken	Albrecht_Dürer
Nicolaas_Copernicus	Claudius_Ptolemaeus
Nicolaas_Copernicus	Aristoteles
Nicolaas_Copernicus	Maarten_Luther
Nicolaas_Copernicus	Galileo_Galilei
Nicolaas_Copernicus	Isaac_Newton
Nicolaas_Copernicus	Johannes_Kepler
Nicolaas_Copernicus	Paus_Benedictus_XIV
Johannes_Kepler	Aristoteles
Johannes_Kepler	Tycho_Brahe
Johannes_Kepler	Isaac_Newton
Gerhard_Schröder	George_Gershwin
Gerhard_Schröder	Frank_Sinatra
Gerhard_Schröder	Angela_Merkel
Gerhard_Schröder	Vladimir_Poetin
Gerhard_Schröder	Kurt_Weill
Gerhard_Schröder	Jan_Peter_Balkenende
Gerhard_Schröder	Horst_Köhler
Gerhard_Schröder	Helmut_Kohl
Caspar_David_Friedrich	Nicolaas_I_van_Rusland
Caspar_David_Friedrich	Johann_Wolfgang_von_Goethe
Caspar_David_Friedrich	Franz_Schubert
Emir_Kusturica	Diego_Maradona
Emir_Kusturica	Jimi_Hendrix
Jacques_Villeneuve	Michael_Schumacher
Jacques_Villeneuve	Gilles_Villeneuve
Jacques_Villeneuve	Damon_Hill
Jacques_Villeneuve	Mika_Häkkinen
Mary_Wollstonecraft	William_Godwin
Christine_Lagarde	Dominique_Strauss-Kahn
Christine_Lagarde	Nicolas_Sarkozy
Christine_Lagarde	François_Fillon
Christine_Lagarde	Dominique_de_Villepin
Christine_Lagarde	Jacques_Chirac
Hubert_Humphrey	Spiro_Agnew
Hubert_Humphrey	John_F._Kennedy
Hubert_Humphrey	Robert_F._Kennedy
Hubert_Humphrey	Richard_Nixon
Hubert_Humphrey	Walter_Mondale
Hubert_Humphrey	Lyndon_B._Johnson
Lucius_Cornelius_Sulla	Gaius_Marius
Lucius_Cornelius_Sulla	Julius_Caesar
Lucius_Cornelius_Sulla	Plutarchus
Lucius_Cornelius_Sulla	Marcus_Licinius_Crassus_Dives
Jared_Leto	Mark_David_Chapman
Jared_Leto	Cameron_Diaz
Isabelle_Adjani	Jean-Michel_Jarre
Isabelle_Adjani	François_Truffaut
Isabelle_Adjani	Daniel_Day-Lewis
Elagabalus	Lawrence_Alma-Tadema
Elagabalus	Caracalla
Elagabalus	Severus_Alexander
Maria_Sjarapova	Maria_Kirilenko
Maria_Sjarapova	Kim_Clijsters
Maria_Sjarapova	Daniela_Hantuchová
Maria_Sjarapova	Shahar_Peer
Maria_Sjarapova	Zheng_Jie
Maria_Sjarapova	Serena_Williams
Maria_Sjarapova	Jelena_Janković
Maria_Sjarapova	Nadja_Petrova
Maria_Sjarapova	Ana_Ivanović
Maria_Sjarapova	Svetlana_Koeznetsova
Maria_Sjarapova	Daniela_Hantuchová
Maria_Sjarapova	Martina_Navrátilová
Maria_Sjarapova	Caroline_Wozniacki
Maria_Sjarapova	Jelena_Dementjeva
Maria_Sjarapova	Marion_Bartoli
Maria_Sjarapova	Patty_Schnyder
Maria_Sjarapova	Jelena_Dementjeva
Maria_Sjarapova	Svetlana_Koeznetsova
Maria_Sjarapova	Zheng_Jie
Maria_Sjarapova	Justine_Henin
Maria_Sjarapova	Samantha_Stosur
Billie_Joe_Armstrong	Tré_Cool
Billie_Joe_Armstrong	Michael_Pritchard
Patrice_de_Mac-Mahon	Napoleon_III
Patrice_de_Mac-Mahon	Adolphe_Thiers
Jennifer_Hudson	Rachel_Weisz
Jennifer_Hudson	Tilda_Swinton
Rosalynn_Carter	Hillary_Clinton
Rosalynn_Carter	Betty_Ford
Rosalynn_Carter	Jimmy_Carter
Rosalynn_Carter	Jacqueline_Kennedy_Onassis
Erwin_von_Witzleben	Adolf_Hitler
Erwin_von_Witzleben	Kurt_von_Schleicher
Erwin_von_Witzleben	Claus_Schenk_von_Stauffenberg
Andrés_Escobar	Carlos_Valderrama
Marco_Polo	Koeblai_Khan
Hanns_Eisler	Bertolt_Brecht
Hanns_Eisler	Charlie_Chaplin
Hanns_Eisler	Arnold_Schönberg
Hanns_Eisler	Igor_Stravinsky
Hanns_Eisler	Leonard_Bernstein
Hanns_Eisler	Aaron_Copland
Leopold_II_van_België	Napoleon_III
Leopold_II_van_België	Henry_Morton_Stanley
Leopold_II_van_België	Leopold_I_van_België
Georgi_Malenkov	Nikita_Chroesjtsjov
Georgi_Malenkov	Lavrenti_Beria
Georgi_Malenkov	Jozef_Stalin
Georgi_Malenkov	Michail_Gorbatsjov
Willy_Brandt	Kurt_Georg_Kiesinger
Willy_Brandt	Helmut_Schmidt
Willy_Brandt	Gustav_Heinemann
Willy_Brandt	Walter_Scheel
Willy_Brandt	Henry_Kissinger
Willy_Brandt	Norman_Borlaug
Willy_Brandt	Ludwig_Erhard
Charles_Peirce	Karl_Popper
Charles_Peirce	William_James
Charles_Peirce	John_Dewey
Charles_Peirce	Bertrand_Russell
Aljaksandr_Hleb	Arsène_Wenger
Mario_Puzo	Francis_Ford_Coppola
Mario_Puzo	Sophia_Loren
William_Wordsworth	Samuel_Taylor_Coleridge
Oliver_Smithies	Luc_Montagnier
Oliver_Smithies	Harald_zur_Hausen
Oliver_Smithies	Françoise_Barré-Sinoussi
Oliver_Smithies	Martin_Evans
Oliver_Smithies	Mario_Capecchi
Klaus_von_Klitzing	Simon_van_der_Meer
Sergej_Eisenstein	Jozef_Stalin
Erhard_Milch	Heinrich_Himmler
Erhard_Milch	Joseph_Goebbels
Erhard_Milch	Hermann_Göring
Erhard_Milch	Albert_Speer
Aleksander_Kwaśniewski	Kofi_Annan
Aleksander_Kwaśniewski	Lech_Wałęsa
Aleksander_Kwaśniewski	Ban_Ki-moon
Aleksander_Kwaśniewski	Lech_Kaczyński
Aleksander_Kwaśniewski	George_W._Bush
Giovanni_Paisiello	Catharina_II_van_Rusland
Giovanni_Paisiello	Wolfgang_Amadeus_Mozart
Karel_de_Grote	Constantijn_de_Grote
Karel_de_Grote	Karel_Martel
Karel_de_Grote	Lodewijk_de_Vrome
Karel_de_Grote	Paus_Leo_III
Karel_de_Grote	Haroen_ar-Rashid
Karel_de_Grote	Pepijn_de_Korte
Calvin_Coolidge	Franklin_Delano_Roosevelt
Calvin_Coolidge	Herbert_Hoover
Calvin_Coolidge	Charles_Dawes
Calvin_Coolidge	Warren_G._Harding
Calvin_Coolidge	Frank_Billings_Kellogg
Martin_Chalfie	Osamu_Shimomura
Ben_Stiller	Steve_Carell
Herbert_von_Karajan	Wolfgang_Amadeus_Mozart
Herbert_von_Karajan	Ludwig_van_Beethoven
Herbert_von_Karajan	Richard_Strauss
Herbert_von_Karajan	Johannes_Brahms
Herbert_von_Karajan	Richard_Wagner
Herbert_von_Karajan	Jean_Sibelius
Herbert_von_Karajan	Gustav_Mahler
Herbert_von_Karajan	Adolf_Hitler
Herbert_von_Karajan	Giacomo_Puccini
Herbert_von_Karajan	Anton_Bruckner
Elizabeth_I_van_Engeland	Ferdinand_Magellaan
Elizabeth_I_van_Engeland	Jane_Grey
Elizabeth_I_van_Engeland	Maria_I_van_Schotland
Elizabeth_I_van_Engeland	Filips_II_van_Spanje
Elizabeth_I_van_Engeland	Christopher_Marlowe
Elizabeth_I_van_Engeland	Willem_van_Oranje
Elizabeth_I_van_Engeland	Jacobus_I_van_Engeland
Elizabeth_I_van_Engeland	Anna_Boleyn
Elizabeth_I_van_Engeland	Walter_Raleigh
Elizabeth_I_van_Engeland	Catharina_van_Aragon
Elizabeth_I_van_Engeland	William_Shakespeare
Elizabeth_I_van_Engeland	Thomas_Cranmer
Elizabeth_I_van_Engeland	Catharina_Parr
Elizabeth_I_van_Engeland	Francis_Drake
Rocco_Siffredi	Alain_Delon
Oliver_Stone	John_F._Kennedy
Oliver_Stone	Anthony_Hopkins
Oliver_Stone	George_W._Bush
Oliver_Stone	Richard_Nixon
Oliver_Stone	Fidel_Castro
Oliver_Stone	Hugo_Chávez
Georges_Braque	Pablo_Picasso
Nikita_Chroesjtsjov	Josip_Broz_Tito
Nikita_Chroesjtsjov	Aleksandr_Solzjenitsyn
Nikita_Chroesjtsjov	Dwight_D._Eisenhower
Nikita_Chroesjtsjov	Richard_Nixon
Nikita_Chroesjtsjov	Leonid_Brezjnev
Nikita_Chroesjtsjov	Joeri_Gagarin
Nikita_Chroesjtsjov	Charles_de_Gaulle
Nikita_Chroesjtsjov	Jozef_Stalin
Nikita_Chroesjtsjov	Soekarno
Marilyn_Manson_(zanger)	Charles_Manson
Marilyn_Manson_(zanger)	Dita_Von_Teese
Marilyn_Manson_(zanger)	David_Lynch
Marilyn_Manson_(zanger)	Marilyn_Monroe
Vergilius	Imperator_Caesar_Augustus
Vergilius	Aristoteles
Vergilius	Homerus
Vergilius	Dante_Alighieri
Vergilius	Horatius
Malcolm_X	Duke_Ellington
Malcolm_X	Martin_Luther_King
Steven_Tyler	Liv_Tyler
Steven_Tyler	Mick_Jagger
Steven_Tyler	Aerosmith
William_Shockley	Clinton_Davisson
William_Shockley	Chen_Ning_Yang
William_Shockley	Willis_Lamb
William_Shockley	Tsung-Dao_Lee
Christopher_Lee	Mohammed_Ali_Jinnah
Christopher_Lee	Peter_Jackson
Christopher_Lee	Karel_de_Grote
Christopher_Lee	Elizabeth_II_van_het_Verenigd_Koninkrijk
Christopher_Lee	Steven_Spielberg
Christopher_Lee	Ian_Fleming
Christopher_Lee	Tim_Burton
Christopher_Lee	Charlton_Heston
Christopher_Lee	Elizabeth_Taylor
Christopher_Lee	Stanley_Kubrick
Christopher_Lee	Billy_Wilder
Christopher_Lee	Frederik_I_van_Hohenstaufen
Christopher_Lee	Alfred_Hitchcock
Christopher_Lee	Sean_Connery
Taylor_Swift	Taylor_Lautner
Taylor_Swift	John_Mayer
Alfred_Russel_Wallace	Thomas_Malthus
Alfred_Russel_Wallace	Charles_Darwin
Alfred_Russel_Wallace	Joseph_Dalton_Hooker
Anton_Bruckner	Richard_Wagner
Anton_Bruckner	Franz_Liszt
Anton_Bruckner	Gustav_Mahler
Jean-Pierre_Jeunet	Audrey_Tautou
Eugen_d'Albert	Richard_Strauss
Geert_Wilders	Lars_Løkke_Rasmussen
Geert_Wilders	Margaret_Thatcher
Geert_Wilders	Ehud_Olmert
Geert_Wilders	Ariel_Sharon
Geert_Wilders	Barack_Obama
Steve_Wozniak	Neil_Armstrong
Steve_Wozniak	Steve_Jobs
Greta_Garbo	Lillian_Gish
Greta_Garbo	Gloria_Swanson
Ole_Gunnar_Solskjær	Oliver_Kahn
Ole_Gunnar_Solskjær	Alex_Ferguson
Johannes_Brahms	Robert_Schumann
Johannes_Brahms	Ludwig_van_Beethoven
Johannes_Brahms	Maarten_Luther
Johannes_Brahms	Richard_Wagner
Johannes_Brahms	Franz_Liszt
Johannes_Brahms	Gustav_Mahler
Johannes_Brahms	Clara_Schumann
Johannes_Brahms	Anton_Bruckner
Albert_Michelson	Gabriel_Jonas_Lippmann
Albert_Michelson	Joseph_John_Thomson
Søren_Kierkegaard	Aristoteles
Søren_Kierkegaard	Socrates
Søren_Kierkegaard	Friedrich_von_Schelling
Søren_Kierkegaard	Georg_Wilhelm_Friedrich_Hegel
Björn_Borg	Ilie_Năstase
Björn_Borg	Ivan_Lendl
Björn_Borg	Roger_Federer
Björn_Borg	Rafael_Nadal
Delta_Goodrem	Kylie_Minogue
Sandra_Bullock	Kate_Winslet
Sandra_Bullock	Nicole_Kidman
Sandra_Bullock	Keanu_Reeves
Sandra_Bullock	Ben_Affleck
Sandra_Bullock	Sylvester_Stallone
Emily_Dickinson	Walt_Whitman
Emily_Dickinson	John_Ruskin
Emily_Dickinson	John_Keats
Jeff_Bridges	Barbra_Streisand
Jeff_Bridges	Colin_Firth
Jeff_Bridges	Michelle_Pfeiffer
Jeff_Bridges	Robin_Williams
Jeff_Bridges	Clint_Eastwood
Jeff_Bridges	Kevin_Spacey
Jeff_Bridges	Tim_Robbins
Jeff_Bridges	Sean_Penn
Jeff_Bridges	Terry_Gilliam
Sandro_Botticelli	Leonardo_da_Vinci
Sandro_Botticelli	Giorgio_Vasari
Sandro_Botticelli	Girolamo_Savonarola
Sandro_Botticelli	Andrea_del_Verrocchio
Sandro_Botticelli	Girolamo_Savonarola
William_Blake	Jim_Jarmusch
William_Blake	Ben_Jonson
William_Blake	Jim_Morrison
William_Blake	Johnny_Depp
Norman_Mailer	Lee_Harvey_Oswald
Norman_Mailer	Pablo_Picasso
Norman_Mailer	Ernest_Hemingway
Norman_Mailer	Marilyn_Monroe
Norman_Mailer	Truman_Capote
Anders_Zorn	Grover_Cleveland
Anders_Zorn	Oscar_II_van_Zweden
José_Mourinho	Roman_Abramovitsj
José_Mourinho	Bobby_Robson
Jürgen_Melzer	Novak_Đoković
Jürgen_Melzer	Rafael_Nadal
Jürgen_Melzer	Juan_Martín_del_Potro
Jürgen_Melzer	Lleyton_Hewitt
Voltaire	David_Hume
Voltaire	Madame_de_Pompadour
Voltaire	Benjamin_Franklin
Voltaire	Giacomo_Casanova
Voltaire	Frederik_II_van_Pruisen
Voltaire	Stanislaus_Leszczyński
Voltaire	Gottfried_Wilhelm_Leibniz
Voltaire	Johann_Wolfgang_von_Goethe
Voltaire	Lodewijk_XVIII_van_Frankrijk
Voltaire	Jean-Jacques_Rousseau
John_Mather	Albert_Fert
John_Mather	George_Smoot
Faroek_van_Egypte	Gamal_Abdel_Nasser
Faroek_van_Egypte	Mohammed_Reza_Pahlavi
Alan_Greenspan	Ayn_Rand
Aimé_Césaire	Ségolène_Royal
Aimé_Césaire	André_Breton
Aimé_Césaire	Jacques_Chirac
Aimé_Césaire	William_Shakespeare
Aimé_Césaire	Nicolas_Sarkozy
Aimé_Césaire	Philippe_Pétain
John_Cassavetes	Roman_Polański
Don_McLean	Vincent_van_Gogh
Don_McLean	Pete_Seeger
Don_McLean	Buddy_Holly
Tenzin_Gyatso_(dalai_lama)	Nikita_Chroesjtsjov
Tenzin_Gyatso_(dalai_lama)	Richard_Gere
Tenzin_Gyatso_(dalai_lama)	Chiang_Kai-shek
Tenzin_Gyatso_(dalai_lama)	Zhou_Enlai
Tenzin_Gyatso_(dalai_lama)	Li_Xiannian
Tenzin_Gyatso_(dalai_lama)	Yves_Leterme
Tenzin_Gyatso_(dalai_lama)	Mao_Zedong
Tenzin_Gyatso_(dalai_lama)	Bill_Clinton
Tenzin_Gyatso_(dalai_lama)	Jiang_Zemin
Tenzin_Gyatso_(dalai_lama)	Bernardo_Bertolucci
Tenzin_Gyatso_(dalai_lama)	Deng_Xiaoping
Tenzin_Gyatso_(dalai_lama)	Dag_Hammarskjöld
Tenzin_Gyatso_(dalai_lama)	Wen_Jiabao
Tenzin_Gyatso_(dalai_lama)	Martin_Scorsese
Tenzin_Gyatso_(dalai_lama)	Mahatma_Gandhi
Tenzin_Gyatso_(dalai_lama)	Desmond_Tutu
Tenzin_Gyatso_(dalai_lama)	Brad_Pitt
Tenzin_Gyatso_(dalai_lama)	Jan_Peter_Balkenende
Tenzin_Gyatso_(dalai_lama)	George_W._Bush
Tenzin_Gyatso_(dalai_lama)	Michail_Gorbatsjov
Tenzin_Gyatso_(dalai_lama)	Jawaharlal_Nehru
Abdelaziz_Bouteflika	Ahmed_Ben_Bella
Tony_Curtis	Natalie_Wood
Tony_Curtis	Burt_Lancaster
Tony_Curtis	Jamie_Lee_Curtis
Tony_Curtis	Yul_Brynner
Tony_Curtis	Kirk_Douglas
Tony_Curtis	Peter_Falk
Tony_Curtis	Roger_Moore
Tony_Curtis	Marilyn_Monroe
Tony_Curtis	Jack_Lemmon
Tony_Curtis	Henry_Fonda
Tony_Curtis	Laurence_Olivier
Tiësto	Georg_Friedrich_Händel
Tiësto	Armin_van_Buuren
Tiësto	Nelly_Furtado
Tiësto	Flo_Rida
Tiësto	Samuel_Barber
Shawn_Michaels	Ric_Flair
Shawn_Michaels	Chris_Jericho
Shawn_Michaels	Triple_H
Shawn_Michaels	Vince_McMahon
Shawn_Michaels	Chris_Benoit
Shawn_Michaels	Kurt_Angle
Shawn_Michaels	Ken_Anderson
Shawn_Michaels	Mark_Calaway
Shawn_Michaels	John_Cena
Shawn_Michaels	Elvis_Presley
Charles_Laughton	Lillian_Gish
Charles_Laughton	Rembrandt_van_Rijn
Charles_Laughton	Galileo_Galilei
Charles_Laughton	Agatha_Christie
Emerson_Ferreira_da_Rosa	Fabio_Cannavaro
Eugene_O'Neill	Charlie_Chaplin
Kurt_Georg_Kiesinger	Heinrich_Lübke
Kurt_Georg_Kiesinger	Gustav_Heinemann
Kurt_Georg_Kiesinger	Willy_Brandt
Kurt_Georg_Kiesinger	Ludwig_Erhard
Zodiac_Killer	Charles_Manson
Alan_García	Alejandro_Toledo_Manrique
Alan_García	Hugo_Chávez
Alan_García	Michelle_Bachelet
Alan_García	Luiz_Inácio_Lula_da_Silva
Alan_García	Alberto_Fujimori
Alan_García	Evo_Morales
Aki_Kaurismäki	Jim_Jarmusch
Aki_Kaurismäki	Rainer_Werner_Fassbinder
Enver_Hoxha	Jozef_Stalin
Enver_Hoxha	Nikita_Chroesjtsjov
Mary_Robinson	Mary_McAleese
Mary_Robinson	Patrick_Hillery
Natalie_Portman	Anthony_Minghella
Natalie_Portman	Tim_Burton
Natalie_Portman	Woody_Allen
Natalie_Portman	Paul_McCartney
Natalie_Portman	Miloš_Forman
Natalie_Portman	Luc_Besson
Peter_Gabriel	Bob_Geldof
Peter_Gabriel	Steve_Biko
Peter_Gabriel	Phil_Collins
Peter_Gabriel	John_Lennon
Peter_Gabriel	Nelson_Mandela
Peter_Gabriel	Randy_Newman
Peter_Gabriel	Martin_Scorsese
Peter_Gabriel	Alan_Parker
Peter_Gabriel	Lou_Reed
Peter_Gabriel	David_Bowie
Peter_Gabriel	Joni_Mitchell
Peter_Gabriel	Bruce_Springsteen
Peter_Gabriel	Tracy_Chapman
Peter_Gabriel	Kate_Bush
Peter_Gabriel	Neil_Young
Gloria_Swanson	John_F._Kennedy
Gloria_Swanson	Joseph_P._Kennedy
Arundhati_Roy	Noam_Chomsky
Randy_Newman	Bing_Crosby
Richard_F._Heck	Ei-ichi_Negishi
Richard_F._Heck	Herbert_Brown
Timothy_Dalton	Julius_Caesar
Timothy_Dalton	Pierce_Brosnan
Timothy_Dalton	Roger_Moore
Dan_Quayle	John_F._Kennedy
Dan_Quayle	George_H.W._Bush
Dan_Quayle	Al_Gore
Paus_Pius_X	Paus_Benedictus_XV
Paus_Pius_X	Thomas_van_Aquino
Paus_Pius_X	Paus_Pius_XII
Paus_Pius_X	Paus_Johannes_XXIII
Paus_Pius_X	Paus_Pius_XI
Marcello_Mastroianni	Catherine_Deneuve
Marcello_Mastroianni	Anita_Ekberg
Marcello_Mastroianni	Federico_Fellini
Marcello_Mastroianni	Victor_Hugo
John_Everett_Millais	Dante_Gabriel_Rossetti
John_Everett_Millais	John_Ruskin
John_Everett_Millais	William_Shakespeare
John_Everett_Millais	Benjamin_Disraeli
Flea	Red_Hot_Chili_Peppers
Harry_S._Truman	Jozef_Stalin
Harry_S._Truman	George_Marshall_(generaal)
Harry_S._Truman	Dwight_D._Eisenhower
Harry_S._Truman	Clement_Attlee
Lodewijk_Filips_I_van_Frankrijk	Napoleon_III
Lodewijk_Filips_I_van_Frankrijk	Hendrik_IV_van_Frankrijk
Lodewijk_Filips_I_van_Frankrijk	Leopold_I_van_België
Lodewijk_Filips_I_van_Frankrijk	Napoleon_Bonaparte
Jackie_Chan	Bruce_Lee
Jackie_Chan	John_Woo
Robert_Hutchings_Goddard	Jules_Verne
Frans_II_van_het_Heilige_Roomse_Rijk	Joseph_Haydn
Frans_II_van_het_Heilige_Roomse_Rijk	Peter_I_van_Brazilië
Frans_II_van_het_Heilige_Roomse_Rijk	Maximiliaan_van_Mexico
Frans_II_van_het_Heilige_Roomse_Rijk	Frans_Jozef_I_van_Oostenrijk
Frans_II_van_het_Heilige_Roomse_Rijk	Napoleon_Bonaparte
Karel_II_van_Engeland	Lodewijk_XIII_van_Frankrijk
Karel_II_van_Engeland	Samuel_Pepys
Karel_II_van_Engeland	Lodewijk_XIV_van_Frankrijk
Karel_II_van_Engeland	Oliver_Cromwell
Karel_II_van_Engeland	Karel_I_van_Engeland
Rudolf_Christoph_Eucken	Rudyard_Kipling
Rudolf_Christoph_Eucken	Selma_Lagerlöf
Rudolf_Christoph_Eucken	Aristoteles
Rudolf_Christoph_Eucken	Georg_Wilhelm_Friedrich_Hegel
Gloria_Estefan	Céline_Dion
Gloria_Estefan	Aretha_Franklin
Gloria_Estefan	Shakira
Gloria_Estefan	Shania_Twain
Frank_Zappa	Igor_Stravinsky
Frank_Zappa	Anton_Webern
Frank_Zappa	Jimi_Hendrix
Frank_Zappa	Pierre_Boulez
Frank_Zappa	Karlheinz_Stockhausen
Frank_Zappa	Al_Gore
Chris_Benoit	Ric_Flair
Chris_Benoit	Chris_Jericho
Chris_Benoit	Triple_H
Chris_Benoit	Randy_Orton
Chris_Benoit	Aerosmith
Chris_Benoit	Shawn_Michaels
Chris_Benoit	Kurt_Angle
Chris_Benoit	John_Cena
Fernando_Pessoa	Arthur_Rimbaud
Fernando_Pessoa	Charles_Baudelaire
Fernando_Pessoa	William_Wordsworth
Fernando_Pessoa	Edgar_Allan_Poe
Fernando_Pessoa	William_Shakespeare
Fernando_Pessoa	John_Keats
Fernando_Pessoa	John_Milton
Fernando_Pessoa	Thomas_Carlyle
Fernando_Pessoa	Paul_Verlaine
Fernando_Pessoa	José_Saramago
Fernando_Pessoa	Luís_de_Camões
Fernando_Pessoa	Charles_Dickens
Alberto_Aquilani	Rafael_Benítez
Alberto_Aquilani	Xabi_Alonso
Abolhassan_Bani_Sadr	Mohammed_Reza_Pahlavi
John_Donne	Ben_Jonson
John_Donne	T.S._Eliot
John_Donne	John_Dryden
John_Donne	Thomas_More
Pablo_Picasso	Guillaume_Apollinaire
Pablo_Picasso	Igor_Stravinsky
Pablo_Picasso	Henri_Matisse
Pablo_Picasso	Francisco_Franco
Pablo_Picasso	Jozef_Stalin
Pablo_Picasso	Georges_Braque
Pablo_Picasso	Gertrude_Stein
Pablo_Picasso	André_Breton
Pablo_Picasso	André_Derain
Pablo_Picasso	Salvador_Dalí
Paus_Benedictus_XVI	Richard_Dawkins
Paus_Benedictus_XVI	Mohammed
Paus_Benedictus_XVI	Martin_Heidegger
Paus_Benedictus_XVI	Angela_Merkel
Paus_Benedictus_XVI	Ehud_Olmert
Paus_Benedictus_XVI	Fjodor_Dostojevski
Paus_Benedictus_XVI	Antoni_Gaudí
Paus_Benedictus_XVI	Karl_Jaspers
Paus_Benedictus_XVI	Lech_Kaczyński
Paus_Benedictus_XVI	Benedictus_van_Nursia
Paus_Benedictus_XVI	Mahmoud_Ahmadinejad
Colin_Powell	Ronald_Reagan
Colin_Powell	Madeleine_Albright
Colin_Powell	Condoleezza_Rice
Colin_Powell	John_McCain
Colin_Powell	George_W._Bush
Colin_Powell	Paul_Wolfowitz
Colin_Powell	Barack_Obama
Heinrich_Ignaz_Franz_Biber	Leopold_I_van_het_Heilige_Roomse_Rijk
Daniel_Radcliffe	Joanne_Rowling
Daniel_Radcliffe	Pierce_Brosnan
Daniel_Radcliffe	Emma_Watson
Daniel_Radcliffe	Rupert_Grint
Jacques_Brel	Isabelle_Huppert
Jacques_Brel	Claude_Jade
Jacques_Brel	Frank_Sinatra
Jacques_Brel	David_Bowie
Sepp_Blatter	Rio_Ferdinand
Julie_Christie	Julie_Andrews
Julie_Christie	Elizabeth_Taylor
Gregory_Peck	Harper_Lee
Gregory_Peck	Herman_Melville
William_Standish_Knowles	John_Fenn
José_Mujica	Tabaré_Vázquez
Alexandre_Dumas_père	Napoleon_III
Alexandre_Dumas_père	Charlton_Heston
Alexandre_Dumas_père	Christopher_Lee
Alexandre_Dumas_père	Gene_Kelly
Alexandre_Dumas_père	Leonardo_DiCaprio
Alexandre_Dumas_père	Charlie_Sheen
Alexandre_Dumas_père	Orson_Welles
Alexandre_Dumas_père	Jacques_Chirac
Alexandre_Dumas_père	Bryan_Adams
Alexandre_Dumas_père	Lucrezia_Borgia
Alexandre_Dumas_père	Kiefer_Sutherland
Alexandre_Dumas_père	Alain_Delon
Alexandre_Dumas_père	Faye_Dunaway
Alexandre_Dumas_père	Douglas_Fairbanks
Alexandre_Dumas_père	Victor_Hugo
Alexandre_Dumas_père	Napoleon_Bonaparte
Ei-ichi_Negishi	Richard_F._Heck
Ei-ichi_Negishi	Herbert_Brown
Alfred_Moisiu	Bamir_Topi
Alfred_Moisiu	Sali_Berisha
Alfred_Moisiu	Enver_Hoxha
Leopold_III_van_België	Albert_I_van_België
Leopold_III_van_België	Adolf_Hitler
Michelle_Williams_(actrice)	Heath_Ledger
Dennis_Hopper	James_Dean
Dennis_Hopper	Martin_Scorsese
Dennis_Hopper	David_Lynch
Dennis_Hopper	Steven_Spielberg
Willem_de_Veroveraar	Eduard_de_Belijder
Willem_de_Veroveraar	Hendrik_I_van_Frankrijk
Hugh_Grant	Julia_Roberts
Dwight_D._Eisenhower	John_F._Kennedy
