user	indegree	indegree_ranking	outdegree	outdegree_ranking	kin	kin_ranking	kout	kout_ranking	betweeness	betweeness_ranking	pagerank	pagerank_ranking	
Jacob_Obrecht	2	(1505)	1	(2264)	1	(1597)	1	(1812)	3052.97	(1456)	0.00008	(2549)
Josquin_Des_Prez	3	(1129)	4	(838)	1	(1597)	2	(786)	3591.98	(1389)	0.00015	(1891)
Maria_I_van_Schotland	5	(619)	4	(838)	2	(506)	2	(786)	6269.32	(1092)	0.00041	(728)
Catharina_de'_Medici	7	(391)	6	(480)	2	(506)	2	(786)	5306.71	(1216)	0.00058	(418)
Hendrik_VII_van_Engeland	9	(261)	4	(838)	2	(506)	2	(786)	9916.85	(830)	0.00163	(51)
Frans_II_van_Frankrijk	1	(2064)	2	(1618)	1	(1597)	2	(786)	280.92	(2026)	0.00014	(1945)
Elizabeth_I_van_Engeland	15	(85)	14	(73)	3	(98)	2	(786)	115770.31	(51)	0.00145	(69)
Ken_Thompson	1	(2064)	1	(2264)	1	(1597)	1	(1812)	0.00	(2245)	0.00043	(664)
Dennis_Ritchie	1	(2064)	1	(2264)	1	(1597)	1	(1812)	0.00	(2245)	0.00043	(664)
Yitzchak_Rabin	9	(261)	8	(283)	4	(53)	4	(50)	22701.65	(405)	0.00108	(123)
Bill_Clinton	42	(6)	24	(12)	4	(53)	4	(50)	515285.14	(4)	0.00430	(5)
Nelson_Mandela	19	(39)	14	(73)	4	(53)	4	(50)	142364.06	(35)	0.00133	(87)
Menachem_Begin	11	(167)	7	(365)	4	(53)	4	(50)	30674.12	(313)	0.00139	(80)
Yasser_Arafat	13	(111)	12	(123)	4	(53)	4	(50)	47279.77	(194)	0.00084	(197)
Shimon_Peres	12	(134)	14	(73)	4	(53)	4	(50)	40213.98	(241)	0.00096	(152)
Hoessein_van_Jordanië	3	(1129)	1	(2264)	2	(506)	1	(1812)	0.00	(2245)	0.00029	(1134)
Golda_Meïr	5	(619)	4	(838)	2	(506)	2	(786)	7569.77	(976)	0.00025	(1274)
Frederik_Willem_de_Klerk	5	(619)	5	(633)	4	(53)	4	(50)	539.18	(1950)	0.00047	(558)
Ambrosius_van_Milaan	1	(2064)	2	(1618)	1	(1597)	1	(1812)	1363.09	(1786)	0.00006	(2697)
Maarten_Luther	21	(31)	9	(234)	2	(506)	2	(786)	55446.80	(165)	0.00285	(14)
Theodosius_I	7	(391)	0	(2990)	2	(506)	0	(2915)	0.00	(2245)	0.00038	(806)
Agnetha_Fältskog	1	(2064)	1	(2264)	1	(1597)	1	(1812)	0.00	(2245)	0.00043	(664)
Björn_Ulvaeus	1	(2064)	1	(2264)	1	(1597)	1	(1812)	0.00	(2245)	0.00043	(664)
Jorge_Luis_Borges	4	(813)	1	(2264)	1	(1597)	1	(1812)	7860.31	(961)	0.00013	(1975)
Mario_Vargas_Llosa	3	(1129)	2	(1618)	1	(1597)	1	(1812)	8104.22	(947)	0.00028	(1151)
Septimius_Severus	6	(495)	1	(2264)	2	(506)	1	(1812)	6553.24	(1066)	0.00057	(441)
Caracalla	4	(813)	4	(838)	1	(1597)	2	(786)	15083.46	(591)	0.00071	(272)
Lee_Harvey_Oswald	5	(619)	4	(838)	2	(506)	3	(125)	5611.96	(1165)	0.00100	(138)
John_F._Kennedy	37	(7)	13	(101)	3	(98)	4	(50)	151204.50	(33)	0.00434	(4)
Oliver_Stone	11	(167)	6	(480)	3	(98)	3	(125)	93814.28	(73)	0.00068	(287)
Lyndon_B._Johnson	19	(39)	6	(480)	3	(98)	4	(50)	12576.07	(704)	0.00269	(15)
Jack_Ruby	3	(1129)	1	(2264)	2	(506)	1	(1812)	0.00	(2245)	0.00059	(404)
Edmund_Burke	4	(813)	1	(2264)	2	(506)	1	(1812)	11228.72	(756)	0.00044	(623)
Maximilien_de_Robespierre	7	(391)	6	(480)	3	(98)	2	(786)	28872.21	(331)	0.00092	(162)
Marina_Tsvetajeva	4	(813)	5	(633)	2	(506)	3	(125)	23307.07	(398)	0.00019	(1609)
Osip_Mandelstam	3	(1129)	0	(2990)	2	(506)	0	(2915)	0.00	(2245)	0.00022	(1392)
Bernard_Haitink	1	(2064)	12	(123)	1	(1597)	3	(125)	15284.90	(586)	0.00008	(2502)
Dmitri_Sjostakovitsj	12	(134)	9	(234)	2	(506)	3	(125)	18183.02	(510)	0.00025	(1292)
Rainer_Maria_Rilke	10	(206)	7	(365)	2	(506)	3	(125)	31057.17	(308)	0.00031	(1044)
