nodes	edges	clustering	sizeGC	sizeGC%	averagePathLength	reciprocity	density	diameter	a_out_in	a_out_in_avg	a_out_in_z	a_out_in_ASP	a_in_out	a_in_out_avg	a_in_out_z	a_in_out_ASP	a_out_out	a_out_out_avg	a_out_out_z	a_out_out_ASP	a_in_in	a_in_in_avg	a_in_in_z	a_in_in_ASP	kin_max_val	kin_max_avg	kin_max_sigma	kin_max_z	kin_max_size	kin_size_avg	kin_size_sigma	kin_size_z	kout_max_val	kout_max_avg	kout_max_sigma	kout_max_z	kout_max_size	kout_size_avg	kout_size_sigma	kout_size_z
3320	11904	0.126421558748	2090	0.629518072289	6.86547083005	0.224075790341	0.00108030797489	22	0.0569016818773	-0.00408744787073	6.58049904637	0.374827829604	0.0992278025736	-0.00238526345439	10.1236363645	0.576646333275	0.103078558115	-0.00503111531833	10.0800157859	0.574161687857	0.0652269320379	-0.00299655237247	7.79855542662	0.444208803011	8	2	0.0	Nan	15	1570	29.4957624075	-52.7194374065	8	2	0.0	Nan	14	1910	25.2388589282	-75.1222551459	
